ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1960,1960-10-09,3,25.359,SFO,@,DET,W 14-10,3,40,13.33,0,0,0,,0,0,0
2,1960,1960-10-16,4,26.000,SFO,@,CHI,L 10-27,1,16,16.00,0,0,0,,0,0,0
3,1960,1960-11-06,7,26.021,SFO,,DET,L 0-24,2,22,11.00,0,0,0,,0,0,0
4,1960,1960-11-20,8,26.035,SFO,@,DAL,W 26-14,1,11,11.00,0,0,0,,0,0,0
5,1960,1960-11-27,9,26.042,SFO,@,BAL,W 30-22,3,48,16.00,0,0,0,,0,0,0
6,1960,1960-12-04,10,26.049,SFO,@,RAM,W 23-7,1,15,15.00,0,0,0,,0,0,0
7,1960,1960-12-10,11,26.055,SFO,,GNB,L 0-13,1,7,7.00,0,0,0,,0,0,0
8,1961,1961-10-15,5,26.364,BAL,@,CHI,L 10-24,1,17,17.00,0,0,0,,0,0,0
9,1961,1961-10-22,6,27.006,BAL,@,DET,W 17-14,0,0,,0,1,6,6.00,0,0,0
10,1961,1961-11-05,8,27.020,BAL,,GNB,W 45-21,2,30,15.00,0,0,0,,0,0,0
11,1961,1961-11-12,9,27.027,BAL,@,MIN,L 20-28,1,19,19.00,0,0,0,,0,0,0
12,1962,1962-09-16,1,27.335,BAL,,RAM,W 30-27,4,80,20.00,2,0,0,,0,2,12
13,1962,1962-09-23,2,27.342,BAL,@,MIN,W 34-7,3,37,12.33,2,0,0,,0,2,12
14,1962,1962-09-30,3,27.349,BAL,,DET,L 20-29,5,30,6.00,0,0,0,,0,0,0
15,1962,1962-10-07,4,27.356,BAL,,SFO,L 13-21,3,52,17.33,0,0,0,,0,0,0
16,1962,1962-10-14,5,27.363,BAL,@,CLE,W 36-14,2,33,16.50,0,0,0,,0,0,0
17,1962,1962-11-04,8,28.019,BAL,@,SFO,W 22-3,1,21,21.00,0,0,0,,0,0,0
18,1962,1962-11-11,9,28.026,BAL,@,RAM,W 14-2,1,29,29.00,0,0,0,,0,0,0
19,1962,1962-11-18,10,28.033,BAL,@,GNB,L 13-17,2,24,12.00,0,0,0,,0,0,0
20,1962,1962-12-02,12,28.047,BAL,@,DET,L 14-21,2,24,12.00,0,0,0,,0,0,0
21,1962,1962-12-16,14,28.061,BAL,,MIN,W 42-17,2,66,33.00,0,0,0,,0,0,0
22,1963,1963-09-08,1,28.327,NYJ,@,BOS,L 14-38,1,16,16.00,0,0,0,,0,0,0
23,1963,1963-10-13,5,28.362,NYJ,@,SDG,L 20-24,1,17,17.00,0,0,0,,0,0,0
24,1963,1963-10-26,7,29.010,NYJ,,DEN,T 35-35,1,6,6.00,1,0,0,,0,1,6
25,1963,1963-11-02,8,29.017,NYJ,,SDG,L 7-53,3,49,16.33,0,0,0,,0,0,0
26,1963,1963-11-10,9,29.025,NYJ,@,HOU,L 27-31,4,51,12.75,2,0,0,,0,2,12
27,1963,1963-11-17,10,29.032,NYJ,@,DEN,W 14-9,1,12,12.00,0,0,0,,0,0,0
28,1963,1963-12-01,11,29.046,NYJ,,KAN,W 17-0,4,37,9.25,0,0,0,,0,0,0
29,1963,1963-12-08,12,29.053,NYJ,@,BUF,L 14-45,2,12,6.00,0,0,0,,0,0,0
30,1963,1963-12-14,13,29.059,NYJ,,BUF,L 10-19,2,29,14.50,0,0,0,,0,0,0
31,1963,1963-12-22,14,29.067,NYJ,@,KAN,L 0-48,4,34,8.50,0,1,0,0.00,0,0,0
32,1964,1964-09-27,2,29.347,NYJ,@,BOS,L 10-26,1,21,21.00,0,0,0,,0,0,0
33,1964,1964-10-17,5,30.001,NYJ,,HOU,W 24-21,2,10,5.00,0,0,0,,0,0,0
34,1964,1964-10-31,7,30.015,NYJ,,BOS,W 35-14,3,66,22.00,0,0,0,,0,0,0
35,1964,1964-11-08,8,30.023,NYJ,,BUF,L 7-20,2,23,11.50,0,0,0,,0,0,0
36,1964,1964-11-22,10,30.037,NYJ,@,OAK,L 26-35,4,62,15.50,0,0,0,,0,0,0
37,1964,1964-12-06,12,30.051,NYJ,@,SDG,L 3-38,2,31,15.50,0,0,0,,0,0,0
38,1965,1965-09-26,3,30.345,NYJ,@,BUF,L 21-33,2,24,12.00,1,0,0,,0,1,6
39,1965,1965-10-16,5,31.000,NYJ,,OAK,T 24-24,2,36,18.00,0,0,0,,0,0,0
40,1965,1965-10-23,6,31.007,NYJ,,SDG,L 9-34,4,53,13.25,0,0,0,,0,0,0
41,1965,1965-11-07,8,31.022,NYJ,@,KAN,W 13-10,4,54,13.50,0,0,0,,0,0,0
42,1965,1965-11-14,9,31.029,NYJ,@,BOS,W 30-20,2,22,11.00,0,0,0,,0,0,0
43,1965,1965-11-21,10,31.036,NYJ,,HOU,W 41-14,2,66,33.00,0,0,0,,0,0,0
