ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1967,1967-09-24,2,24.279,SFO,,ATL,W 38-7,2,29,14.50,0,0,0,,0,0,0,,0,0,0
2,1967,1967-10-08,4,24.293,SFO,@,RAM,W 27-24,1,55,55.00,1,0,0,,0,1,21,21.00,0,1,6
3,1967,1967-10-15,5,24.300,SFO,@,PHI,W 28-27,1,8,8.00,0,0,0,,0,0,0,,0,0,0
4,1967,1967-10-22,6,24.307,SFO,,NOR,W 27-13,1,2,2.00,1,0,0,,0,0,0,,0,1,6
5,1967,1967-10-29,7,24.314,SFO,,DET,L 3-45,1,12,12.00,0,0,0,,0,0,0,,0,0,0
6,1967,1967-11-05,8,24.321,SFO,,RAM,L 7-17,2,9,4.50,0,0,0,,0,0,0,,0,0,0
7,1967,1967-11-12,9,24.328,SFO,@,WAS,L 28-31,2,17,8.50,0,0,0,,0,0,0,,0,0,0
8,1967,1967-11-19,10,24.335,SFO,@,GNB,L 0-13,4,21,5.25,0,0,0,,0,0,0,,0,0,0
9,1967,1967-12-03,12,24.349,SFO,,CHI,L 14-28,2,18,9.00,0,0,0,,0,0,0,,0,0,0
10,1967,1967-12-10,13,24.356,SFO,@,ATL,W 34-28,2,39,19.50,0,0,0,,0,0,0,,0,0,0
11,1967,1967-12-16,14,24.362,SFO,,DAL,W 24-16,3,44,14.67,0,1,7,7.00,0,0,0,,0,0,0
12,1968,1968-11-03,8,25.320,SFO,,CLE,L 21-33,2,18,9.00,1,0,0,,0,0,0,,0,1,6
13,1968,1968-11-10,9,25.327,SFO,@,CHI,L 19-27,3,98,32.67,1,0,0,,0,0,0,,0,1,6
14,1968,1968-11-17,10,25.334,SFO,,RAM,T 20-20,1,11,11.00,0,0,0,,0,0,0,,0,0,0
15,1968,1968-12-01,12,25.348,SFO,,GNB,W 27-20,1,10,10.00,0,0,0,,0,0,0,,0,0,0
16,1968,1968-12-08,13,25.355,SFO,,MIN,L 20-30,1,9,9.00,0,0,0,,0,0,0,,0,0,0
17,1969,1969-09-21,1,26.276,SFO,@,ATL,L 12-24,2,33,16.50,0,0,0,,0,0,0,,0,0,0
18,1969,1969-09-28,2,26.283,SFO,@,GNB,L 7-14,3,53,17.67,0,0,0,,0,0,0,,0,0,0
19,1969,1969-10-05,3,26.290,SFO,,WAS,T 17-17,3,27,9.00,0,0,0,,0,0,0,,0,0,0
20,1969,1969-10-12,4,26.297,SFO,,RAM,L 21-27,7,89,12.71,0,0,0,,0,0,0,,0,0,0
21,1969,1969-10-19,5,26.304,SFO,,ATL,L 7-21,6,55,9.17,0,0,0,,0,0,0,,0,0,0
22,1969,1969-10-26,6,26.311,SFO,@,BAL,W 24-21,2,26,13.00,0,0,0,,0,0,0,,0,0,0
23,1969,1969-11-02,7,26.318,SFO,,DET,L 14-26,3,25,8.33,0,0,0,,0,0,0,,0,0,0
24,1969,1969-11-09,8,26.325,SFO,@,RAM,L 30-41,4,48,12.00,1,0,0,,0,0,0,,0,1,6
25,1969,1969-11-16,9,26.332,SFO,,BAL,W 20-17,3,31,10.33,0,2,25,12.50,0,0,0,,0,0,0
26,1969,1969-11-23,10,26.339,SFO,@,NOR,L 38-43,4,52,13.00,0,1,9,9.00,0,0,0,,0,0,0
27,1969,1969-11-27,11,26.343,SFO,@,DAL,T 24-24,4,52,13.00,0,0,0,,0,0,0,,0,0,0
28,1969,1969-12-14,13,26.360,SFO,@,MIN,L 7-10,6,80,13.33,0,1,5,5.00,0,0,0,,0,0,0
29,1969,1969-12-21,14,27.002,SFO,,PHI,W 14-13,2,26,13.00,1,1,0,0.00,0,0,0,,0,1,6
30,1970,1970-09-20,1,27.275,SFO,,WAS,W 26-17,1,3,3.00,0,0,0,,0,0,0,,0,0,0
31,1970,1970-09-27,2,27.282,SFO,,CLE,W 34-31,3,35,11.67,0,0,0,,0,0,0,,0,0,0
32,1970,1970-10-04,3,27.289,SFO,@,ATL,L 20-21,2,17,8.50,1,0,0,,0,0,0,,0,1,6
33,1970,1970-10-11,4,27.296,SFO,@,RAM,W 20-6,2,11,5.50,0,0,0,,0,0,0,,0,0,0
34,1970,1970-10-18,5,27.303,SFO,,NOR,T 20-20,2,24,12.00,0,0,0,,0,0,0,,0,0,0
35,1970,1970-10-25,6,27.310,SFO,,DEN,W 19-14,3,41,13.67,0,0,0,,0,0,0,,0,0,0
36,1970,1970-11-01,7,27.317,SFO,,GNB,W 26-10,3,22,7.33,1,0,0,,0,0,0,,0,1,6
37,1970,1970-11-08,8,27.324,SFO,@,CHI,W 37-16,4,82,20.50,0,0,0,,0,0,0,,0,0,0
38,1970,1970-11-15,9,27.331,SFO,@,HOU,W 30-20,,,,,,,,,,,,,,
39,1970,1970-11-22,10,27.338,SFO,@,DET,L 7-28,4,38,9.50,0,0,0,,0,0,0,,0,0,0
40,1970,1970-11-29,11,27.345,SFO,,RAM,L 13-30,2,24,12.00,0,0,0,,0,0,0,,0,0,0
41,1970,1970-12-06,12,27.352,SFO,,ATL,W 24-20,2,31,15.50,0,0,0,,0,1,0,0.00,0,0,0
42,1970,1970-12-13,13,27.359,SFO,@,NOR,W 38-27,2,22,11.00,0,0,0,,0,0,0,,0,0,0
43,1970,1970-12-20,14,28.001,SFO,@,OAK,W 38-7,1,13,13.00,0,0,0,,0,0,0,,0,0,0
44,1971,1971-09-19,1,28.274,SFO,@,ATL,L 17-20,0,0,,0,0,0,,0,1,19,19.00,0,0,0
45,1971,1971-09-26,2,28.281,SFO,@,NOR,W 38-20,1,2,2.00,0,0,0,,0,1,25,25.00,0,0,0
46,1971,1971-10-03,3,28.288,SFO,@,PHI,W 31-3,1,30,30.00,0,1,21,21.00,0,0,0,,0,0,0
47,1971,1971-10-10,4,28.295,SFO,,RAM,L 13-20,0,0,,0,0,0,,0,1,16,16.00,0,0,0
48,1971,1971-10-17,5,28.302,SFO,,CHI,W 13-0,,,,,,,,,,,,,,
49,1971,1971-10-24,6,28.309,SFO,@,STL,W 26-14,,,,,,,,,,,,,,
50,1971,1971-11-07,8,28.323,SFO,@,MIN,W 13-9,0,0,,0,0,0,,0,1,6,6.00,0,0,0
51,1971,1971-11-14,9,28.330,SFO,,NOR,L 20-26,,,,,,,,,,,,,,
52,1971,1971-11-21,10,28.337,SFO,@,RAM,L 6-17,,,,,,,,,,,,,,
53,1971,1971-11-28,11,28.344,SFO,@,NYJ,W 24-21,,,,,,,,,,,,,,
54,1971,1971-12-06,12,28.352,SFO,,KAN,L 17-26,,,,,,,,,,,,,,
55,1971,1971-12-12,13,28.358,SFO,,ATL,W 24-3,,,,,,,,,,,,,,
56,1971,1971-12-19,14,29.000,SFO,,DET,W 31-27,,,,,,,,,,,,,,
57,1972,1972-09-17,1,29.273,NWE,,CIN,L 7-31,2,30,15.00,0,0,0,,0,0,0,,0,0,0
58,1972,1972-09-24,2,29.280,NWE,,ATL,W 21-20,3,39,13.00,0,0,0,,0,0,0,,0,0,0
59,1972,1972-10-01,3,29.287,NWE,,WAS,W 24-23,5,58,11.60,0,1,-4,-4.00,0,0,0,,0,0,0
60,1972,1972-10-08,4,29.294,NWE,@,BUF,L 14-38,,,,,,,,,,,,,,
61,1972,1972-10-15,5,29.301,NWE,,NYJ,L 13-41,,,,,,,,,,,,,,
62,1972,1972-10-22,6,29.308,NWE,@,PIT,L 3-33,3,45,15.00,0,0,0,,0,0,0,,0,0,0
63,1972,1972-10-29,7,29.315,NWE,@,NYJ,L 10-34,2,11,5.50,0,0,0,,0,0,0,,0,0,0
64,1972,1972-11-06,8,29.323,NWE,,BAL,L 17-24,2,15,7.50,0,0,0,,0,0,0,,0,0,0
65,1972,1972-11-12,9,29.329,NWE,@,MIA,L 0-52,1,11,11.00,0,0,0,,0,0,0,,0,0,0
66,1972,1972-11-19,10,29.336,NWE,,BUF,L 24-27,5,72,14.40,1,0,0,,0,0,0,,0,1,6
67,1972,1972-11-26,11,29.343,NWE,@,BAL,L 0-31,,,,,,,,,,,,,,
68,1972,1972-12-03,12,29.350,NWE,,MIA,L 21-37,6,54,9.00,0,0,0,,0,0,0,,0,0,0
69,1972,1972-12-10,13,29.357,NWE,@,NOR,W 17-10,1,14,14.00,0,0,0,,0,0,0,,0,0,0
70,1972,1972-12-17,14,29.364,NWE,@,DEN,L 21-45,3,34,11.33,0,0,0,,0,0,0,,0,0,0
71,1973,1973-09-16,1,30.271,NWE,,BUF,L 13-31,2,26,13.00,0,0,0,,0,0,0,,0,0,0
72,1973,1973-09-23,2,30.278,NWE,,KAN,L 7-10,,,,,,,,,,,,,,
73,1973,1973-09-30,3,30.285,NWE,@,MIA,L 23-44,1,4,4.00,0,1,-6,-6.00,0,0,0,,0,0,0
74,1973,1973-10-07,4,30.292,NWE,,BAL,W 24-16,1,18,18.00,0,0,0,,0,1,0,0.00,0,0,0
75,1973,1973-10-14,5,30.299,NWE,,NYJ,L 7-9,1,8,8.00,0,0,0,,0,0,0,,0,0,0
76,1973,1973-10-21,6,30.306,NWE,@,CHI,W 13-10,2,53,26.50,0,0,0,,0,0,0,,0,0,0
77,1973,1973-10-28,7,30.313,NWE,,MIA,L 14-30,3,39,13.00,0,0,0,,0,0,0,,0,0,0
78,1973,1973-11-04,8,30.320,NWE,@,PHI,L 23-24,3,48,16.00,0,0,0,,0,0,0,,0,0,0
79,1973,1973-11-11,9,30.327,NWE,@,NYJ,L 13-33,3,49,16.33,2,0,0,,0,0,0,,0,2,12
80,1973,1973-11-18,10,30.334,NWE,,GNB,W 33-24,5,87,17.40,1,0,0,,0,0,0,,0,1,6
81,1973,1973-11-25,11,30.341,NWE,@,HOU,W 32-0,2,16,8.00,1,0,0,,0,0,0,,0,1,6
82,1973,1973-12-02,12,30.348,NWE,,SDG,W 30-14,,,,,,,,,,,,,,
83,1973,1973-12-16,14,30.362,NWE,@,BAL,L 13-18,,,,,,,,,,,,,,
84,1974,1974-09-15,1,31.270,NWE,,MIA,W 34-24,4,33,8.25,0,0,0,,0,0,0,,0,0,0
85,1974,1974-09-22,2,31.277,NWE,@,NYG,W 28-20,1,11,11.00,0,0,0,,0,0,0,,0,0,0
86,1974,1974-09-29,3,31.284,NWE,,RAM,W 20-14,1,6,6.00,0,0,0,,0,0,0,,0,0,0
87,1974,1974-10-06,4,31.291,NWE,,BAL,W 42-3,1,13,13.00,0,0,0,,0,0,0,,0,0,0
88,1974,1974-10-13,5,31.298,NWE,@,NYJ,W 24-0,1,20,20.00,0,0,0,,0,0,0,,0,0,0
89,1974,1974-10-20,6,31.305,NWE,@,BUF,L 28-30,3,34,11.33,0,0,0,,0,0,0,,0,0,0
90,1974,1974-10-27,7,31.312,NWE,@,MIN,W 17-14,1,10,10.00,1,0,0,,0,0,0,,0,1,6
91,1975,1975-09-21,1,32.276,NWE,,HOU,L 0-7,,,,,,,,,,,,,,
92,1975,1975-09-28,2,32.283,NWE,,MIA,L 14-22,,,,,,,,,,,,,,
93,1975,1975-10-05,3,32.290,NWE,@,NYJ,L 7-36,,,,,,,,,,,,,,
94,1975,1975-10-12,4,32.297,NWE,@,CIN,L 10-27,,,,,,,,,,,,,,
95,1975,1975-10-19,5,32.304,NWE,,BAL,W 21-10,,,,,,,,,,,,,,
96,1975,1975-10-26,6,32.311,NWE,,SFO,W 24-16,,,,,,,,,,,,,,
97,1975,1975-11-02,7,32.318,NWE,@,STL,L 17-24,,,,,,,,,,,,,,
98,1975,1975-11-09,8,32.325,NWE,@,SDG,W 33-19,,,,,,,,,,,,,,
99,1975,1975-11-16,9,32.332,NWE,,DAL,L 31-34,,,,,,,,,,,,,,
100,1975,1975-11-23,10,32.339,NWE,@,BUF,L 31-45,,,,,,,,,,,,,,
101,1975,1975-12-01,11,32.347,NWE,@,MIA,L 7-20,,,,,,,,,,,,,,
102,1975,1975-12-07,12,32.353,NWE,,NYJ,L 28-30,1,8,8.00,0,0,0,,0,0,0,,0,0,0
103,1975,1975-12-14,13,32.360,NWE,,BUF,L 14-34,3,25,8.33,0,0,0,,0,0,0,,0,0,0
104,1975,1975-12-21,14,33.002,NWE,@,BAL,L 21-34,2,24,12.00,0,0,0,,0,0,0,,0,0,0
