ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-11-08,8,23.239,RAM,,NOR,L 14-31,,,,
2,1987,1987-11-15,9,23.246,RAM,@,STL,W 27-24,,,,
3,1987,1987-11-23,10,23.254,RAM,@,WAS,W 30-26,,,,
4,1987,1987-11-29,11,23.260,RAM,,TAM,W 35-3,0.5,0,0,0
5,1987,1987-12-06,12,23.267,RAM,@,DET,W 37-16,,,,
6,1987,1987-12-13,13,23.274,RAM,,ATL,W 33-0,,,,
7,1987,1987-12-21,14,23.282,RAM,,DAL,L 21-29,,,,
8,1987,1987-12-27,15,23.288,RAM,@,SFO,L 0-48,,,,
9,1988,1988-09-04,1,24.174,RAM,@,GNB,W 34-7,1.0,0,0,0
10,1988,1988-09-11,2,24.181,RAM,,DET,W 17-10,,,,
11,1988,1988-09-18,3,24.188,RAM,@,RAI,W 22-17,,,,
12,1988,1988-09-25,4,24.195,RAM,@,NYG,W 45-31,,,,
13,1988,1988-10-02,5,24.202,RAM,,PHO,L 27-41,,,,
14,1989,1989-09-11,1,25.181,WAS,,NYG,L 24-27,,,,
15,1989,1989-09-17,2,25.187,WAS,,PHI,L 37-42,,,,
16,1989,1989-09-24,3,25.194,WAS,@,DAL,W 30-7,,,,
17,1989,1989-10-01,4,25.201,WAS,@,NOR,W 16-14,,,,
18,1989,1989-10-08,5,25.208,WAS,,PHO,W 30-28,,,,
19,1989,1989-10-15,6,25.215,WAS,@,NYG,L 17-20,,,,
20,1989,1989-10-22,7,25.222,WAS,,TAM,W 32-28,,,,
21,1989,1989-10-29,8,25.229,WAS,@,RAI,L 24-37,,,,
22,1989,1989-11-05,9,25.236,WAS,,DAL,L 3-13,,,,
23,1989,1989-11-12,10,25.243,WAS,@,PHI,W 10-3,,,,
24,1989,1989-11-20,11,25.251,WAS,,DEN,L 10-14,1.0,0,0,0
25,1989,1989-11-26,12,25.257,WAS,,CHI,W 38-14,,,,
26,1989,1989-12-03,13,25.264,WAS,@,PHO,W 29-10,1.0,0,0,0
27,1989,1989-12-10,14,25.271,WAS,,SDG,W 26-21,,,,
28,1989,1989-12-17,15,25.278,WAS,@,ATL,W 31-30,,,,
29,1989,1989-12-23,16,25.284,WAS,@,SEA,W 29-0,1.0,0,0,0
30,1990,1990-09-09,1,26.179,WAS,,PHO,W 31-0,1.0,0,0,0
31,1990,1990-09-16,2,26.186,WAS,@,SFO,L 13-26,,,,
32,1990,1990-09-23,3,26.193,WAS,,DAL,W 19-15,1.0,0,0,0
33,1990,1990-09-30,4,26.200,WAS,@,PHO,W 38-10,,,,
34,1990,1990-10-14,5,26.214,WAS,,NYG,L 20-24,,,,
35,1990,1990-10-21,6,26.221,WAS,,PHI,W 13-7,1.0,0,0,0
36,1990,1990-10-28,7,26.228,WAS,@,NYG,L 10-21,,,,
37,1990,1990-11-04,8,26.235,WAS,@,DET,W 41-38,,,,
38,1990,1990-11-12,9,26.243,WAS,@,PHI,L 14-28,,,,
39,1990,1990-11-18,10,26.249,WAS,,NOR,W 31-17,,,,
40,1990,1990-11-22,11,26.253,WAS,@,DAL,L 17-27,2.5,0,0,0
41,1990,1990-12-02,12,26.263,WAS,,MIA,W 42-20,1.0,0,0,0
42,1990,1990-12-09,13,26.270,WAS,,CHI,W 10-9,,,,
43,1990,1990-12-15,14,26.276,WAS,@,NWE,W 25-10,,,,
44,1990,1990-12-22,15,26.283,WAS,@,IND,L 28-35,1.0,0,0,0
45,1990,1990-12-30,16,26.291,WAS,,BUF,W 29-14,,,,
46,1991,1991-09-01,1,27.171,WAS,,DET,W 45-0,1.0,0,0,0
47,1991,1991-09-09,2,27.179,WAS,@,DAL,W 33-31,1.0,0,0,0
48,1991,1991-09-15,3,27.185,WAS,,PHO,W 34-0,1.0,0,0,0
49,1991,1991-09-22,4,27.192,WAS,@,CIN,W 34-27,1.0,0,0,0
50,1991,1991-09-30,5,27.200,WAS,,PHI,W 23-0,1.0,0,0,0
51,1991,1991-10-06,6,27.206,WAS,@,CHI,W 20-7,0.0,1,0,0
52,1991,1991-10-13,7,27.213,WAS,,CLE,W 42-17,0.5,0,0,0
53,1991,1991-10-27,8,27.227,WAS,@,NYG,W 17-13,,,,
54,1991,1991-11-03,9,27.234,WAS,,HOU,W 16-13,,,,
55,1991,1991-11-10,10,27.241,WAS,,ATL,W 56-17,0.5,0,0,0
56,1991,1991-11-17,11,27.248,WAS,@,PIT,W 41-14,,,,
57,1991,1991-11-24,12,27.255,WAS,,DAL,L 21-24,0.5,0,0,0
58,1991,1991-12-01,13,27.262,WAS,@,RAM,W 27-6,,,,
59,1991,1991-12-08,14,27.269,WAS,@,PHO,W 20-14,,,,
60,1991,1991-12-15,15,27.276,WAS,,NYG,W 34-17,,,,
61,1991,1991-12-22,16,27.283,WAS,@,PHI,L 22-24,,,,
62,1992,1992-09-07,1,28.177,WAS,@,DAL,L 10-23,,,,
63,1992,1992-09-13,2,28.183,WAS,,ATL,W 24-17,1.0,0,0,0
64,1992,1992-09-20,3,28.190,WAS,,DET,W 13-10,,,,
65,1992,1992-10-04,4,28.204,WAS,@,PHO,L 24-27,,,,
66,1992,1992-10-12,5,28.212,WAS,,DEN,W 34-3,1.0,0,0,0
67,1992,1992-10-18,6,28.218,WAS,,PHI,W 16-12,0.5,0,0,0
68,1992,1992-10-25,7,28.225,WAS,@,MIN,W 15-13,,,,
69,1992,1992-11-01,8,28.232,WAS,,NYG,L 7-24,,,,
70,1992,1992-11-08,9,28.239,WAS,@,SEA,W 16-3,,,,
71,1992,1992-11-15,10,28.246,WAS,@,KAN,L 16-35,1.0,0,0,0
72,1992,1992-11-23,11,28.254,WAS,@,NOR,L 3-20,,,,
73,1992,1992-11-29,12,28.260,WAS,,PHO,W 41-3,,,,
74,1992,1992-12-06,13,28.267,WAS,@,NYG,W 28-10,,,,
75,1992,1992-12-13,14,28.274,WAS,,DAL,W 20-17,,,,
76,1992,1992-12-20,15,28.281,WAS,@,PHI,L 13-17,,,,
77,1992,1992-12-26,16,28.287,WAS,,RAI,L 20-21,,,,
78,1993,1993-09-05,1,29.175,RAM,@,GNB,L 6-36,,,,
79,1993,1993-09-12,2,29.182,RAM,,PIT,W 27-0,,,,
80,1993,1993-09-19,3,29.189,RAM,@,NYG,L 10-20,2.0,0,0,0
81,1993,1993-09-26,4,29.196,RAM,@,HOU,W 28-13,1.0,0,0,0
82,1993,1993-10-03,5,29.203,RAM,,NOR,L 6-37,,,,
83,1993,1993-10-14,6,29.214,RAM,@,ATL,L 24-30,0.5,0,0,0
84,1993,1993-10-24,7,29.224,RAM,,DET,L 13-16,1.0,0,0,0
85,1993,1993-11-14,9,29.245,RAM,,ATL,L 0-13,,,,
86,1993,1993-11-21,10,29.252,RAM,,WAS,W 10-6,1.0,0,0,0
87,1993,1993-11-28,11,29.259,RAM,,SFO,L 10-35,2.0,0,0,0
88,1993,1993-12-05,12,29.266,RAM,@,PHO,L 10-38,1.0,0,0,0
89,1993,1993-12-12,13,29.273,RAM,@,NOR,W 23-20,,,,
90,1993,1993-12-19,14,29.280,RAM,@,CIN,L 3-15,,,,
91,1993,1993-12-26,15,29.287,RAM,,CLE,L 14-42,,,,
92,1993,1994-01-02,16,29.294,RAM,,CHI,W 20-6,1.0,0,0,0
93,1994,1994-09-04,1,30.174,RAM,,ARI,W 14-12,0.5,0,0,0
94,1994,1994-09-11,2,30.181,RAM,@,ATL,L 13-31,,,,
95,1994,1994-09-18,3,30.188,RAM,,SFO,L 19-34,,,,
96,1994,1994-09-25,4,30.195,RAM,@,KAN,W 16-0,,,,
97,1994,1994-10-02,5,30.202,RAM,,ATL,L 5-8,,,,
98,1994,1994-10-09,6,30.209,RAM,@,GNB,L 17-24,,,,
99,1994,1994-10-16,7,30.216,RAM,,NYG,W 17-10,0.5,0,0,0
100,1994,1994-10-23,8,30.223,RAM,@,NOR,L 34-37,,,,
101,1994,1994-11-06,9,30.237,RAM,,DEN,W 27-21,,,,
102,1994,1994-11-13,10,30.244,RAM,,RAI,L 17-20,,,,
103,1994,1994-11-20,11,30.251,RAM,@,SFO,L 27-31,,,,
104,1994,1994-11-27,12,30.258,RAM,@,SDG,L 17-31,,,,
105,1994,1994-12-04,13,30.265,RAM,,NOR,L 15-31,1.0,0,0,0
106,1994,1994-12-11,14,30.272,RAM,@,TAM,L 14-24,,,,
107,1994,1994-12-18,15,30.279,RAM,@,CHI,L 13-27,,,,
108,1994,1994-12-24,16,30.285,RAM,,WAS,L 21-24,,,,
109,1995,1995-09-03,1,31.173,STL,@,GNB,W 17-14,0.5,0,0,0
110,1995,1995-09-10,2,31.180,STL,,NOR,W 17-13,,,,
111,1995,1995-09-17,3,31.187,STL,@,CAR,W 31-10,,,,
112,1995,1995-09-24,4,31.194,STL,,CHI,W 34-28,,,,
113,1995,1995-10-01,5,31.201,STL,@,IND,L 18-21,,,,
114,1995,1995-10-22,7,31.222,STL,,SFO,L 10-44,,,,
115,1995,1995-10-29,8,31.229,STL,@,PHI,L 9-20,1.0,0,0,0
116,1995,1995-11-05,9,31.236,STL,@,NOR,L 10-19,1.0,0,0,0
117,1995,1995-11-12,10,31.243,STL,,CAR,W 28-17,,,,
118,1995,1995-11-26,12,31.257,STL,@,SFO,L 13-41,,,,
119,1995,1995-12-03,13,31.264,STL,@,NYJ,W 23-20,,,,
120,1995,1995-12-10,14,31.271,STL,,BUF,L 27-45,,,,
121,1995,1995-12-17,15,31.278,STL,,WAS,L 23-35,,,,
122,1995,1995-12-24,16,31.285,STL,,MIA,L 22-41,1.0,0,0,0
123,1996,1996-09-01,1,32.171,NOR,@,SFO,L 11-27,,,,
124,1996,1996-09-15,3,32.185,NOR,@,CIN,L 15-30,,,,
125,1996,1996-09-22,4,32.192,NOR,,ARI,L 14-28,,,,
126,1996,1996-10-06,6,32.206,NOR,,JAX,W 17-13,,,,
127,1996,1996-10-13,7,32.213,NOR,,CHI,W 27-24,1.0,0,0,0
128,1996,1996-10-20,8,32.220,NOR,@,CAR,L 7-19,,,,
129,1996,1996-11-03,9,32.234,NOR,,SFO,L 17-24,,,,
