ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1990,1990-12-30,16,23.225,SDG,@,RAI,L 12-17,*,11,22,50.00,98,1,1,58.5,1,7,4.45,3.32,1,3,3.00,0
2,1991,1991-09-01,1,24.105,SDG,@,PIT,L 20-26,*,19,41,46.34,192,1,1,58.2,3,17,4.68,4.07,2,-3,-1.50,0
3,1991,1991-09-08,2,24.112,SDG,@,SFO,L 14-34,*,14,33,42.42,179,2,3,42.4,1,9,5.42,2.55,0,0,,0
4,1991,1991-09-15,3,24.119,SDG,,ATL,L 10-13,*,13,22,59.09,136,1,0,92.2,1,7,6.18,7.09,1,0,0.00,0
5,1991,1991-09-22,4,24.126,SDG,@,DEN,L 19-27,*,13,29,44.83,139,0,1,45.0,2,13,4.79,3.24,1,0,0.00,0
6,1991,1991-09-29,5,24.133,SDG,,KAN,L 13-14,*,10,25,40.00,162,0,0,62.4,1,7,6.48,6.48,0,0,,0
7,1991,1991-10-06,6,24.140,SDG,@,RAI,W 21-13,*,12,22,54.55,118,1,0,85.0,3,18,5.36,6.27,1,11,11.00,0
8,1991,1991-10-13,7,24.147,SDG,@,RAM,L 24-30,*,21,33,63.64,306,2,1,101.3,1,8,9.27,9.12,0,0,,0
9,1991,1991-10-20,8,24.154,SDG,,CLE,L 24-30,*,33,54,61.11,321,1,2,68.5,3,16,5.94,4.65,1,2,2.00,0
10,1991,1991-10-27,9,24.161,SDG,@,SEA,L 9-20,*,27,41,65.85,212,0,0,78.5,3,20,5.17,5.17,0,0,,0
11,1991,1991-11-10,10,24.175,SDG,,SEA,W 17-14,*,17,25,68.00,229,0,0,96.9,3,16,9.16,9.16,0,0,,0
12,1991,1991-11-17,11,24.182,SDG,,NOR,W 24-21,*,16,30,53.33,175,0,1,56.9,2,16,5.83,4.33,1,5,5.00,0
13,1991,1991-11-24,12,24.189,SDG,@,NYJ,L 3-24,*,7,9,77.78,61,0,1,55.3,1,10,6.78,1.78,1,-1,-1.00,0
14,1991,1991-12-01,13,24.196,SDG,,RAI,L 7-9,*,12,27,44.44,150,0,1,46.8,3,26,5.56,3.89,0,0,,0
15,1991,1991-12-08,14,24.203,SDG,@,KAN,L 17-20,*,19,37,51.35,208,1,1,66.0,0,0,5.62,4.95,1,0,0.00,0
16,1991,1991-12-15,15,24.210,SDG,,MIA,W 38-30,*,17,25,68.00,185,2,0,116.2,2,15,7.40,9.00,0,0,,0
17,1991,1991-12-22,16,24.217,SDG,,DEN,L 14-17,*,12,34,35.29,123,1,3,19.6,3,16,3.62,0.24,1,4,4.00,0
18,1993,1993-09-12,2,26.116,SDG,@,DEN,L 17-34,,3,6,50.00,40,0,0,71.5,0,0,6.67,6.67,0,0,,0
19,1993,1993-09-19,3,26.123,SDG,,HOU,W 18-17,,8,15,53.33,110,0,0,77.1,0,0,7.33,7.33,0,0,,0
20,1993,1993-10-03,4,26.137,SDG,@,SEA,L 14-31,,9,14,64.29,103,1,0,110.1,1,7,7.36,8.79,0,0,,0
21,1993,1993-10-10,5,26.144,SDG,@,PIT,L 3-16,*,15,26,57.69,107,0,1,51.3,0,0,4.12,2.38,2,4,2.00,0
22,1993,1993-10-17,6,26.151,SDG,,KAN,L 14-17,*,18,35,51.43,218,1,1,68.5,3,28,6.23,5.51,1,0,0.00,0
23,1993,1993-10-31,7,26.165,SDG,@,RAI,W 30-23,*,13,25,52.00,162,1,0,85.7,1,3,6.48,7.28,2,0,0.00,0
24,1993,1993-11-07,8,26.172,SDG,@,MIN,W 30-17,*,20,32,62.50,268,2,0,109.9,1,5,8.38,9.63,1,-1,-1.00,0
25,1993,1993-11-14,9,26.179,SDG,,CHI,L 13-16,*,19,37,51.35,184,0,0,65.6,3,32,4.97,4.97,1,1,1.00,0
26,1993,1993-11-21,10,26.186,SDG,,RAI,L 7-12,*,3,8,37.50,38,0,0,53.1,2,8,4.75,4.75,2,0,0.00,0
27,1993,1993-11-29,11,26.194,SDG,@,IND,W 31-0,,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,1,-1,-1.00,0
28,1993,1993-12-19,14,26.214,SDG,@,KAN,L 24-28,,19,38,50.00,161,1,2,48.2,3,15,4.24,2.39,0,0,,0
29,1993,1993-12-27,15,26.222,SDG,,MIA,W 45-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
30,1994,1994-09-04,1,27.108,WAS,,SEA,L 7-28,*,17,32,53.13,210,1,2,58.1,0,0,6.56,4.38,0,0,,0
31,1994,1994-09-11,2,27.115,WAS,@,NOR,W 38-24,*,15,22,68.18,195,4,0,135.4,1,5,8.86,12.50,1,1,1.00,0
32,1994,1994-09-18,3,27.122,WAS,@,NYG,L 23-31,*,32,50,64.00,381,2,2,83.8,1,5,7.62,6.62,0,0,,0
33,1994,1994-09-25,4,27.129,WAS,,ATL,L 20-27,*,17,29,58.62,230,1,3,55.9,1,13,7.93,3.97,0,0,,0
34,1994,1994-10-02,5,27.136,WAS,,DAL,L 7-34,,0,0,,0,0,0,,0,,,,0,0,,0
35,1994,1994-10-09,6,27.143,WAS,@,PHI,L 17-21,,0,0,,0,0,0,,0,,,,0,0,,0
36,1994,1994-10-16,7,27.150,WAS,,ARI,L 16-19,,0,0,,0,0,0,,0,,,,0,0,,0
37,1994,1994-10-23,8,27.157,WAS,@,IND,W 41-27,,0,0,,0,0,0,,0,,,,0,0,,0
38,1994,1994-10-30,9,27.164,WAS,,PHI,L 29-31,,0,0,,0,0,0,,0,,,,0,0,,0
39,1994,1994-11-06,10,27.171,WAS,,SFO,L 22-37,,8,12,66.67,57,1,0,105.2,1,8,4.75,6.42,0,0,,0
40,1994,1994-11-20,11,27.185,WAS,@,DAL,L 7-31,,16,35,45.71,193,1,2,48.9,2,14,5.51,3.51,0,0,,0
41,1994,1994-11-27,12,27.192,WAS,,NYG,L 19-21,,0,0,,0,0,0,,0,,,,0,0,,0
42,1994,1994-12-04,13,27.199,WAS,@,TAM,L 21-26,,0,0,,0,0,0,,0,,,,0,0,,0
43,1994,1994-12-11,14,27.206,WAS,@,ARI,L 15-17,,0,0,,0,0,0,,0,,,,0,0,,0
44,1994,1994-12-18,15,27.213,WAS,,TAM,L 14-17,,0,0,,0,0,0,,0,,,,0,0,,0
45,1994,1994-12-24,16,27.219,WAS,@,RAM,W 24-21,,0,0,,0,0,0,,0,,,,0,0,,0
46,1995,1995-09-03,1,28.107,SEA,,KAN,L 10-34,,5,9,55.56,77,1,0,121.1,0,0,8.56,10.78,0,0,,0
47,1995,1995-10-22,7,28.156,SEA,,SDG,L 25-35,,4,5,80.00,56,0,0,113.3,0,0,11.20,11.20,0,0,,0
48,1995,1995-10-29,8,28.163,SEA,@,ARI,L 14-20,*,17,32,53.13,205,2,2,67.8,1,2,6.41,4.84,6,3,0.50,0
49,1995,1995-12-10,14,28.205,SEA,@,DEN,W 31-27,,12,23,52.17,157,2,1,84.9,0,0,6.83,6.61,1,-1,-1.00,0
50,1995,1995-12-17,15,28.212,SEA,,OAK,W 44-10,*,16,25,64.00,220,1,0,105.4,0,0,8.80,9.60,3,-3,-1.00,0
51,1995,1995-12-24,16,28.219,SEA,@,KAN,L 3-26,*,10,26,38.46,80,0,0,47.0,2,10,3.08,3.08,1,1,1.00,0
52,1996,1996-09-08,2,29.112,SEA,,DEN,L 20-30,,11,19,57.89,137,1,0,97.9,1,8,7.21,8.26,2,3,1.50,0
53,1996,1996-09-29,5,29.133,SEA,,GNB,L 10-31,,1,4,25.00,15,0,0,42.7,0,0,3.75,3.75,1,2,2.00,0
54,1996,1996-10-06,6,29.140,SEA,@,MIA,W 22-15,*,18,32,56.25,299,3,1,106.1,0,0,9.34,9.81,4,-3,-0.75,0
55,1996,1996-10-17,7,29.151,SEA,@,KAN,L 16-34,*,20,34,58.82,238,1,1,77.8,3,25,7.00,6.26,1,1,1.00,0
56,1996,1996-10-27,8,29.161,SEA,,SDG,W 32-13,*,16,33,48.48,206,0,0,68.5,2,10,6.24,6.24,2,-2,-1.00,0
57,1996,1996-11-03,9,29.168,SEA,,HOU,W 23-16,*,24,38,63.16,323,1,1,87.9,3,13,8.50,7.84,1,0,0.00,0
58,1996,1996-11-10,10,29.175,SEA,,MIN,W 42-23,*,22,33,66.67,263,2,0,111.0,2,15,7.97,9.18,0,0,,0
59,1996,1996-11-17,11,29.182,SEA,@,DET,L 16-17,*,8,18,44.44,148,0,1,50.2,1,6,8.22,5.72,1,0,0.00,0
60,1997,1997-08-31,1,30.104,SEA,,NYJ,L 3-41,*,10,21,47.62,79,0,0,57.4,1,5,3.76,3.76,1,0,0.00,0
61,1997,1997-12-07,14,30.202,SEA,@,BAL,L 24-31,,5,15,33.33,59,0,3,6.7,1,6,3.93,-5.07,0,0,,0
62,1998,1998-09-06,1,31.110,SEA,@,PHI,W 38-0,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,2,-2,-1.00,0
63,1998,1998-09-13,2,31.117,SEA,,ARI,W 33-14,,,,,,,,,,,,,,,,
64,1998,1998-10-04,5,31.138,SEA,@,KAN,L 6-17,,8,19,42.11,52,0,1,27.7,0,0,2.74,0.37,0,0,,0
65,1998,1998-10-11,6,31.145,SEA,,DEN,L 16-21,,6,8,75.00,109,1,1,116.7,1,7,13.63,10.50,0,0,,0
66,1998,1998-10-25,7,31.159,SEA,@,SDG,W 27-20,*,14,21,66.67,234,1,0,119.9,0,0,11.14,12.10,3,7,2.33,0
67,1998,1998-11-15,10,31.180,SEA,@,OAK,L 17-20,,,,,,,,,,,,,,,,
68,1999,1999-10-31,8,32.165,NWE,@,ARI,W 27-3,,0,0,,0,0,0,,,,,,2,-2,-1.00,0
69,2000,2000-11-05,9,33.170,NWE,,BUF,L 13-16,,11,21,52.38,66,0,1,39.0,3,16,3.14,1.00,0,0,,0
