ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-12-30,16,24.003,KAN,@,DEN,L 3-38,,,,,,,0.0%,,,,,,
2,2013,2013-09-08,1,24.255,KAN,@,JAX,W 28-2,,1,1,3,3.00,1,100.0%,3.00,1,6,0.0,0,0
3,2013,2013-09-15,2,24.262,KAN,,DAL,W 17-16,,1,1,10,10.00,0,100.0%,10.00,0,0,0.0,0,0
4,2013,2013-09-19,3,24.266,KAN,@,PHI,W 26-16,,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
5,2013,2013-09-29,4,24.276,KAN,,NYG,W 31-7,,0,0,0,,0,0.0%,,0,0,0.0,1,0
6,2013,2013-10-06,5,24.283,KAN,@,TEN,W 26-17,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
7,2013,2013-10-13,6,24.290,KAN,,OAK,W 24-7,,1,1,8,8.00,0,100.0%,8.00,0,0,0.0,0,0
8,2013,2013-10-20,7,24.297,KAN,,HOU,W 17-16,,,,,,,0.0%,,,,,,
9,2013,2013-10-27,8,24.304,KAN,,CLE,W 23-17,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
10,2013,2013-11-03,9,24.311,KAN,@,BUF,W 23-13,,,,,,,0.0%,,,,,,
11,2013,2013-11-17,10,24.325,KAN,@,DEN,L 17-27,,,,,,,0.0%,,,,,,
12,2013,2013-11-24,11,24.332,KAN,,SDG,L 38-41,,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
13,2013,2013-12-01,12,24.339,KAN,,DEN,L 28-35,,3,3,42,14.00,1,100.0%,14.00,1,6,0.0,4,0
14,2013,2013-12-08,13,24.346,KAN,@,WAS,W 45-10,,2,1,11,11.00,0,50.0%,5.50,0,0,0.0,0,2
15,2013,2013-12-15,14,24.353,KAN,@,OAK,W 56-31,*,2,0,0,,0,0.0%,0.00,0,0,0.0,1,0
16,2013,2013-12-22,15,24.360,KAN,,IND,L 7-23,,,,,,,0.0%,,,,,,
17,2013,2013-12-29,16,25.002,KAN,@,SDG,L 24-27,*,6,5,45,9.00,0,83.3%,7.50,0,0,0.0,0,0
18,2014,2014-09-07,1,25.254,KAN,,TEN,L 10-26,,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
19,2014,2014-09-14,2,25.261,KAN,@,DEN,L 17-24,,5,2,21,10.50,0,40.0%,4.20,0,0,0.0,0,0
20,2014,2014-09-21,3,25.268,KAN,@,MIA,W 34-15,,2,2,18,9.00,0,100.0%,9.00,0,0,0.0,0,0
21,2014,2014-09-29,4,25.276,KAN,,NWE,W 41-14,,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
22,2014,2014-10-05,5,25.282,KAN,@,SFO,L 17-22,,4,4,50,12.50,0,100.0%,12.50,0,0,0.0,0,0
23,2014,2014-10-19,6,25.296,KAN,@,SDG,W 23-20,*,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
24,2014,2014-10-26,7,25.303,KAN,,STL,W 34-7,,,,,,,0.0%,,,,,,
25,2014,2014-11-02,8,25.310,KAN,,NYJ,W 24-10,,2,2,9,4.50,0,100.0%,4.50,0,0,0.0,1,0
26,2014,2014-11-09,9,25.317,KAN,@,BUF,W 17-13,,3,1,6,6.00,0,33.3%,2.00,0,0,0.0,1,0
27,2014,2014-11-16,10,25.324,KAN,,SEA,W 24-20,,0,0,0,,0,0.0%,,0,0,0.0,1,0
28,2014,2014-11-20,11,25.328,KAN,@,OAK,L 20-24,,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
29,2014,2014-12-14,14,25.352,KAN,,OAK,W 31-13,,0,0,0,,0,0.0%,,0,0,0.0,1,0
30,2014,2014-12-21,15,25.359,KAN,@,PIT,L 12-20,,,,,,,0.0%,,,,,,
31,2014,2014-12-28,16,26.001,KAN,,SDG,W 19-7,,,,,,,0.0%,,,,,,
