ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-09-09,1,22.322,TEN,,NWE,L 13-34,,0,0,0.0,1,2,0,0,0
2,2012,2012-09-16,2,22.329,TEN,@,SDG,L 10-38,*,0,0,1.0,6,4,0,0,0
3,2012,2012-09-23,3,22.336,TEN,,DET,W 44-41,*,0,0,0.0,3,0,0,0,0
4,2012,2012-09-30,4,22.343,TEN,@,HOU,L 14-38,*,0,0,0.0,3,3,0,0,0
5,2012,2012-10-07,5,22.350,TEN,@,MIN,L 7-30,*,0,0,0.0,5,2,0,0,0
6,2012,2012-10-11,6,22.354,TEN,,PIT,W 26-23,*,0,0,0.0,3,1,0,0,0
7,2012,2012-10-21,7,22.364,TEN,@,BUF,W 35-34,,0,0,0.0,2,1,0,0,0
8,2012,2012-10-28,8,23.005,TEN,,IND,L 13-19,*,0,0,0.0,4,0,0,0,0
9,2012,2012-11-04,9,23.012,TEN,,CHI,L 20-51,*,0,0,0.0,7,3,0,0,0
10,2012,2012-11-11,10,23.019,TEN,@,MIA,W 37-3,*,0,0,0.0,4,0,1,47,0
11,2012,2012-11-25,11,23.033,TEN,@,JAX,L 19-24,*,0,0,1.5,8,2,0,0,0
12,2012,2012-12-02,12,23.040,TEN,,HOU,L 10-24,*,0,0,0.0,4,1,0,0,0
13,2012,2012-12-09,13,23.047,TEN,@,IND,L 23-27,*,0,0,0.0,3,0,0,0,0
14,2012,2012-12-17,14,23.055,TEN,,NYJ,W 14-10,*,0,0,2.0,6,1,0,0,0
15,2012,2012-12-23,15,23.061,TEN,@,GNB,L 7-55,*,0,0,0.0,8,1,0,0,0
16,2012,2012-12-30,16,23.068,TEN,,JAX,W 38-20,*,0,12,1.0,1,3,2,109,2
17,2013,2013-09-08,1,23.320,TEN,@,PIT,W 16-9,*,0,0,2.0,8,0,0,0,0
18,2013,2013-09-15,2,23.327,TEN,@,HOU,L 24-30,*,0,0,0.0,11,1,0,0,0
19,2013,2013-09-22,3,23.334,TEN,,SDG,W 20-17,*,0,0,0.0,1,0,0,0,0
20,2013,2013-09-29,4,23.341,TEN,,NYJ,W 38-13,*,0,0,1.0,6,0,0,0,0
21,2013,2013-10-06,5,23.348,TEN,,KAN,L 17-26,*,0,0,0.0,1,1,0,0,0
22,2013,2013-10-13,6,23.355,TEN,@,SEA,L 13-20,*,0,0,0.0,5,4,0,0,0
23,2013,2013-10-20,7,23.362,TEN,,SFO,L 17-31,*,0,0,0.0,3,3,0,0,0
24,2013,2013-11-03,8,24.011,TEN,@,STL,W 28-21,*,0,0,0.0,3,1,0,0,0
25,2013,2013-11-10,9,24.018,TEN,,JAX,L 27-29,,0,0,0.0,4,1,0,0,0
26,2013,2013-11-14,10,24.022,TEN,,IND,L 27-30,*,0,0,0.0,2,1,0,0,0
27,2013,2013-11-24,11,24.032,TEN,@,OAK,W 23-19,*,0,0,0.0,5,3,1,3,0
28,2013,2013-12-01,12,24.039,TEN,@,IND,L 14-22,*,0,0,1.0,7,1,0,0,0
29,2013,2013-12-08,13,24.046,TEN,@,DEN,L 28-51,,0,0,0.0,5,0,0,0,0
30,2013,2013-12-15,14,24.053,TEN,,ARI,L 34-37,*,0,0,0.0,2,0,0,0,0
31,2013,2013-12-22,15,24.060,TEN,@,JAX,W 20-16,,0,0,0.0,4,0,0,0,0
32,2013,2013-12-29,16,24.067,TEN,,HOU,W 16-10,*,0,0,0.0,5,3,0,0,0
33,2014,2014-09-07,1,24.319,TEN,@,KAN,W 26-10,*,,,,,,,,
34,2015,2015-09-13,1,25.325,TEN,@,TAM,W 42-14,*,0,0,0.0,6,1,0,0,0
35,2015,2015-09-20,2,25.332,TEN,@,CLE,L 14-28,*,0,0,0.0,5,2,0,0,0
36,2015,2015-09-27,3,25.339,TEN,,IND,L 33-35,*,0,0,0.0,3,2,1,45,0
37,2015,2015-10-11,4,25.353,TEN,,BUF,L 13-14,,0,0,0.0,2,1,0,0,0
38,2015,2015-10-18,5,25.360,TEN,,MIA,L 10-38,*,0,0,0.0,8,4,0,0,0
39,2015,2015-10-25,6,26.002,TEN,,ATL,L 7-10,,0,0,0.0,5,0,0,0,0
40,2015,2015-11-01,7,26.009,TEN,@,HOU,L 6-20,,0,0,0.5,1,6,0,0,0
41,2015,2015-11-08,8,26.016,TEN,@,NOR,W 34-28,,0,0,0.0,5,1,0,0,0
42,2015,2015-11-15,9,26.023,TEN,,CAR,L 10-27,,0,0,0.0,2,0,0,0,0
43,2015,2015-11-19,10,26.027,TEN,@,JAX,L 13-19,,0,0,0.0,2,0,1,0,0
44,2015,2015-11-29,11,26.037,TEN,,OAK,L 21-24,,0,0,0.0,1,0,0,0,0
45,2015,2015-12-06,12,26.044,TEN,,JAX,W 42-39,,0,0,0.0,0,1,0,0,0
46,2015,2015-12-13,13,26.051,TEN,@,NYJ,L 8-30,,0,0,0.0,3,2,0,0,0
47,2015,2015-12-20,14,26.058,TEN,@,NWE,L 16-33,,0,0,0.0,1,1,0,0,0
48,2015,2015-12-27,15,26.065,TEN,,HOU,L 6-34,,0,0,0.0,4,0,0,0,0
49,2015,2016-01-03,16,26.072,TEN,@,IND,L 24-30,*,0,0,0.0,7,1,0,0,0
50,2016,2016-09-11,1,26.324,BUF,@,BAL,L 7-13,*,0,0,0.0,4,4,0,0,0
51,2016,2016-09-15,2,26.328,BUF,,NYJ,L 31-37,*,0,0,0.0,8,6,0,0,0
52,2016,2016-09-25,3,26.338,BUF,,ARI,W 33-18,*,0,0,0.0,10,2,0,0,0
53,2016,2016-10-02,4,26.345,BUF,@,NWE,W 16-0,*,0,0,1.0,12,5,0,0,0
54,2016,2016-10-09,5,26.352,BUF,@,LAR,W 30-19,*,0,0,0.0,6,3,0,0,0
55,2016,2016-10-16,6,26.359,BUF,,SFO,W 45-16,*,0,0,1.0,5,3,0,0,0
56,2016,2016-10-23,7,27.000,BUF,@,MIA,L 25-28,*,0,0,0.0,7,1,0,0,0
57,2016,2016-10-30,8,27.007,BUF,,NWE,L 25-41,*,0,0,1.0,7,4,0,0,0
58,2016,2016-11-07,9,27.015,BUF,@,SEA,L 25-31,*,0,0,0.0,0,2,0,0,0
59,2016,2016-11-20,10,27.028,BUF,@,CIN,W 16-12,*,0,0,0.0,8,4,0,0,0
60,2016,2016-11-27,11,27.035,BUF,,JAX,W 28-21,*,0,0,0.0,3,3,0,0,0
61,2016,2016-12-04,12,27.042,BUF,@,OAK,L 24-38,*,0,0,0.0,5,4,0,0,0
62,2016,2016-12-11,13,27.049,BUF,,PIT,L 20-27,*,0,0,0.0,7,0,1,0,0
63,2016,2016-12-18,14,27.056,BUF,,CLE,W 33-13,*,0,0,1.0,6,1,0,0,0
64,2016,2016-12-24,15,27.062,BUF,,MIA,L 31-34,*,0,0,0.0,5,3,0,0,0
65,2016,2017-01-01,16,27.070,BUF,@,NYJ,L 10-30,*,0,0,0.0,4,7,0,0,0
66,2017,2017-09-10,1,27.322,WAS,,PHI,L 17-30,*,0,0,0.0,7,5,0,0,0
67,2017,2017-09-17,2,27.329,WAS,@,LAR,W 27-20,*,0,0,0.0,8,2,0,0,0
68,2017,2017-09-24,3,27.336,WAS,,OAK,W 27-10,*,0,0,0.0,5,6,0,0,0
69,2017,2017-10-02,4,27.344,WAS,@,KAN,L 20-29,*,0,0,0.0,5,4,0,0,0
70,2017,2017-10-15,5,27.357,WAS,,SFO,W 26-24,*,0,0,0.0,6,2,0,0,0
71,2017,2017-10-23,6,28.000,WAS,@,PHI,L 24-34,*,0,0,1.5,10,3,0,0,0
72,2017,2017-10-29,7,28.006,WAS,,DAL,L 19-33,*,0,0,0.0,8,4,0,0,0
73,2017,2017-11-05,8,28.013,WAS,@,SEA,W 17-14,*,0,0,1.0,8,3,0,0,0
74,2017,2017-11-12,9,28.020,WAS,,MIN,L 30-38,*,0,0,0.0,5,5,0,0,0
75,2017,2017-11-19,10,28.027,WAS,@,NOR,L 31-34,*,0,0,0.0,5,0,0,0,0
76,2017,2017-11-23,11,28.031,WAS,,NYG,W 20-10,*,0,0,0.0,6,3,0,0,0
77,2017,2017-11-30,12,28.038,WAS,@,DAL,L 14-38,*,0,0,0.0,6,1,0,0,0
78,2017,2017-12-10,13,28.048,WAS,@,LAC,L 13-30,*,0,0,0.0,5,5,0,0,0
79,2018,2018-09-09,1,28.321,WAS,@,ARI,W 24-6,*,0,0,0.0,5,0,0,0,0
80,2018,2018-09-16,2,28.328,WAS,,IND,L 9-21,*,0,0,0.0,3,6,0,0,0
81,2018,2018-09-23,3,28.335,WAS,,GNB,W 31-17,*,0,0,0.0,3,3,0,0,0
