ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,23.000,CIN,@,CHI,L 21-24,*,5,5,47,9.40,0,100.0%,9.40,0,0,0.0,2,0
2,2013,2013-09-16,2,23.008,CIN,,PIT,W 20-10,*,5,3,66,22.00,0,60.0%,13.20,0,0,0.0,0,0
3,2013,2013-09-22,3,23.014,CIN,,GNB,W 34-30,*,2,1,7,7.00,0,50.0%,3.50,0,0,0.0,0,0
4,2013,2013-09-29,4,23.021,CIN,@,CLE,L 6-17,*,5,3,39,13.00,0,60.0%,7.80,0,0,0.0,1,0
5,2013,2013-10-06,5,23.028,CIN,,NWE,W 13-6,*,7,5,53,10.60,0,71.4%,7.57,0,0,0.0,1,0
6,2013,2013-10-13,6,23.035,CIN,@,BUF,W 27-24,*,3,2,13,6.50,0,66.7%,4.33,0,0,0.0,0,0
7,2013,2013-10-20,7,23.042,CIN,@,DET,W 27-24,*,4,3,45,15.00,1,75.0%,11.25,1,6,0.0,0,0
8,2013,2013-10-27,8,23.049,CIN,,NYJ,W 49-9,*,4,2,23,11.50,0,50.0%,5.75,0,0,0.0,0,0
9,2013,2013-10-31,9,23.053,CIN,@,MIA,L 20-22,*,4,3,14,4.67,0,75.0%,3.50,0,0,0.0,0,0
10,2013,2013-11-10,10,23.063,CIN,@,BAL,L 17-20,*,10,3,55,18.33,0,30.0%,5.50,0,0,0.0,0,0
11,2013,2013-11-17,11,23.070,CIN,,CLE,W 41-20,*,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,1,0
12,2013,2013-12-01,12,23.084,CIN,@,SDG,W 17-10,*,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0
13,2013,2013-12-08,13,23.091,CIN,,IND,W 42-28,*,4,3,20,6.67,0,75.0%,5.00,0,0,0.0,0,0
14,2013,2013-12-15,14,23.098,CIN,@,PIT,L 20-30,*,3,3,33,11.00,1,100.0%,11.00,1,6,0.0,0,0
15,2013,2013-12-22,15,23.105,CIN,,MIN,W 42-14,*,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
16,2014,2014-09-07,1,23.364,CIN,@,BAL,W 23-16,*,3,3,37,12.33,0,100.0%,12.33,0,0,0.0,0,0
17,2015,2015-09-13,1,25.005,CIN,@,OAK,W 33-13,*,12,9,104,11.56,2,75.0%,8.67,2,12,0.0,0,0
18,2015,2015-09-20,2,25.012,CIN,,SDG,W 24-19,*,5,4,49,12.25,1,80.0%,9.80,1,6,0.0,0,0
19,2015,2015-09-27,3,25.019,CIN,@,BAL,W 28-24,*,3,0,0,,0,0.0%,0.00,0,0,0.0,0,0
20,2015,2015-10-04,4,25.026,CIN,,KAN,W 36-21,*,4,3,69,23.00,0,75.0%,17.25,0,0,0.0,0,0
21,2015,2015-10-11,5,25.033,CIN,,SEA,W 27-24,*,12,8,90,11.25,2,66.7%,7.50,2,12,0.0,0,0
22,2015,2015-10-18,6,25.040,CIN,@,BUF,W 34-21,*,4,4,30,7.50,1,100.0%,7.50,1,6,0.0,0,0
23,2015,2015-11-01,7,25.054,CIN,@,PIT,W 16-10,*,8,4,39,9.75,0,50.0%,4.88,0,0,0.0,0,0
24,2015,2015-11-05,8,25.058,CIN,,CLE,W 31-10,*,6,5,53,10.60,3,83.3%,8.83,3,18,0.0,0,0
25,2015,2015-11-16,9,25.069,CIN,,HOU,L 6-10,,7,3,26,8.67,0,42.9%,3.71,0,0,0.0,0,0
26,2015,2015-11-22,10,25.075,CIN,@,ARI,L 31-34,*,3,3,22,7.33,2,100.0%,7.33,2,12,0.0,0,0
27,2015,2015-11-29,11,25.082,CIN,,STL,W 31-7,*,4,3,40,13.33,1,75.0%,10.00,1,6,0.0,0,0
28,2015,2015-12-13,13,25.096,CIN,,PIT,L 20-33,*,2,2,42,21.00,0,100.0%,21.00,0,0,0.0,0,0
29,2015,2016-01-03,16,25.117,CIN,,BAL,W 24-16,*,4,4,51,12.75,1,100.0%,12.75,1,6,0.0,0,0
30,2016,2016-10-23,7,26.045,CIN,,CLE,W 31-17,,2,1,9,9.00,0,50.0%,4.50,0,0,0.0,0,0
31,2016,2016-10-30,8,26.052,CIN,,WAS,T 27-27,,12,9,102,11.33,1,75.0%,8.50,1,6,0.0,0,0
32,2016,2016-11-14,9,26.067,CIN,@,NYG,L 20-21,,5,3,96,32.00,0,60.0%,19.20,0,0,0.0,0,0
33,2016,2016-11-20,10,26.073,CIN,,BUF,L 12-16,*,6,3,37,12.33,0,50.0%,6.17,0,0,0.0,0,0
34,2016,2016-11-27,11,26.080,CIN,@,BAL,L 14-19,,11,5,68,13.60,1,45.5%,6.18,1,6,0.0,0,0
35,2016,2016-12-04,12,26.087,CIN,,PHI,W 32-14,,2,2,25,12.50,1,100.0%,12.50,1,6,0.0,0,0
