ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2003,2003-09-07,1,23.296,TEN,,OAK,W 25-20,,2,66,33.00,0
2,2003,2003-09-14,2,23.303,TEN,@,IND,L 7-33,,4,75,18.75,0
3,2003,2003-09-21,3,23.310,TEN,,NOR,W 27-12,,3,67,22.33,0
4,2003,2003-09-28,4,23.317,TEN,@,PIT,W 30-13,,2,32,16.00,0
5,2003,2003-10-05,5,23.324,TEN,@,NWE,L 30-38,,7,135,19.29,0
6,2003,2003-10-12,6,23.331,TEN,,HOU,W 38-17,,2,41,20.50,0
7,2003,2003-10-19,7,23.338,TEN,@,CAR,W 37-17,,2,48,24.00,0
8,2003,2003-11-09,9,23.359,TEN,,MIA,W 31-7,,1,19,19.00,0
9,2003,2003-11-16,10,24.001,TEN,,JAX,W 10-3,,2,19,9.50,0
10,2003,2003-11-23,11,24.008,TEN,@,ATL,W 38-31,,5,110,22.00,0
11,2003,2003-12-01,12,24.016,TEN,@,NYJ,L 17-24,,5,91,18.20,0
12,2003,2003-12-14,14,24.029,TEN,,BUF,W 28-26,,,,,
13,2003,2003-12-21,15,24.036,TEN,@,HOU,W 27-24,,,,,
14,2004,2004-09-26,3,24.316,TEN,,JAX,L 12-15,,,,,
