ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-11-27,11,24.001,WAS,@,SEA,W 23-17,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2011,2011-12-04,12,24.008,WAS,,NYJ,L 19-34,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
3,2011,2011-12-11,13,24.015,WAS,,NWE,L 27-34,,6,44,7.33,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
4,2011,2011-12-18,14,24.022,WAS,@,NYG,W 23-10,,10,36,3.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2011,2011-12-24,15,24.028,WAS,,MIN,L 26-33,*,19,132,6.95,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,0.0,0,0
6,2011,2012-01-01,16,24.036,WAS,@,PHI,L 10-34,*,20,113,5.65,0,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,0.0,0,0
7,2012,2012-09-09,1,24.288,WAS,@,NOR,W 40-32,,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2012,2012-09-16,2,24.295,WAS,@,STL,L 28-31,,1,4,4.00,0,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,0.0,0,0
9,2012,2012-09-23,3,24.302,WAS,,CIN,L 31-38,,2,21,10.50,0,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0,0.0,0,0
10,2012,2012-09-30,4,24.309,WAS,@,TAM,W 24-22,,2,4,2.00,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
11,2012,2012-10-07,5,24.316,WAS,,ATL,L 17-24,,0,0,,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
12,2012,2012-10-14,6,24.323,WAS,,MIN,W 38-26,,1,0,0.00,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,0.0,0,0
13,2012,2012-10-21,7,24.330,WAS,@,NYG,L 23-27,,0,0,,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,0.0,0,0
14,2012,2012-10-28,8,24.337,WAS,@,PIT,L 12-27,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
15,2012,2012-11-04,9,24.344,WAS,,CAR,L 13-21,,4,6,1.50,1,4,3,30,10.00,0,75.0%,7.50,0,0,,0,1,6,0.0,0,0
16,2012,2012-11-18,10,24.358,WAS,,PHI,W 31-6,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2012,2012-11-22,11,24.362,WAS,@,DAL,W 38-31,,,,,,,,,,,0.0%,,,,,,,,,,
18,2012,2012-12-03,12,25.007,WAS,,NYG,W 17-16,,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2012,2012-12-09,13,25.013,WAS,,BAL,W 31-28,,3,11,3.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
20,2012,2012-12-16,14,25.020,WAS,@,CLE,W 38-21,,2,3,1.50,1,4,2,30,15.00,0,50.0%,7.50,1,22,22.00,0,1,6,0.0,0,0
21,2012,2012-12-23,15,25.027,WAS,@,PHI,W 27-20,,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
22,2012,2012-12-30,16,25.034,WAS,,DAL,W 28-18,,2,9,4.50,0,0,0,0,,0,0.0%,,1,17,17.00,0,0,0,0.0,0,0
23,2013,2013-09-29,4,25.307,WAS,@,OAK,W 24-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
24,2013,2013-10-13,5,25.321,WAS,@,DAL,L 16-31,,,,,,,,,,,0.0%,,,,,,,,,,
25,2013,2013-10-20,6,25.328,WAS,,CHI,W 45-41,,,,,,,,,,,0.0%,,,,,,,,,,
26,2013,2013-10-27,7,25.335,WAS,@,DEN,L 21-45,,,,,,,,,,,0.0%,,,,,,,,,,
27,2013,2013-11-03,8,25.342,WAS,,SDG,W 30-24,,,,,,,,,,,0.0%,,,,,,,,,,
28,2013,2013-11-07,9,25.346,WAS,@,MIN,L 27-34,,,,,,,,,,,0.0%,,,,,,,,,,
29,2013,2013-11-17,10,25.356,WAS,@,PHI,L 16-24,,,,,,,,,,,0.0%,,,,,,,,,,
30,2013,2013-11-25,11,25.364,WAS,,SFO,L 6-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,1
31,2013,2013-12-01,12,26.005,WAS,,NYG,L 17-24,,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
32,2013,2013-12-08,13,26.012,WAS,,KAN,L 10-45,,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,0,0
