ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1997,1997-12-14,15,24.121,CAR,,GNB,L 10-31,,1,0,0,,0,0.0%,0.00,,,,,,
2,1997,1997-12-20,16,24.127,CAR,,STL,L 18-30,,6,4,56,14.00,0,66.7%,9.33,0,0,,0,0,0
3,1998,1998-10-18,6,25.064,CAR,@,TAM,L 13-16,,,,,,,0.0%,,,,,,,
4,1998,1998-10-25,7,25.071,CAR,,BUF,L 14-30,,,,,,,0.0%,,,,,,,
5,1998,1998-11-01,8,25.078,CAR,,NOR,W 31-17,,,,,,,0.0%,,,,,,,
6,1998,1998-11-29,12,25.106,CAR,@,NYJ,L 21-48,,,,,,,0.0%,,,,,,,
7,1998,1998-12-20,15,25.127,CAR,,STL,W 20-13,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
8,1998,1998-12-27,16,25.134,CAR,@,IND,W 27-19,,,,,,,0.0%,,,,,,,
9,1999,1999-09-12,1,26.028,CAR,@,NOR,L 10-19,,,,,,,0.0%,,,,,,,
10,1999,1999-10-31,7,26.077,CAR,@,ATL,L 20-27,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
11,1999,1999-11-07,8,26.084,CAR,,PHI,W 33-7,,,,,,,0.0%,,,,,,,
12,1999,1999-11-14,9,26.091,CAR,@,STL,L 10-35,,,,,,,0.0%,,,,,,,
13,1999,1999-11-21,10,26.098,CAR,@,CLE,W 31-17,,0,0,0,,0,0.0%,,1,7,7.00,0,0,0
14,1999,1999-11-28,11,26.105,CAR,,ATL,W 34-28,,0,0,0,,0,0.0%,,1,13,13.00,0,0,0
15,1999,1999-12-05,12,26.112,CAR,,STL,L 21-34,,1,,,,,0.0%,,,,,,,
16,1999,1999-12-12,13,26.119,CAR,@,GNB,W 33-31,,,,,,,0.0%,,,,,,,
17,1999,1999-12-18,14,26.125,CAR,,SFO,W 41-24,,,,,,,0.0%,,,,,,,
18,1999,1999-12-26,15,26.133,CAR,@,PIT,L 20-30,,,,,,,0.0%,,,,,,,
19,1999,2000-01-02,16,26.140,CAR,,NOR,W 45-13,,,,,,,0.0%,,,,,,,
20,2000,2000-09-03,1,27.019,CAR,@,WAS,L 17-20,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
21,2000,2000-09-10,2,27.026,CAR,@,SFO,W 38-22,,2,,,,,0.0%,,,,,,,
22,2000,2000-09-17,3,27.033,CAR,,ATL,L 10-15,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
23,2000,2000-10-01,4,27.047,CAR,,DAL,L 13-16,,0,,,,,0.0%,,,,,,,
24,2000,2000-10-08,5,27.054,CAR,,SEA,W 26-3,,2,1,18,18.00,0,50.0%,9.00,0,0,,0,0,0
25,2000,2000-10-15,6,27.061,CAR,@,NOR,L 6-24,,,,,,,0.0%,,,,,,,
26,2000,2000-10-22,7,27.068,CAR,,SFO,W 34-16,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
