ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,21.352,PIT,,BAL,L 0-16,,,,,,,
2,2000,2000-10-08,5,22.021,PIT,@,NYJ,W 20-3,,,,,,,
3,2000,2000-10-15,6,22.028,PIT,,CIN,W 15-0,,,,,,,
4,2000,2000-10-29,8,22.042,PIT,@,BAL,W 9-6,,,,,,,
5,2000,2000-11-05,9,22.049,PIT,@,TEN,L 7-9,,,,,,,
6,2000,2000-12-03,13,22.077,PIT,,OAK,W 21-20,,,,,,,
7,2000,2000-12-10,14,22.084,PIT,@,NYG,L 10-30,,,,,,,
8,2000,2000-12-16,15,22.090,PIT,,WAS,W 24-3,,,,,,,
9,2000,2000-12-24,16,22.098,PIT,@,SDG,W 34-21,,,,,,,
10,2001,2001-09-09,1,22.357,PIT,@,JAX,L 3-21,,,,,,,
11,2001,2001-09-30,2,23.013,PIT,@,BUF,W 20-3,*,,,,,,
12,2001,2001-10-07,3,23.020,PIT,,CIN,W 16-7,*,,,,,,
13,2001,2001-10-14,4,23.027,PIT,@,KAN,W 20-17,,,,,,,
14,2001,2001-10-21,5,23.034,PIT,@,TAM,W 17-10,*,,,,,,
15,2001,2001-10-29,6,23.042,PIT,,TEN,W 34-7,,0.0,,,1,3,0
16,2001,2001-11-04,7,23.048,PIT,,BAL,L 10-13,,,,,,,
17,2001,2001-11-11,8,23.055,PIT,@,CLE,W 15-12,,,,,,,
18,2001,2001-11-18,9,23.062,PIT,,JAX,W 20-7,,,,,,,
19,2001,2001-11-25,10,23.069,PIT,@,TEN,W 34-24,,,,,,,
20,2001,2001-12-02,11,23.076,PIT,,MIN,W 21-16,,,,,,,
21,2001,2001-12-09,12,23.083,PIT,,NYJ,W 18-7,,,,,,,
22,2001,2001-12-16,13,23.090,PIT,@,BAL,W 26-21,,,,,,,
23,2001,2001-12-23,14,23.097,PIT,,DET,W 47-14,,,,,,,
24,2001,2001-12-30,15,23.104,PIT,@,CIN,L 23-26,,,,,,,
25,2001,2002-01-06,16,23.111,PIT,,CLE,W 28-7,,,,,,,
26,2002,2002-09-09,1,23.357,PIT,@,NWE,L 14-30,,,,,,,
27,2002,2002-09-15,2,23.363,PIT,,OAK,L 17-30,,,,,,,
28,2002,2002-10-13,5,24.026,PIT,@,CIN,W 34-7,,,,,,,
29,2002,2002-10-21,6,24.034,PIT,,IND,W 28-10,,,,,,,
30,2002,2002-10-27,7,24.040,PIT,@,BAL,W 31-18,,,,,,,
31,2002,2002-11-03,8,24.047,PIT,@,CLE,W 23-20,,,,,,,
32,2002,2002-11-10,9,24.054,PIT,,ATL,T 34-34,,,,,,,
33,2003,2003-09-07,1,24.355,PIT,,BAL,W 34-15,,,,,,,
34,2003,2003-09-14,2,24.362,PIT,@,KAN,L 20-41,,,,,,,
35,2003,2003-09-21,3,25.004,PIT,@,CIN,W 17-10,,,,,,,
36,2003,2003-10-12,6,25.025,PIT,@,DEN,L 14-17,,,,,,,
37,2003,2003-10-26,7,25.039,PIT,,STL,L 21-33,,,,,,,
38,2003,2003-11-02,8,25.046,PIT,@,SEA,L 16-23,,,,,,,
39,2003,2003-11-09,9,25.053,PIT,,ARI,W 28-15,,,,,,,
40,2003,2003-11-23,11,25.067,PIT,@,CLE,W 13-6,,,,,,,
41,2003,2003-12-07,13,25.081,PIT,,OAK,W 27-7,,,,,,,
42,2003,2003-12-14,14,25.088,PIT,@,NYJ,L 0-6,,,,,,,
43,2003,2003-12-21,15,25.095,PIT,,SDG,W 40-24,,,,,,,
44,2003,2003-12-28,16,25.102,PIT,@,BAL,L 10-13,,,,,,,
45,2004,2004-11-14,9,26.058,PIT,@,CLE,W 24-10,,,,,,,
46,2004,2004-11-21,10,26.065,PIT,@,CIN,W 19-14,,,,,,,
47,2004,2004-11-28,11,26.072,PIT,,WAS,W 16-7,,,,,,,
48,2004,2004-12-05,12,26.079,PIT,@,JAX,W 17-16,,,,,,,
49,2004,2004-12-12,13,26.086,PIT,,NYJ,W 17-6,,,,,,,
50,2004,2004-12-18,14,26.092,PIT,@,NYG,W 33-30,,,,,,,
51,2004,2004-12-26,15,26.100,PIT,,BAL,W 20-7,,,,,,,
52,2004,2005-01-02,16,26.107,PIT,@,BUF,W 29-24,,,,,,,
53,2005,2005-09-11,1,26.359,NYG,,ARI,W 42-19,*,,,,,,
54,2005,2005-09-19,2,27.002,NYG,@,NOR,W 27-10,*,1.0,,,0,0,0
55,2005,2005-09-25,3,27.008,NYG,@,SDG,L 23-45,*,,,,,,
56,2005,2005-10-02,4,27.015,NYG,,STL,W 44-24,*,,,,,,
57,2005,2005-10-16,5,27.029,NYG,@,DAL,L 13-16,*,,,,,,
58,2005,2005-10-23,6,27.036,NYG,,DEN,W 24-23,*,,,,,,
59,2005,2005-10-30,7,27.043,NYG,,WAS,W 36-0,*,,,,,,
60,2005,2005-11-06,8,27.050,NYG,@,SFO,W 24-6,*,,,,,,
61,2005,2005-11-13,9,27.057,NYG,,MIN,L 21-24,*,,,,,,
62,2005,2005-11-20,10,27.064,NYG,,PHI,W 27-17,*,,,,,,
63,2005,2005-11-27,11,27.071,NYG,@,SEA,L 21-24,,,,,,,
64,2005,2005-12-04,12,27.078,NYG,,DAL,W 17-10,*,,,,,,
65,2005,2005-12-11,13,27.085,NYG,@,PHI,W 26-23,*,,,,,,
66,2005,2005-12-17,14,27.091,NYG,,KAN,W 27-17,*,,,,,,
67,2005,2005-12-24,15,27.098,NYG,@,WAS,L 20-35,*,,,,,,
68,2005,2005-12-31,16,27.105,NYG,@,OAK,W 30-21,*,1.0,,,0,0,0
69,2006,2006-09-10,1,27.358,ARI,,SFO,W 34-27,*,,,,,,
70,2006,2006-09-17,2,28.000,ARI,@,SEA,L 10-21,*,,,,,,
71,2006,2006-09-24,3,28.007,ARI,,STL,L 14-16,*,1.0,,,0,0,0
72,2006,2006-10-01,4,28.014,ARI,@,ATL,L 10-32,*,,,,,,
73,2006,2006-10-08,5,28.021,ARI,,KAN,L 20-23,*,,,,,,
74,2006,2006-11-12,9,28.056,ARI,,DAL,L 10-27,*,,,,,,
75,2006,2006-11-19,10,28.063,ARI,,DET,W 17-10,*,,,,,,
76,2006,2006-11-26,11,28.070,ARI,@,MIN,L 26-31,*,,,,,,
77,2006,2006-12-17,14,28.091,ARI,,DEN,L 20-37,*,,,,,,
78,2006,2006-12-24,15,28.098,ARI,@,SFO,W 26-20,*,,,,,,
79,2006,2006-12-31,16,28.105,ARI,@,SDG,L 20-27,*,,,,,,
80,2007,2007-09-06,1,28.354,NOR,@,IND,L 10-41,*,,,,,,
81,2007,2007-09-16,2,28.364,NOR,@,TAM,L 14-31,*,,,,,,
82,2007,2007-10-14,5,29.027,NOR,@,SEA,W 28-17,,,,,,,
83,2007,2007-10-21,6,29.034,NOR,,ATL,W 22-16,,0.5,,,0,0,0
84,2007,2007-10-28,7,29.041,NOR,@,SFO,W 31-10,,,,,,,
85,2007,2007-11-04,8,29.048,NOR,,JAX,W 41-24,,,,,,,
86,2007,2007-11-11,9,29.055,NOR,,STL,L 29-37,,,,,,,
87,2007,2007-11-18,10,29.062,NOR,@,HOU,L 10-23,,,,,,,
88,2007,2007-11-25,11,29.069,NOR,@,CAR,W 31-6,,,,,,,
