ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,23.268,PHO,@,DET,W 16-13,,0,0,,0,,,0,0,,0,,
2,1989,1989-09-17,2,23.275,PHO,@,SEA,W 34-24,,0,0,,0,,,0,0,,0,,
3,1989,1989-09-24,3,23.282,PHO,@,NYG,L 7-35,,0,0,,0,,,0,0,,0,,
4,1989,1989-10-01,4,23.289,PHO,,SDG,L 13-24,,0,0,,0,,,0,0,,0,,
5,1989,1989-10-08,5,23.296,PHO,@,WAS,L 28-30,,0,0,,0,,,0,0,,0,,
6,1989,1989-10-15,6,23.303,PHO,,PHI,L 5-17,,0,0,,0,,,0,0,,0,,
7,1989,1989-10-22,7,23.310,PHO,,ATL,W 34-20,,0,0,,0,,,0,0,,0,,
8,1989,1989-10-29,8,23.317,PHO,@,DAL,W 19-10,,0,0,,0,,,0,0,,0,,
9,1989,1989-11-05,9,23.324,PHO,,NYG,L 13-20,,0,0,,0,,,0,0,,0,,
10,1989,1989-11-12,10,23.331,PHO,,DAL,W 24-20,,1,5,5.00,0,,,0,0,,0,0,0
11,1989,1989-11-19,11,23.338,PHO,@,RAM,L 14-37,,0,0,,0,,,0,0,,0,,
12,1989,1989-11-26,12,23.345,PHO,,TAM,L 13-14,,0,0,,0,,,0,0,,0,,
13,1989,1989-12-03,13,23.352,PHO,,WAS,L 10-29,,0,0,,0,,,0,0,,0,,
14,1989,1989-12-10,14,23.359,PHO,@,RAI,L 14-16,,0,0,,0,,,1,5,5.00,0,0,0
15,1989,1989-12-16,15,24.000,PHO,,DEN,L 0-37,,0,0,,0,,,0,0,,0,,
16,1989,1989-12-24,16,24.008,PHO,@,PHI,L 14-31,,0,0,,0,,,0,0,,0,,
17,1990,1990-09-09,1,24.267,PHO,@,WAS,L 0-31,,0,0,,0,,,,,,,,
18,1990,1990-09-16,2,24.274,PHO,@,PHI,W 23-21,,0,0,,0,,,,,,,,
19,1990,1990-09-23,3,24.281,PHO,@,NOR,L 7-28,,2,7,3.50,0,,,0,0,,0,0,0
20,1990,1990-09-30,4,24.288,PHO,,WAS,L 10-38,,0,0,,0,,,,,,,,
21,1990,1990-10-14,5,24.302,PHO,,DAL,W 20-3,,2,10,5.00,0,,,0,0,,0,0,0
22,1990,1990-10-21,6,24.309,PHO,@,NYG,L 19-20,,1,10,10.00,0,,,0,0,,0,0,0
23,1990,1990-10-28,7,24.316,PHO,,CHI,L 21-31,,0,0,,0,,,,,,,,
24,1990,1990-11-04,8,24.323,PHO,@,MIA,L 3-23,,1,14,14.00,0,,,0,0,,0,0,0
25,1990,1990-11-11,9,24.330,PHO,@,BUF,L 14-45,,1,11,11.00,0,,,0,0,,0,0,0
26,1990,1990-11-18,10,24.337,PHO,,GNB,L 21-24,,1,6,6.00,0,,,0,0,,0,0,0
27,1990,1990-11-25,11,24.344,PHO,,NWE,W 34-14,,1,-1,-1.00,0,,,0,0,,0,0,0
28,1990,1990-12-02,12,24.351,PHO,,IND,W 20-17,,1,16,16.00,0,,,0,0,,0,0,0
29,1990,1990-12-09,13,24.358,PHO,@,ATL,W 24-13,,1,9,9.00,0,,,0,0,,0,0,0
30,1990,1990-12-16,14,25.000,PHO,@,DAL,L 10-41,,2,13,6.50,0,,,0,0,,0,0,0
31,1990,1990-12-23,15,25.007,PHO,,NYG,L 21-24,,2,9,4.50,0,,,0,0,,0,0,0
32,1990,1990-12-29,16,25.013,PHO,,PHI,L 21-23,,3,22,7.33,0,,,0,0,,0,0,0
33,1991,1991-09-01,1,25.259,PHO,@,RAM,W 24-14,,3,17,5.67,0,,,0,0,,0,0,0
34,1991,1991-09-08,2,25.266,PHO,@,PHI,W 26-10,,0,0,,0,,,,,,,,
35,1991,1991-09-22,4,25.280,PHO,,DAL,L 9-17,,0,0,,0,,,,,,,,
36,1991,1991-09-29,5,25.287,PHO,,NWE,W 24-10,,0,0,,0,,,,,,,,
37,1991,1991-10-06,6,25.294,PHO,@,NYG,L 9-20,,0,0,,0,,,,,,,,
38,1991,1991-10-13,7,25.301,PHO,@,MIN,L 7-34,,0,0,,0,,,,,,,,
39,1991,1991-10-20,8,25.308,PHO,,ATL,W 16-10,,0,0,,0,,,,,,,,
40,1991,1991-10-27,9,25.315,PHO,,MIN,L 0-28,,1,9,9.00,0,,,0,0,,0,0,0
41,1991,1991-11-03,10,25.322,PHO,@,DAL,L 7-27,,1,3,3.00,0,,,0,0,,0,0,0
42,1991,1991-11-10,11,25.329,PHO,,NYG,L 14-21,,1,-3,-3.00,0,,,0,0,,0,0,0
43,1991,1991-11-17,12,25.336,PHO,@,SFO,L 10-14,,0,0,,0,,,,,,,,
44,1991,1991-11-24,13,25.343,PHO,,PHI,L 14-34,,1,13,13.00,0,,,0,0,,0,0,0
45,1991,1991-12-08,14,25.357,PHO,,WAS,L 14-20,,1,6,6.00,0,,,0,0,,0,0,0
46,1991,1991-12-15,15,25.364,PHO,@,DEN,L 19-24,,0,0,,0,,,,,,,,
47,1991,1991-12-22,16,26.006,PHO,,NOR,L 3-27,,0,0,,0,,,,,,,,
48,1992,1992-09-06,1,26.265,PHO,@,TAM,L 7-23,2,2,7,3.50,0,100.0%,3.50,0,0,,0,0,0
49,1992,1992-09-13,2,26.272,PHO,,PHI,L 14-31,,0,0,,0,0.0%,,,,,,,
50,1992,1992-09-20,3,26.279,PHO,@,DAL,L 20-31,,0,0,,0,0.0%,,,,,,,
51,1992,1992-10-04,4,26.293,PHO,,WAS,W 27-24,,0,0,,0,0.0%,,,,,,,
52,1992,1992-10-11,5,26.300,PHO,@,NYG,L 21-31,1,0,0,,0,0.0%,0.00,,,,,,
53,1992,1992-10-18,6,26.307,PHO,,NOR,L 21-30,1,0,0,,0,0.0%,0.00,,,,,,
54,1992,1992-10-25,7,26.314,PHO,@,PHI,L 3-7,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
55,1992,1992-11-01,8,26.321,PHO,,SFO,W 24-14,,0,0,,0,0.0%,,,,,,,
56,1992,1992-11-08,9,26.328,PHO,@,RAM,W 20-14,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
57,1992,1992-11-15,10,26.335,PHO,@,ATL,L 17-20,,0,0,,0,0.0%,,,,,,,
58,1992,1992-11-22,11,26.342,PHO,,DAL,L 10-16,,0,0,,0,0.0%,,,,,,,
59,1992,1992-11-29,12,26.349,PHO,@,WAS,L 3-41,,0,0,,0,0.0%,,,,,,,
60,1992,1992-12-06,13,26.356,PHO,,SDG,L 21-27,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
61,1992,1992-12-12,14,26.362,PHO,,NYG,W 19-0,,0,0,,0,0.0%,,,,,,,
62,1992,1992-12-20,15,27.004,PHO,@,IND,L 13-16,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
63,1992,1992-12-27,16,27.011,PHO,,TAM,L 3-7,1,0,0,,0,0.0%,0.00,,,,,,
64,1993,1993-09-05,1,27.263,PHO,@,PHI,L 17-23,,0,0,,0,0.0%,,,,,,,
65,1993,1993-09-12,2,27.270,PHO,@,WAS,W 17-10,,0,0,,0,0.0%,,,,,,,
66,1993,1993-09-19,3,27.277,PHO,,DAL,L 10-17,,0,0,,0,0.0%,,,,,,,
67,1993,1993-09-26,4,27.284,PHO,@,DET,L 20-26,3,2,8,4.00,1,66.7%,2.67,0,0,,0,1,6
68,1993,1993-10-10,5,27.298,PHO,,NWE,L 21-23,1,0,0,,0,0.0%,0.00,,,,,,
69,1993,1993-10-17,6,27.305,PHO,,WAS,W 36-6,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0
70,1993,1993-10-24,7,27.312,PHO,@,SFO,L 14-28,2,0,0,,0,0.0%,0.00,,,,,,
71,1993,1993-10-31,8,27.319,PHO,,NOR,L 17-20,,0,0,,0,0.0%,,,,,,,
72,1993,1993-11-07,9,27.326,PHO,,PHI,W 16-3,,0,0,,0,0.0%,,,,,,,
73,1993,1993-11-14,10,27.333,PHO,@,DAL,L 15-20,1,0,0,,0,0.0%,0.00,,,,,,
74,1993,1993-11-28,11,27.347,PHO,@,NYG,L 17-19,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
