ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,26.140,GNB,@,MIN,W 23-16,0.0,1,73,0
2,1987,1987-10-11,4,26.147,GNB,,DET,L 16-19,,,,
3,1987,1987-10-18,5,26.154,GNB,,PHI,W 16-10,1.0,1,12,0
4,1987,1987-11-01,7,26.168,GNB,,TAM,L 17-23,0.0,1,50,0
5,1987,1987-11-08,8,26.175,GNB,,CHI,L 24-26,,,,
6,1987,1987-11-15,9,26.182,GNB,@,SEA,L 13-24,,,,
7,1987,1987-11-22,10,26.189,GNB,@,KAN,W 23-3,,,,
8,1987,1987-11-29,11,26.196,GNB,@,CHI,L 10-23,,,,
9,1987,1987-12-06,12,26.203,GNB,,SFO,L 12-23,,,,
10,1987,1987-12-13,13,26.210,GNB,,MIN,W 16-10,,,,
11,1987,1987-12-19,14,26.216,GNB,@,NYG,L 10-20,,,,
