ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1971,1971-09-19,1,21.277,NOR,,RAM,W 24-20,,,,
2,1971,1971-09-26,2,21.284,NOR,,SFO,L 20-38,,,,
3,1971,1971-10-03,3,21.291,NOR,@,HOU,T 13-13,,,,
4,1971,1971-10-10,4,21.298,NOR,@,CHI,L 14-35,,,,
5,1971,1971-10-17,5,21.305,NOR,,DAL,W 24-14,,,,
6,1971,1971-10-24,6,21.312,NOR,@,ATL,L 6-28,,,,
7,1971,1971-10-31,7,21.319,NOR,@,WAS,L 14-24,,,,
8,1971,1971-11-07,8,21.326,NOR,,OAK,T 21-21,,,,
9,1971,1971-11-14,9,21.333,NOR,@,SFO,W 26-20,,,,
10,1971,1971-11-21,10,21.340,NOR,,MIN,L 10-23,,,,
11,1971,1971-11-28,11,21.347,NOR,@,GNB,W 29-21,,,,
12,1971,1971-12-05,12,21.354,NOR,@,RAM,L 28-45,,,,
13,1971,1971-12-12,13,21.361,NOR,,CLE,L 17-21,,,,
14,1971,1971-12-19,14,22.003,NOR,,ATL,L 20-24,,,,
15,1972,1972-09-17,1,22.276,NOR,@,RAM,L 14-34,,,,
16,1972,1972-09-25,2,22.284,NOR,,KAN,L 17-20,,,,
17,1972,1972-10-01,3,22.290,NOR,,SFO,L 2-37,,,,
18,1972,1972-10-08,4,22.297,NOR,@,NYG,L 21-45,,,,
19,1972,1972-10-15,5,22.304,NOR,,ATL,L 14-21,,,,
20,1972,1972-10-22,6,22.311,NOR,@,SFO,T 20-20,,,,
21,1972,1972-10-29,7,22.318,NOR,,PHI,W 21-3,,,,
22,1972,1972-11-05,8,22.325,NOR,@,MIN,L 6-37,,,,
23,1972,1972-11-12,9,22.332,NOR,@,ATL,L 20-36,,,,
24,1972,1972-11-19,10,22.339,NOR,@,DET,L 14-27,,,,
25,1972,1972-11-26,11,22.346,NOR,,RAM,W 19-16,,,,
26,1972,1972-12-03,12,22.353,NOR,@,NYJ,L 17-18,,,,
27,1972,1972-12-10,13,22.360,NOR,,NWE,L 10-17,,,,
28,1972,1972-12-17,14,23.001,NOR,,GNB,L 20-30,,,,
29,1973,1973-09-16,1,23.274,NOR,,ATL,L 7-62,,,,
30,1973,1973-09-24,2,23.282,NOR,@,DAL,L 3-40,,,,
31,1973,1973-09-30,3,23.288,NOR,@,BAL,L 10-14,,,,
32,1973,1973-10-07,4,23.295,NOR,,CHI,W 21-16,,,,
33,1973,1973-10-14,5,23.302,NOR,,DET,W 20-13,,,,
34,1973,1973-10-21,6,23.309,NOR,@,SFO,L 0-40,,,,
35,1973,1973-10-28,7,23.316,NOR,,WAS,W 19-3,,,,
36,1973,1973-11-04,8,23.323,NOR,,BUF,W 13-0,,,,
37,1973,1973-11-11,9,23.330,NOR,@,RAM,L 7-29,,,,
38,1973,1973-11-18,10,23.337,NOR,@,SDG,L 14-17,,,,
39,1973,1973-11-25,11,23.344,NOR,,RAM,L 13-24,,,,
40,1973,1973-12-02,12,23.351,NOR,@,GNB,L 10-30,,,,
41,1973,1973-12-09,13,23.358,NOR,,SFO,W 16-10,,,,
42,1973,1973-12-16,14,24.000,NOR,@,ATL,L 10-14,,,,
43,1974,1974-09-15,1,24.273,NOR,,SFO,L 13-17,,,,
44,1974,1974-09-22,2,24.280,NOR,@,RAM,L 0-24,,,,
45,1974,1974-09-29,3,24.287,NOR,,ATL,W 14-13,,,,
46,1974,1974-10-06,4,24.294,NOR,@,CHI,L 10-24,,,,
47,1974,1974-10-13,5,24.301,NOR,@,DEN,L 17-33,,,,
48,1974,1974-10-20,6,24.308,NOR,@,ATL,W 13-3,,,,
49,1974,1974-11-17,10,24.336,NOR,,RAM,W 20-7,,,,
50,1974,1974-11-25,11,24.344,NOR,,PIT,L 7-28,,,,
51,1974,1974-12-01,12,24.350,NOR,@,MIN,L 9-29,,,,
52,1974,1974-12-08,13,24.357,NOR,,STL,W 14-0,,,,
53,1974,1974-12-15,14,24.364,NOR,@,SFO,L 21-35,,,,
54,1975,1975-09-21,1,25.279,NOR,@,WAS,L 3-41,,,,
55,1975,1975-09-28,2,25.286,NOR,,CIN,L 0-21,,,,
56,1975,1975-10-05,3,25.293,NOR,@,ATL,L 7-14,,,,
57,1975,1975-10-12,4,25.300,NOR,,GNB,W 20-19,,,,
58,1975,1975-10-19,5,25.307,NOR,@,SFO,L 21-35,,,,
59,1975,1975-10-26,6,25.314,NOR,@,RAM,L 14-38,,,,
60,1975,1975-11-02,7,25.321,NOR,,ATL,W 23-7,,,,
61,1975,1975-11-09,8,25.328,NOR,@,OAK,L 10-48,,,,
62,1975,1975-11-16,9,25.335,NOR,,MIN,L 7-20,,,,
63,1975,1975-11-30,11,25.349,NOR,@,CLE,L 16-17,,,,
64,1975,1975-12-07,12,25.356,NOR,,RAM,L 7-14,,,,
65,1975,1975-12-14,13,25.363,NOR,@,NYG,L 14-28,,,,
66,1975,1975-12-21,14,26.005,NOR,,CHI,L 17-42,,,,
67,1976,1976-09-12,1,26.271,NOR,,MIN,L 9-40,,,,
68,1976,1976-09-19,2,26.278,NOR,,DAL,L 6-24,,,,
69,1976,1976-09-26,3,26.285,NOR,@,KAN,W 27-17,,,,
70,1976,1976-10-03,4,26.292,NOR,,HOU,L 26-31,,,,
71,1976,1976-10-10,5,26.299,NOR,,ATL,W 30-0,,,,
72,1976,1976-10-17,6,26.306,NOR,@,SFO,L 3-33,,,,
73,1976,1976-10-24,7,26.313,NOR,,RAM,L 10-16,,,,
74,1976,1976-10-31,8,26.320,NOR,@,ATL,L 20-23,,,,
75,1976,1976-11-07,9,26.327,NOR,@,GNB,L 27-32,,,,
76,1976,1976-11-14,10,26.334,NOR,,DET,W 17-16,,,,
77,1976,1976-11-21,11,26.341,NOR,@,SEA,W 51-27,,,,
78,1976,1976-11-28,12,26.348,NOR,@,RAM,L 14-33,,,,
79,1976,1976-12-05,13,26.355,NOR,@,NWE,L 6-27,,,,
80,1976,1976-12-12,14,26.362,NOR,,SFO,L 7-27,,,,
81,1977,1977-09-18,1,27.276,NOR,,GNB,L 20-24,,,,
82,1977,1977-09-25,2,27.283,NOR,@,DET,L 19-23,,,,
83,1977,1977-10-02,3,27.290,NOR,@,CHI,W 42-24,,,,
84,1977,1977-10-09,4,27.297,NOR,,SDG,L 0-14,,,,
85,1977,1977-10-16,5,27.304,NOR,@,RAM,L 7-14,,,,
86,1977,1977-10-23,6,27.311,NOR,@,STL,L 31-49,,,,
87,1977,1977-10-30,7,27.318,NOR,,RAM,W 27-26,,,,
88,1977,1977-11-06,8,27.325,NOR,@,PHI,L 7-28,,,,
89,1977,1977-11-13,9,27.332,NOR,,SFO,L 7-10,,,,
90,1977,1977-11-20,10,27.339,NOR,,ATL,W 21-20,,,,
91,1977,1977-11-27,11,27.346,NOR,@,SFO,L 17-20,,,,
92,1977,1977-12-04,12,27.353,NOR,,NYJ,L 13-16,,,,
93,1977,1977-12-11,13,27.360,NOR,,TAM,L 14-33,,,,
94,1977,1977-12-18,14,28.002,NOR,@,ATL,L 7-35,,,,
95,1978,1978-09-18,3,28.276,BAL,@,NWE,W 34-27,,,,
96,1978,1978-09-24,4,28.282,BAL,@,BUF,L 17-24,1,6,6.00,0
97,1978,1978-10-01,5,28.289,BAL,,PHI,L 14-17,,,,
98,1978,1978-10-08,6,28.296,BAL,@,STL,W 30-17,,,,
99,1978,1978-10-15,7,28.303,BAL,,NYJ,L 10-33,,,,
100,1978,1978-10-22,8,28.310,BAL,,DEN,W 7-6,,,,
101,1978,1978-10-29,9,28.317,BAL,@,MIA,L 8-26,,,,
102,1978,1978-11-06,10,28.325,BAL,,WAS,W 21-17,,,,
103,1978,1978-11-12,11,28.331,BAL,@,SEA,W 17-14,,,,
104,1978,1978-11-19,12,28.338,BAL,,CLE,L 24-45,,,,
105,1978,1978-11-26,13,28.345,BAL,,NWE,L 14-35,,,,
