ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1964,1964-10-04,4,22.098,SFO,,CHI,W 31-21,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1964,1964-10-11,5,22.105,SFO,@,GNB,L 14-24,1,-5,-5.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
3,1964,1964-10-18,6,22.112,SFO,@,RAM,L 14-42,3,9,3.00,0,2,17,8.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
4,1964,1964-10-25,7,22.119,SFO,,MIN,L 22-27,1,-3,-3.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1964,1964-11-01,8,22.126,SFO,@,BAL,L 7-37,1,-1,-1.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0,,0,0,0
6,1964,1964-11-08,9,22.133,SFO,@,MIN,L 7-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,0,0,,0,0,0
7,1964,1964-11-15,10,22.140,SFO,,GNB,W 24-14,14,53,3.79,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
8,1964,1964-11-22,11,22.147,SFO,@,CHI,L 21-23,20,91,4.55,0,4,57,14.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1964,1964-11-29,12,22.154,SFO,,BAL,L 3-14,9,31,3.44,0,5,10,2.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
10,1964,1964-12-06,13,22.161,SFO,,RAM,W 28-7,8,28,3.50,0,3,29,9.67,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
11,1964,1964-12-13,14,22.168,SFO,@,DET,L 7-24,16,54,3.38,0,2,1,0.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1965,1965-09-19,1,23.083,SFO,,CHI,W 52-24,7,8,1.14,0,3,60,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1965,1965-09-26,2,23.090,SFO,,PIT,W 27-17,8,49,6.13,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1965,1965-10-03,3,23.097,SFO,@,BAL,L 24-27,1,0,0.00,0,3,12,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
15,1965,1965-10-24,6,23.118,SFO,,MIN,L 41-42,2,4,2.00,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1965,1965-11-07,8,23.132,SFO,@,DAL,L 31-39,3,2,0.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
17,1965,1965-11-14,9,23.139,SFO,@,DET,W 27-21,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1965,1965-11-28,11,23.153,SFO,@,MIN,W 45-24,3,11,3.67,0,1,20,20.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
19,1965,1965-12-12,13,23.167,SFO,@,CHI,L 20-61,2,0,0.00,1,2,23,11.50,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,1,6
20,1966,1966-09-11,1,24.075,SFO,,MIN,T 20-20,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1966,1966-09-25,2,24.089,SFO,@,BAL,L 14-36,3,14,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
22,1966,1966-09-30,3,24.094,SFO,@,RAM,L 3-34,4,8,2.00,0,1,20,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1966,1966-10-09,4,24.103,SFO,,GNB,W 21-20,4,42,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1966,1966-10-16,5,24.110,SFO,@,ATL,W 44-7,7,34,4.86,0,3,44,14.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
25,1966,1966-10-23,6,24.117,SFO,,DET,W 27-24,3,3,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,10,10.00,0,0,0
26,1966,1966-10-30,7,24.124,SFO,@,MIN,L 3-28,2,7,3.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,14,7.00,0,0,0
27,1966,1966-11-06,8,24.131,SFO,,RAM,W 21-13,0,0,,0,1,-15,-15.00,0,0,0,,0,0,0,,0,0,,,1,11,11.00,0,0,0,,0,0,0
28,1966,1966-11-13,9,24.138,SFO,@,CHI,T 30-30,1,-9,-9.00,0,1,-7,-7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
29,1966,1966-11-20,10,24.145,SFO,,PHI,L 34-35,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,1966,1966-11-24,11,24.149,SFO,@,DET,W 41-14,6,52,8.67,1,2,29,14.50,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
