ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-28,4,22.330,WAS,@,DAL,W 26-24,,0,0,0.0,1,0,0,0,0
2,2008,2008-12-07,13,23.034,WAS,@,BAL,L 10-24,,,,,,,,,
3,2008,2008-12-14,14,23.041,WAS,@,CIN,L 13-20,,,,,,,,,
4,2009,2009-12-06,12,24.033,WAS,,NOR,L 30-33,,0,0,0.0,1,0,0,0,0
5,2009,2009-12-13,13,24.040,WAS,@,OAK,W 34-13,,0,0,0.0,0,0,0,0,0
6,2009,2009-12-21,14,24.048,WAS,,NYG,L 12-45,,,,,,,,,
7,2009,2009-12-27,15,24.054,WAS,,DAL,L 0-17,,,,,,,,,
8,2009,2010-01-03,16,24.061,WAS,@,SDG,L 20-23,,,,,,,,,
9,2010,2010-12-26,15,25.053,WAS,@,JAX,W 20-17,,0,0,1.0,3,0,0,0,0
10,2010,2011-01-02,16,25.060,WAS,,NYG,L 14-17,,,,,,,,,
11,2011,2011-09-11,1,25.312,WAS,,NYG,W 28-14,,,,,,,,,
12,2011,2011-09-18,2,25.319,WAS,,ARI,W 22-21,,0,0,0.0,0,0,0,0,0
13,2011,2011-09-26,3,25.327,WAS,@,DAL,L 16-18,,0,0,0.0,0,1,0,0,0
14,2011,2011-10-02,4,25.333,WAS,@,STL,W 17-10,,0,0,0.0,1,0,0,0,0
15,2011,2011-10-16,5,25.347,WAS,,PHI,L 13-20,,0,0,0.0,2,0,0,0,0
16,2011,2011-10-23,6,25.354,WAS,@,CAR,L 20-33,,,,,,,,,
17,2011,2011-10-30,7,25.361,WAS,@,BUF,L 0-23,,,,,,,,,
18,2011,2011-11-06,8,26.003,WAS,,SFO,L 11-19,,,,,,,,,
19,2011,2011-11-13,9,26.010,WAS,@,MIA,L 9-20,,,,,,,,,
20,2011,2011-11-20,10,26.017,WAS,,DAL,L 24-27,,0,0,0.0,0,0,0,0,0
21,2011,2011-11-27,11,26.024,WAS,@,SEA,W 23-17,,,,,,,,,
22,2011,2011-12-04,12,26.031,WAS,,NYJ,L 19-34,,0,0,0.0,0,1,0,0,0
23,2011,2011-12-11,13,26.038,WAS,,NWE,L 27-34,,,,,,,,,
24,2011,2011-12-18,14,26.045,WAS,@,NYG,W 23-10,,,,,,,,,
25,2011,2011-12-24,15,26.051,WAS,,MIN,L 26-33,,,,,,,,,
26,2011,2012-01-01,16,26.059,WAS,@,PHI,L 10-34,,0,0,0.0,3,0,0,0,0
27,2012,2012-09-09,1,26.311,WAS,@,NOR,W 40-32,,,,,,,,,
28,2012,2012-09-16,2,26.318,WAS,@,STL,L 28-31,,0,0,0.0,1,0,0,0,0
29,2012,2012-09-23,3,26.325,WAS,,CIN,L 31-38,*,0,6,0.0,3,0,1,0,1
30,2012,2012-09-30,4,26.332,WAS,@,TAM,W 24-22,*,0,0,0.0,1,0,0,0,0
31,2012,2012-10-07,5,26.339,WAS,,ATL,L 17-24,*,0,0,0.0,3,0,0,0,0
32,2012,2012-10-14,6,26.346,WAS,,MIN,W 38-26,*,0,0,0.0,1,2,0,0,0
33,2012,2012-10-21,7,26.353,WAS,@,NYG,L 23-27,*,0,0,0.5,1,0,1,0,0
34,2012,2012-10-28,8,26.360,WAS,@,PIT,L 12-27,*,0,0,0.0,2,0,0,0,0
35,2012,2012-11-04,9,27.001,WAS,,CAR,L 13-21,*,0,0,0.0,1,1,0,0,0
36,2012,2012-11-18,10,27.015,WAS,,PHI,W 31-6,*,0,0,1.0,2,1,0,0,0
37,2012,2012-11-22,11,27.019,WAS,@,DAL,W 38-31,*,0,0,0.0,2,1,0,0,0
38,2012,2012-12-03,12,27.030,WAS,,NYG,W 17-16,*,0,0,1.0,2,0,0,0,0
39,2012,2012-12-09,13,27.036,WAS,,BAL,W 31-28,*,0,0,1.0,1,1,0,0,0
40,2012,2012-12-16,14,27.043,WAS,@,CLE,W 38-21,*,0,0,1.0,4,2,1,17,0
41,2012,2012-12-23,15,27.050,WAS,@,PHI,W 27-20,*,0,0,0.0,2,0,0,0,0
42,2012,2012-12-30,16,27.057,WAS,,DAL,W 28-18,*,0,0,0.0,0,1,1,2,0
43,2013,2013-10-13,5,27.344,WAS,@,DAL,L 16-31,,0,0,0.0,0,0,1,4,0
44,2013,2013-10-20,6,27.351,WAS,,CHI,W 45-41,,,,,,,,,
45,2013,2013-10-27,7,27.358,WAS,@,DEN,L 21-45,,0,0,1.0,2,1,0,0,0
46,2013,2013-11-03,8,28.000,WAS,,SDG,W 30-24,,0,0,1.0,1,1,0,0,0
47,2013,2013-11-07,9,28.004,WAS,@,MIN,L 27-34,,,,,,,,,
48,2013,2013-11-17,10,28.014,WAS,@,PHI,L 16-24,,,,,,,,,
49,2013,2013-11-25,11,28.022,WAS,,SFO,L 6-27,,,,,,,,,
50,2013,2013-12-01,12,28.028,WAS,,NYG,L 17-24,,0,0,0.0,2,2,0,0,0
51,2013,2013-12-08,13,28.035,WAS,,KAN,L 10-45,,,,,,,,,
52,2013,2013-12-15,14,28.042,WAS,@,ATL,L 26-27,,0,0,0.0,1,5,0,0,0
53,2013,2013-12-22,15,28.049,WAS,,DAL,L 23-24,,,,,,,,,
54,2013,2013-12-29,16,28.056,WAS,@,NYG,L 6-20,*,0,0,0.0,2,2,0,0,0
