ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1961,1961-09-17,1,25.300,MIN,,CHI,W 37-13,0,0,,0,0,0,,0,0,0,,0,0,,,4,5,80.0,1,2,50.0,0,7,3,138,46.00,0
2,1961,1961-09-24,2,25.307,MIN,@,DAL,L 7-21,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,3,0.0,0,1,5,217,43.40,0
3,1961,1961-10-01,3,25.314,MIN,@,BAL,L 33-34,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,4,4,100.0,0,15,7,262,37.43,1
4,1961,1961-10-08,4,25.321,MIN,,DAL,L 0-28,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,1,0.0,0,0,5,218,43.60,0
5,1961,1961-10-15,5,25.328,MIN,,SFO,L 24-38,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,8,327,40.88,0
6,1961,1961-10-22,6,25.335,MIN,,GNB,L 7-33,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,2,73,36.50,0
7,1961,1961-10-29,7,25.342,MIN,@,GNB,L 10-28,1,-32,-32.00,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,1,100.0,0,4,4,143,35.75,0
8,1961,1961-11-05,8,25.349,MIN,@,RAM,L 17-31,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,2,50.0,0,5,2,97,48.50,0
9,1961,1961-11-12,9,25.356,MIN,,BAL,W 28-20,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,1,0.0,0,4,4,135,33.75,0
10,1961,1961-11-19,10,25.363,MIN,,DET,L 10-37,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,2,50.0,0,4,5,184,36.80,0
11,1961,1961-11-26,11,26.005,MIN,@,SFO,L 28-38,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,,,,0,4,4,152,38.00,0
12,1961,1961-12-03,12,26.012,MIN,,RAM,W 42-21,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,,,,0,6,3,117,39.00,0
13,1961,1961-12-10,13,26.019,MIN,@,DET,L 7-13,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,4,136,34.00,0
14,1961,1961-12-17,14,26.026,MIN,@,CHI,L 35-52,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,,1,0.0,0,5,7,257,36.71,0
15,1962,1962-09-16,1,26.299,MIN,@,GNB,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,,,0,1,5,246,49.20,0
16,1962,1962-09-23,2,26.306,MIN,,BAL,L 7-34,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,1,0.0,0,1,7,282,40.29,0
17,1962,1962-09-30,3,26.313,MIN,@,SFO,L 7-21,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,4,177,44.25,0
18,1962,1962-10-07,4,26.320,MIN,,CHI,L 0-13,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,2,0.0,0,0,3,122,40.67,0
19,1963,1963-09-07,1,27.290,OAK,@,HOU,W 24-13,1,-5,-5.00,0,0,0,,0,0,0,,,0,,,3,3,100.0,1,3,33.3,0,6,7,290,41.43,0
20,1963,1963-09-15,2,27.298,OAK,,BUF,W 35-17,0,0,,0,0,0,,0,0,0,,,0,,,5,5,100.0,,3,0.0,0,5,2,69,34.50,0
21,1963,1963-09-22,3,27.305,OAK,,BOS,L 14-20,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,,,,0,2,11,403,36.64,0
22,1963,1963-09-28,4,27.311,OAK,@,NYJ,L 7-10,0,0,,0,0,0,,0,0,0,,,0,,,1,1,100.0,,1,0.0,0,1,5,203,40.60,0
23,1963,1963-10-05,5,27.318,OAK,@,BUF,L 0-12,0,0,,0,0,0,,0,0,0,,,0,,,,,,,1,0.0,0,0,7,251,35.86,0
24,1963,1963-10-11,6,27.324,OAK,@,BOS,L 14-20,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,,,,0,2,7,287,41.00,0
25,1963,1963-10-20,7,27.333,OAK,,NYJ,W 49-26,0,0,,0,0,0,,0,0,0,,,0,,,7,7,100.0,,,,0,7,3,130,43.33,0
26,1963,1963-10-27,8,27.340,OAK,@,SDG,W 34-33,0,0,,0,0,0,,0,0,0,,,0,,,4,4,100.0,,,,0,4,5,231,46.20,0
27,1963,1963-11-03,9,27.347,OAK,,KAN,W 10-7,0,0,,0,0,0,,0,0,0,,,0,,,1,1,100.0,1,3,33.3,0,4,3,124,41.33,0
28,1963,1963-11-08,10,27.352,OAK,@,KAN,W 22-7,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,2,3,66.7,0,8,6,228,38.00,0
29,1963,1963-11-28,11,28.007,OAK,@,DEN,W 26-10,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,1,3,33.3,0,6,6,261,43.50,0
30,1963,1963-12-08,12,28.017,OAK,,SDG,W 41-27,0,0,,0,0,0,,0,0,0,,,0,,,5,5,100.0,2,3,66.7,0,11,3,117,39.00,0
31,1963,1963-12-15,13,28.024,OAK,,DEN,W 35-31,0,0,,0,0,0,,0,0,0,,,0,,,5,5,100.0,,,,0,5,6,245,40.83,0
32,1963,1963-12-22,14,28.031,OAK,,HOU,W 52-49,0,0,,0,0,0,,0,0,0,,,0,,,7,7,100.0,1,1,100.0,0,10,4,168,42.00,0
33,1964,1964-09-13,1,28.297,OAK,,BOS,L 14-17,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,,2,0.0,0,2,6,282,47.00,0
34,1964,1964-09-19,2,28.303,OAK,@,HOU,L 28-42,0,0,,0,0,0,,0,0,0,,,0,,,4,4,100.0,,,,0,4,5,192,38.40,0
35,1964,1964-09-27,3,28.311,OAK,,KAN,L 9-21,0,0,,0,0,0,,0,0,0,,,0,,,,,,3,3,100.0,0,9,5,215,43.00,0
36,1964,1964-10-03,4,28.317,OAK,@,BUF,L 20-23,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,2,2,100.0,0,8,5,220,44.00,0
37,1964,1964-10-10,5,28.324,OAK,@,NYJ,L 13-35,0,0,,0,0,0,,0,0,0,,,0,,,1,1,100.0,,,,0,1,4,124,31.00,1
38,1964,1964-10-16,6,28.330,OAK,@,BOS,T 43-43,0,0,,0,0,0,,0,0,0,,,0,,,4,4,100.0,3,5,60.0,0,13,3,145,48.33,0
39,1964,1964-10-25,7,28.339,OAK,,DEN,W 40-7,0,0,,0,0,0,,0,0,0,,,0,,,5,5,100.0,1,1,100.0,0,8,1,46,46.00,0
40,1964,1964-11-01,8,28.346,OAK,@,SDG,L 17-31,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,1,2,50.0,0,5,5,210,42.00,0
41,1964,1964-11-08,9,28.353,OAK,@,KAN,L 7-42,0,0,,0,0,0,,0,0,0,,,0,,,1,1,100.0,,,,0,1,6,254,42.33,0
42,1964,1964-11-15,10,28.360,OAK,,HOU,W 20-10,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,2,3,66.7,0,8,4,160,40.00,0
43,1964,1964-11-22,11,29.001,OAK,,NYJ,W 35-26,0,0,,0,0,0,,0,0,0,,,0,,,5,5,100.0,,,,0,5,4,153,38.25,0
44,1964,1964-11-29,12,29.008,OAK,@,DEN,T 20-20,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,2,2,100.0,0,8,3,125,41.67,0
45,1964,1964-12-06,13,29.015,OAK,,BUF,W 16-13,0,0,,0,0,0,,0,0,0,,,0,,,1,1,100.0,1,2,50.0,0,4,6,246,41.00,0
46,1964,1964-12-20,14,29.029,OAK,,SDG,W 21-20,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,,2,0.0,0,3,2,87,43.50,0
47,1965,1965-09-12,1,29.295,OAK,,KAN,W 37-10,0,0,,0,0,0,,0,0,0,,,0,,,4,4,100.0,,,,0,4,6,266,44.33,0
48,1965,1965-09-19,2,29.302,OAK,,SDG,L 6-17,0,0,,0,0,0,,0,0,0,,,0,,,,,,,,,0,0,4,221,55.25,0
49,1965,1965-09-26,3,29.309,OAK,,HOU,W 21-17,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,,,,0,3,7,299,42.71,0
50,1965,1965-10-03,4,29.316,OAK,@,BUF,L 12-17,0,0,,0,0,0,,0,0,0,,,0,,,1,1,100.0,,,,0,1,6,227,37.83,0
51,1965,1965-10-08,5,29.321,OAK,@,BOS,W 24-10,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,,,,0,3,1,46,46.00,0
52,1965,1965-10-16,6,29.329,OAK,@,NYJ,T 24-24,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,,,,0,3,7,255,36.43,0
53,1965,1965-10-24,7,29.337,OAK,,BOS,W 30-21,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,3,4,75.0,0,12,6,264,44.00,0
54,1965,1965-10-31,8,29.344,OAK,@,KAN,L 7-14,1,-1,-1.00,0,0,0,,0,0,0,,,0,,,1,1,100.0,,2,0.0,0,1,8,350,43.75,0
55,1965,1965-11-07,9,29.351,OAK,@,HOU,W 33-21,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,4,4,100.0,0,15,2,66,33.00,0
56,1965,1965-11-14,10,29.358,OAK,,BUF,L 14-17,0,0,,0,0,0,,0,0,0,,,0,,,2,2,100.0,,1,0.0,0,2,8,270,33.75,0
57,1965,1965-11-21,11,30.000,OAK,@,DEN,W 28-20,0,0,,0,0,0,,0,0,0,,,0,,,4,4,100.0,,1,0.0,0,4,6,267,44.50,0
58,1965,1965-12-05,12,30.014,OAK,,DEN,W 24-13,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,1,1,100.0,0,6,5,209,41.80,0
59,1965,1965-12-12,13,30.021,OAK,,NYJ,W 24-14,0,0,,0,0,0,,0,0,0,,,0,,,3,3,100.0,1,1,100.0,0,6,6,235,39.17,0
60,1965,1965-12-19,14,30.028,OAK,@,SDG,L 14-24,0,0,,0,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,2,2,100.0,,1,0.0,0,2,3,93,31.00,0
61,1966,1966-09-02,1,30.285,OAK,@,MIA,W 23-14,0,0,,0,0,0,,0,0,0,,,0,,,2,3,66.7,1,2,50.0,0,5,5,214,42.80,0
62,1966,1966-09-10,2,30.293,OAK,@,HOU,L 0-31,0,0,,0,0,0,,0,0,0,,,0,,,,,,,2,0.0,0,0,4,159,39.75,0
63,1966,1966-10-08,5,30.321,KAN,,DEN,W 37-10,0,0,,0,0,0,,0,0,0,,0,0,,,4,4,100.0,3,3,100.0,0,13,0,0,,0
64,1966,1966-10-16,6,30.329,KAN,,OAK,L 13-34,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
65,1966,1966-10-23,7,30.336,KAN,@,DEN,W 56-10,0,0,,0,0,0,,0,0,0,,0,0,,,8,8,100.0,,1,0.0,0,8,0,0,,0
66,1966,1966-10-30,8,30.343,KAN,,HOU,W 48-23,0,0,,0,0,0,,0,0,0,,0,0,,,6,6,100.0,2,2,100.0,0,12,0,0,,0
67,1966,1966-11-06,9,30.350,KAN,,SDG,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
68,1966,1966-11-13,10,30.357,KAN,,MIA,W 34-16,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,2,2,100.0,0,8,0,0,,0
69,1966,1966-11-20,11,30.364,KAN,,BOS,T 27-27,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
70,1966,1966-11-27,12,31.006,KAN,@,NYJ,W 32-24,0,0,,0,0,0,,0,0,0,,0,0,,,2,3,66.7,4,4,100.0,0,14,0,0,,0
71,1966,1966-12-11,13,31.020,KAN,@,MIA,W 19-18,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,4,50.0,0,7,0,0,,0
72,1966,1966-12-18,14,31.027,KAN,@,SDG,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
73,1967,1967-09-10,1,31.293,BUF,,NYJ,W 20-17,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
74,1967,1967-09-17,2,31.300,BUF,,HOU,L 3-20,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,0,0,,0
75,1967,1967-09-24,3,31.307,BUF,,BOS,L 0-23,0,0,,0,0,0,,0,0,0,,0,0,,,,,,,3,0.0,0,0,0,0,,0
76,1967,1967-10-01,4,31.314,BUF,,SDG,L 17-37,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
77,1967,1967-10-08,5,31.321,BUF,@,DEN,W 17-16,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
78,1967,1967-10-15,6,31.328,BUF,,OAK,L 20-24,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
79,1967,1967-10-29,7,31.342,BUF,@,HOU,L 3-10,0,0,,0,0,0,,0,0,0,,0,0,,,,,,1,2,50.0,0,3,0,0,,0
80,1967,1967-11-05,8,31.349,BUF,,MIA,W 35-13,0,0,,0,0,0,,0,0,,,,,,,5,5,100.0,,,,0,5,,,,
81,1967,1967-11-12,9,31.356,BUF,@,NYJ,L 10-20,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,1,3,33.3,0,4,0,0,,0
82,1967,1967-11-19,10,31.363,BUF,,DEN,L 20-21,0,0,,0,0,0,,0,0,0,,0,0,,,2,2,100.0,2,5,40.0,0,8,0,0,,0
83,1967,1967-11-26,11,32.005,BUF,@,MIA,L 14-17,0,0,,0,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
84,1967,1967-12-03,12,32.012,BUF,@,KAN,L 13-23,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
85,1967,1967-12-09,13,32.018,BUF,@,BOS,W 44-16,0,0,,0,0,0,,0,0,0,,0,0,,,5,5,100.0,3,3,100.0,0,14,0,0,,0
86,1967,1967-12-24,14,32.033,BUF,@,OAK,L 21-28,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
87,1968,1968-09-08,1,32.292,BUF,,BOS,L 7-16,0,0,,0,0,0,,0,0,0,,0,0,,,1,1,100.0,,2,0.0,0,1,0,0,,0
88,1968,1968-09-22,3,32.306,BUF,@,CIN,L 23-34,0,0,,0,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,0,0,,0
