ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2003,2003-09-07,1,22.302,TEN,,OAK,W 25-20,,1,1,11,11.00,1,100.0%,11.00,0,0,,0,1,6
2,2003,2003-09-14,2,22.309,TEN,@,IND,L 7-33,,3,1,7,7.00,1,33.3%,2.33,0,0,,0,1,6
3,2003,2003-09-21,3,22.316,TEN,,NOR,W 27-12,,,,,,,0.0%,,,,,,,
4,2003,2003-09-28,4,22.323,TEN,@,PIT,W 30-13,,,,,,,0.0%,,,,,,,
5,2003,2003-10-05,5,22.330,TEN,@,NWE,L 30-38,,8,3,92,30.67,0,37.5%,11.50,0,0,,0,0,0
6,2003,2003-10-12,6,22.337,TEN,,HOU,W 38-17,,9,4,92,23.00,0,44.4%,10.22,0,0,,0,0,0
7,2003,2003-10-19,7,22.344,TEN,@,CAR,W 37-17,,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0
8,2003,2003-10-26,8,22.351,TEN,@,JAX,W 30-17,,3,3,27,9.00,1,100.0%,9.00,0,0,,0,1,6
9,2003,2003-11-09,9,23.000,TEN,,MIA,W 31-7,*,5,3,26,8.67,1,60.0%,5.20,0,0,,0,1,6
10,2003,2003-11-16,10,23.007,TEN,,JAX,W 10-3,*,7,2,22,11.00,0,28.6%,3.14,1,5,5.00,0,0,0
11,2003,2003-11-23,11,23.014,TEN,@,ATL,W 38-31,,2,,,,,0.0%,,,,,,,
12,2003,2003-12-01,12,23.022,TEN,@,NYJ,L 17-24,,1,,,,,0.0%,,,,,,,
13,2003,2003-12-14,14,23.035,TEN,,BUF,W 28-26,,1,,,,,0.0%,,,,,,,
14,2003,2003-12-28,16,23.049,TEN,,TAM,W 33-13,,,,,,,0.0%,,,,,,,
15,2004,2004-10-03,4,23.329,TEN,@,SDG,L 17-38,,4,2,13,6.50,0,50.0%,3.25,0,0,,0,0,0
16,2005,2005-09-11,1,24.306,TEN,@,PIT,L 7-34,*,4,2,2,1.00,0,50.0%,0.50,0,0,,0,0,0
17,2005,2005-09-18,2,24.313,TEN,,BAL,W 25-10,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
18,2005,2005-09-25,3,24.320,TEN,@,STL,L 27-31,,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0
19,2005,2005-10-02,4,24.327,TEN,,IND,L 10-31,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
20,2005,2005-10-09,5,24.334,TEN,@,HOU,W 34-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
21,2005,2005-10-16,6,24.341,TEN,,CIN,L 23-31,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0
22,2005,2005-10-23,7,24.348,TEN,@,ARI,L 10-20,*,10,6,51,8.50,0,60.0%,5.10,0,0,,0,0,0
23,2005,2005-10-30,8,24.355,TEN,,OAK,L 25-34,*,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
24,2005,2005-12-04,12,25.025,TEN,@,IND,L 3-35,,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0
25,2005,2005-12-11,13,25.032,TEN,,HOU,W 13-10,*,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0
26,2005,2005-12-18,14,25.039,TEN,,SEA,L 24-28,,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0
27,2005,2005-12-24,15,25.045,TEN,@,MIA,L 10-24,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
