ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1995,1995-09-04,1,23.277,NYG,,DAL,L 0-35,0,0,,0
2,1995,1995-09-10,2,23.283,NYG,@,KAN,L 17-20,0,0,,0
3,1995,1995-09-17,3,23.290,NYG,@,GNB,L 6-14,0,0,,0
4,1995,1995-09-24,4,23.297,NYG,,NOR,W 45-29,0,0,,0
5,1995,1995-10-01,5,23.304,NYG,@,SFO,L 6-20,0,0,,0
6,1995,1995-10-08,6,23.311,NYG,,ARI,W 27-21,0,0,,0
7,1995,1995-10-15,7,23.318,NYG,,PHI,L 14-17,0,0,,0
8,1995,1995-10-29,8,23.332,NYG,@,WAS,W 24-15,0,0,,0
9,1995,1995-11-05,9,23.339,NYG,@,SEA,L 28-30,0,0,,0
10,1995,1995-11-12,10,23.346,NYG,,OAK,L 13-17,0,0,,0
11,1995,1995-11-19,11,23.353,NYG,@,PHI,L 19-28,1,5,5.00,0
12,1995,1995-11-26,12,23.360,NYG,,CHI,L 24-27,0,0,,0
13,1995,1995-11-30,13,23.364,NYG,@,ARI,W 10-6,0,0,,0
14,1995,1995-12-10,14,24.009,NYG,,WAS,W 20-13,0,0,,0
15,1995,1995-12-17,15,24.016,NYG,@,DAL,L 20-21,0,0,,0
16,1995,1995-12-23,16,24.022,NYG,,SDG,L 17-27,0,0,,0
17,1996,1996-09-01,1,24.275,NYG,,BUF,L 20-23,,,,
18,1996,1996-09-08,2,24.282,NYG,@,DAL,L 0-27,,,,
19,1996,1996-09-15,3,24.289,NYG,,WAS,L 10-31,,,,
20,1996,1996-09-22,4,24.296,NYG,@,NYJ,W 13-6,,,,
21,1996,1996-09-29,5,24.303,NYG,,MIN,W 15-10,,,,
22,1996,1996-10-13,6,24.317,NYG,,PHI,L 10-19,,,,
23,1996,1996-10-20,7,24.324,NYG,@,WAS,L 21-31,,,,
24,1996,1996-10-27,8,24.331,NYG,@,DET,W 35-7,,,,
25,1996,1996-11-03,9,24.338,NYG,,ARI,W 16-8,,,,
26,1996,1996-11-10,10,24.345,NYG,@,CAR,L 17-27,,,,
27,1996,1996-11-17,11,24.352,NYG,@,ARI,L 23-31,,,,
28,1996,1996-11-24,12,24.359,NYG,,DAL,W 20-6,,,,
29,1996,1996-12-08,14,25.007,NYG,@,MIA,W 17-7,,,,
30,1996,1996-12-15,15,25.014,NYG,,NOR,L 3-17,,,,
31,1996,1996-12-21,16,25.020,NYG,,NWE,L 22-23,,,,
32,1997,1997-08-31,1,25.273,NYG,,PHI,W 31-17,,,,
33,1997,1997-09-07,2,25.280,NYG,@,JAX,L 13-40,,,,
34,1997,1997-09-14,3,25.287,SEA,@,IND,W 31-3,,,,
35,1997,1997-09-21,4,25.294,NYG,@,STL,L 3-13,,,,
36,1997,1997-09-28,5,25.301,NYG,,NOR,W 14-9,,,,
37,1997,1997-10-05,6,25.308,NYG,,DAL,W 20-17,,,,
38,1997,1997-10-12,7,25.315,NYG,@,ARI,W 27-13,,,,
39,1997,1997-10-19,8,25.322,NYG,@,DET,W 26-20,,,,
40,1997,1997-10-26,9,25.329,NYG,,CIN,W 29-27,,,,
41,1997,1997-11-09,10,25.343,NYG,@,TEN,L 6-10,,,,
42,1997,1997-11-16,11,25.350,NYG,,ARI,W 19-10,,,,
43,1997,1997-11-23,12,25.357,NYG,@,WAS,T 7-7,,,,
44,1997,1997-11-30,13,25.364,NYG,,TAM,L 8-20,,,,
45,1997,1997-12-07,14,26.006,NYG,@,PHI,W 31-21,,,,
46,1997,1997-12-13,15,26.012,NYG,,WAS,W 30-10,,,,
47,1997,1997-12-21,16,26.020,NYG,@,DAL,W 20-7,,,,
