ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,23.034,TAM,,SFO,L 7-31,0,0,,0,0,0,,0,,,
2,1986,1986-09-14,2,23.041,TAM,,MIN,L 10-23,0,0,,0,2,13,6.50,0,0,0,0
3,1986,1986-09-21,3,23.048,TAM,@,DET,W 24-20,1,23,23.00,0,0,0,,0,0,0,0
4,1986,1986-09-28,4,23.055,TAM,,ATL,L 20-23,0,0,,0,1,4,4.00,0,0,0,0
5,1986,1986-10-05,5,23.062,TAM,@,RAM,L 20-26,0,0,,0,3,27,9.00,0,0,0,0
6,1986,1986-10-12,6,23.069,TAM,,STL,L 19-30,0,0,,0,2,3,1.50,0,0,0,0
7,1986,1986-10-19,7,23.076,TAM,@,NOR,L 7-38,0,0,,0,2,16,8.00,0,0,0,0
8,1986,1986-10-26,8,23.083,TAM,@,KAN,L 20-27,0,0,,0,1,0,0.00,0,0,0,0
9,1986,1986-11-02,9,23.090,TAM,,BUF,W 34-28,2,47,23.50,0,0,0,,0,0,0,0
10,1986,1986-11-09,10,23.097,TAM,,CHI,L 3-23,0,0,,0,0,0,,0,,,
11,1986,1986-11-16,11,23.104,TAM,@,GNB,L 7-31,1,18,18.00,0,0,0,,0,0,0,0
12,1986,1986-11-23,12,23.111,TAM,,DET,L 17-38,1,27,27.00,0,1,4,4.00,0,0,0,0
13,1986,1986-11-30,13,23.118,TAM,@,MIN,L 13-45,0,0,,0,2,0,0.00,0,0,0,0
14,1986,1986-12-07,14,23.125,TAM,@,CHI,L 14-48,0,0,,0,0,0,,0,,,
15,1986,1986-12-14,15,23.132,TAM,,GNB,L 7-21,0,0,,0,0,0,,0,,,
16,1986,1986-12-21,16,23.139,TAM,@,STL,L 17-21,0,0,,0,0,0,,0,,,
17,1987,1987-09-13,1,24.040,TAM,,ATL,W 48-10,1,8,8.00,0,4,39,9.75,0,1,23,0
18,1987,1987-09-20,2,24.047,TAM,@,CHI,L 3-20,3,61,20.33,0,0,0,,0,0,0,0
19,1987,1987-10-25,6,24.082,TAM,,CHI,L 26-27,3,59,19.67,0,2,11,5.50,0,0,0,0
20,1987,1987-11-01,7,24.089,TAM,@,GNB,W 23-17,3,60,20.00,0,1,10,10.00,0,0,0,0
21,1987,1987-11-08,8,24.096,TAM,@,STL,L 28-31,4,56,14.00,0,1,5,5.00,0,0,0,0
22,1987,1987-11-15,9,24.103,TAM,@,MIN,L 17-23,1,40,40.00,0,2,24,12.00,0,0,0,0
23,1987,1987-11-22,10,24.110,TAM,,SFO,L 10-24,1,23,23.00,0,2,32,16.00,0,0,0,0
24,1987,1987-11-29,11,24.117,TAM,@,RAM,L 3-35,3,66,22.00,0,2,6,3.00,0,0,0,0
25,1987,1987-12-06,12,24.124,TAM,@,NOR,L 34-44,3,81,27.00,0,3,24,8.00,0,0,0,0
26,1987,1987-12-13,13,24.131,TAM,,DET,L 10-20,4,86,21.50,0,1,0,0.00,0,0,0,0
27,1987,1987-12-20,14,24.138,TAM,,STL,L 14-31,2,27,13.50,0,3,29,9.67,0,1,23,0
28,1987,1987-12-27,15,24.145,TAM,@,IND,L 6-24,3,42,14.00,0,3,33,11.00,0,0,0,0
29,1988,1988-09-04,1,25.031,TAM,,PHI,L 14-41,1,20,20.00,0,0,0,,0,0,0,0
30,1988,1988-09-11,2,25.038,TAM,@,GNB,W 13-10,0,0,,0,0,0,,0,,,
31,1988,1988-09-18,3,25.045,TAM,,PHO,L 24-30,0,0,,0,1,0,0.00,0,0,0,0
32,1988,1988-09-25,4,25.052,TAM,@,NOR,L 9-13,0,0,,0,0,0,,0,,,
33,1988,1988-10-02,5,25.059,TAM,,GNB,W 27-24,0,0,,0,2,-5,-2.50,0,0,0,0
34,1988,1988-10-09,6,25.066,TAM,@,MIN,L 13-14,0,0,,0,2,8,4.00,0,1,26,0
35,1988,1988-10-16,7,25.073,TAM,@,IND,L 31-35,0,0,,0,2,23,11.50,0,0,0,0
36,1988,1988-10-23,8,25.080,TAM,,MIN,L 20-49,0,0,,0,2,66,33.00,0,0,0,0
37,1988,1988-10-30,9,25.087,TAM,,MIA,L 14-17,0,0,,0,4,30,7.50,0,0,0,0
38,1988,1988-11-06,10,25.094,TAM,@,CHI,L 10-28,0,0,,0,1,7,7.00,0,0,0,0
39,1988,1988-11-13,11,25.101,TAM,@,DET,W 23-20,0,0,,0,1,21,21.00,0,0,0,0
40,1988,1988-11-20,12,25.108,TAM,,CHI,L 15-27,1,18,18.00,0,4,54,13.50,0,0,0,0
41,1988,1988-11-27,13,25.115,TAM,@,ATL,L 10-17,0,0,,0,0,0,,0,,,
42,1988,1988-12-04,14,25.122,TAM,,BUF,W 10-5,0,0,,0,4,45,11.25,0,0,0,0
43,1988,1988-12-11,15,25.129,TAM,@,NWE,L 7-10,0,0,,0,1,3,3.00,0,0,0,0
44,1988,1988-12-18,16,25.136,TAM,,DET,W 21-10,0,0,,0,3,31,10.33,0,0,0,0
45,1989,1989-09-10,1,26.037,TAM,@,GNB,W 23-21,0,0,,0,0,0,,0,,,
46,1989,1989-09-17,2,26.044,TAM,,SFO,L 16-20,0,0,,0,6,42,7.00,0,0,0,0
