ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,23.350,SDG,@,OAK,L 0-24,,,,,,,
2,1977,1977-09-25,2,23.357,SDG,@,KAN,W 23-7,,,,,,,
3,1977,1977-10-02,3,23.364,SDG,,CIN,W 24-3,0,0,,0,1,32,0
4,1977,1977-10-09,4,24.006,SDG,@,NOR,W 14-0,,,,,,,
5,1977,1977-10-16,5,24.013,SDG,,NWE,L 20-24,,,,,,,
6,1977,1977-10-23,6,24.020,SDG,,KAN,L 16-21,,,,,,,
7,1977,1977-10-30,7,24.027,SDG,@,MIA,W 14-13,,,,,,,
8,1977,1977-11-06,8,24.034,SDG,@,DET,L 0-20,1,3,3.00,0,0,0,0
9,1977,1977-11-13,9,24.041,SDG,,DEN,L 14-17,,,,,,,
10,1977,1977-11-20,10,24.048,SDG,,OAK,W 12-7,,,,,,,
11,1977,1977-11-27,11,24.055,SDG,@,SEA,W 30-28,,,,,,,
12,1977,1977-12-04,12,24.062,SDG,,CLE,W 37-14,,,,,,,
13,1977,1977-12-11,13,24.069,SDG,@,DEN,L 9-17,,,,,,,
14,1977,1977-12-18,14,24.076,SDG,,PIT,L 9-10,,,,,,,
15,1978,1978-09-10,2,24.342,SDG,,OAK,L 20-21,,,,,,,
16,1978,1978-09-17,3,24.349,SDG,@,DEN,L 14-27,,,,,,,
17,1978,1978-09-24,4,24.356,SDG,,GNB,L 3-24,,,,,,,
18,1978,1978-10-01,5,24.363,SDG,@,NWE,L 23-28,,,,,,,
19,1978,1978-10-08,6,25.005,SDG,,DEN,W 23-0,,,,,,,
20,1978,1978-10-15,7,25.012,SDG,,MIA,L 21-28,,,,,,,
21,1978,1978-10-22,8,25.019,SDG,@,DET,L 14-31,,,,,,,
22,1978,1978-10-29,9,25.026,SDG,@,OAK,W 27-23,,,,,,,
23,1978,1978-11-05,10,25.033,SDG,,CIN,W 22-13,,,,,,,
24,1978,1978-11-19,12,25.047,SDG,@,MIN,W 13-7,,,,,,,
25,1978,1978-11-26,13,25.054,SDG,@,KAN,L 0-23,,,,,,,
26,1978,1978-12-04,14,25.062,SDG,,CHI,W 40-7,,,,,,,
27,1978,1978-12-10,15,25.068,SDG,,SEA,W 37-10,,,,,,,
28,1978,1978-12-17,16,25.075,SDG,@,HOU,W 45-24,0,0,,0,1,4,0
29,1979,1979-09-02,1,25.334,SDG,@,SEA,W 33-16,,,,,,,
30,1979,1979-09-09,2,25.341,SDG,,OAK,W 30-10,,,,,,,
31,1979,1979-09-16,3,25.348,SDG,,BUF,W 27-19,,,,,,,
32,1979,1979-09-23,4,25.355,SDG,@,NWE,L 21-27,,,,,,,
33,1979,1979-09-30,5,25.362,SDG,,SFO,W 31-9,,,,,,,
34,1979,1979-10-07,6,26.004,SDG,@,DEN,L 0-7,,,,,,,
35,1979,1979-10-14,7,26.011,SDG,,SEA,W 20-10,,,,,,,
36,1979,1979-10-21,8,26.018,SDG,@,RAM,W 40-16,,,,,,,
37,1979,1979-10-25,9,26.022,SDG,@,OAK,L 22-45,,,,,,,
38,1979,1979-11-04,10,26.032,SDG,@,KAN,W 20-14,,,,,,,
39,1979,1979-11-11,11,26.039,SDG,@,CIN,W 26-24,,,,,,,
40,1979,1979-11-18,12,26.046,SDG,,PIT,W 35-7,,,,,,,
41,1979,1979-11-25,13,26.053,SDG,,KAN,W 28-7,,,,,,,
42,1979,1979-12-02,14,26.060,SDG,,ATL,L 26-28,,,,,,,
43,1979,1979-12-09,15,26.067,SDG,@,NOR,W 35-0,,,,,,,
44,1979,1979-12-17,16,26.075,SDG,,DEN,W 17-7,,,,,,,
45,1980,1980-09-07,1,26.340,SDG,@,SEA,W 34-13,,,,,,,
46,1980,1980-09-14,2,26.347,SDG,,OAK,W 30-24,,,,,,,
47,1980,1980-09-21,3,26.354,SDG,@,DEN,W 30-13,,,,,,,
48,1980,1980-09-28,4,26.361,SDG,@,KAN,W 24-7,,,,,,,
49,1980,1980-10-05,5,27.002,SDG,,BUF,L 24-26,,,,,,,
50,1980,1980-10-12,6,27.009,SDG,@,OAK,L 24-38,,,,,,,
51,1980,1980-10-19,7,27.016,SDG,,NYG,W 44-7,,,,,,,
52,1980,1980-10-26,8,27.023,SDG,@,DAL,L 31-42,,,,,,,
53,1980,1980-11-02,9,27.030,SDG,@,CIN,W 31-14,,,,,,,
54,1980,1980-11-09,10,27.037,SDG,,DEN,L 13-20,,,,,,,
55,1980,1980-11-16,11,27.044,SDG,,KAN,W 20-7,,,,,,,
56,1980,1980-11-20,12,27.048,SDG,@,MIA,W 27-24,,,,,,,
57,1980,1980-11-30,13,27.058,SDG,,PHI,W 22-21,,,,,,,
58,1980,1980-12-07,14,27.065,SDG,@,WAS,L 17-40,,,,,,,
59,1980,1980-12-13,15,27.071,SDG,,SEA,W 21-14,,,,,,,
60,1980,1980-12-22,16,27.080,SDG,,PIT,W 26-17,,,,,,,
