ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,24.186,WAS,@,NYG,L 17-23,,,,,,,0.0%,,,,
2,2009,2009-09-20,2,24.193,WAS,,STL,W 9-7,,,,,,,0.0%,,,,
3,2009,2009-11-08,8,24.242,WAS,@,ATL,L 17-31,,2,2,22,11.00,0,100.0%,11.00,0.0,0,0
4,2009,2009-11-15,9,24.249,WAS,,DEN,W 27-17,,,,,,,0.0%,,,,
5,2009,2009-11-22,10,24.256,WAS,@,DAL,L 6-7,,,,,,,0.0%,,,,
6,2009,2009-11-29,11,24.263,WAS,@,PHI,L 24-27,,,,,,,0.0%,,,,
7,2009,2009-12-06,12,24.270,WAS,,NOR,L 30-33,,1,1,6,6.00,0,100.0%,6.00,0.0,0,0
8,2009,2009-12-13,13,24.277,WAS,@,OAK,W 34-13,,,,,,,0.0%,,,,
9,2009,2009-12-27,15,24.291,WAS,,DAL,L 0-17,,1,,,,,0.0%,,,,
10,2009,2010-01-03,16,24.298,WAS,@,SDG,L 20-23,,3,1,4,4.00,0,33.3%,1.33,0.0,0,1
