ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2000,2000-11-05,9,22.160,DAL,@,PHI,L 13-16,,,,,
2,2000,2000-11-23,12,22.178,DAL,,MIN,L 15-27,,,,,
3,2000,2000-12-03,13,22.188,DAL,@,TAM,L 7-27,,,,,
4,2000,2000-12-17,15,22.202,DAL,,NYG,L 13-17,,,,,
5,2000,2000-12-25,16,22.210,DAL,@,TEN,L 0-31,,1,12,12.00,0
6,2002,2002-09-15,2,24.109,DAL,,TEN,W 21-13,,,,,
7,2002,2002-09-29,4,24.123,DAL,@,STL,W 13-10,,,,,
8,2002,2002-10-13,6,24.137,DAL,,CAR,W 14-13,,,,,
9,2002,2002-10-20,7,24.144,DAL,@,ARI,L 6-9,,,,,
10,2002,2002-10-27,8,24.151,DAL,,SEA,L 14-17,,,,,
11,2002,2002-11-17,10,24.172,DAL,@,IND,L 3-20,,,,,
12,2002,2002-11-28,12,24.183,DAL,,WAS,W 27-20,,,,,
13,2002,2002-12-08,13,24.193,DAL,,SFO,L 27-31,,,,,
14,2002,2002-12-15,14,24.200,DAL,@,NYG,L 7-37,,,,,
15,2002,2002-12-21,15,24.206,DAL,,PHI,L 3-27,*,,,,
16,2002,2002-12-29,16,24.214,DAL,@,WAS,L 14-20,,,,,
