ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1976,1976-09-12,1,21.340,DAL,,PHI,W 27-7,0,0,,0,1,19,19.00,0,0,0,,0,0,0
2,1976,1976-09-19,2,21.347,DAL,@,NOR,W 24-6,,,,,,,,,,,,,,
3,1976,1976-09-26,3,21.354,DAL,,BAL,W 30-27,,,,,,,,,,,,,,
4,1976,1976-10-03,4,21.361,DAL,@,SEA,W 28-13,1,6,6.00,0,0,0,,0,0,0,,0,0,0
5,1976,1976-10-10,5,22.002,DAL,@,NYG,W 24-14,,,,,,,,,,,,,,
6,1976,1976-10-17,6,22.009,DAL,@,STL,L 17-21,,,,,,,,,,,,,,
7,1976,1976-10-24,7,22.016,DAL,,CHI,W 31-21,0,0,,0,0,0,,0,1,9,9.00,0,0,0
8,1976,1976-10-31,8,22.023,DAL,@,WAS,W 20-7,,,,,,,,,,,,,,
9,1976,1976-11-15,10,22.038,DAL,,BUF,W 17-10,,,,,,,,,,,,,,
10,1976,1976-11-21,11,22.044,DAL,@,ATL,L 10-17,,,,,,,,,,,,,,
11,1976,1976-11-25,12,22.048,DAL,,STL,W 19-14,,,,,,,,,,,,,,
12,1976,1976-12-05,13,22.058,DAL,@,PHI,W 26-7,,,,,,,,,,,,,,
13,1976,1976-12-12,14,22.065,DAL,,WAS,L 14-27,,,,,,,,,,,,,,
14,1977,1977-09-18,1,22.345,DAL,@,MIN,W 16-10,1,4,4.00,0,0,0,,0,0,0,,0,0,0
15,1977,1977-09-25,2,22.352,DAL,,NYG,W 41-21,,,,,,,,,,,,,,
16,1977,1977-10-02,3,22.359,DAL,,TAM,W 23-7,2,17,8.50,0,0,0,,0,0,0,,0,0,0
17,1977,1977-10-09,4,23.001,DAL,@,STL,W 30-24,1,10,10.00,0,0,0,,0,0,0,,0,0,0
18,1977,1977-10-16,5,23.008,DAL,,WAS,W 34-16,1,10,10.00,0,0,0,,0,0,0,,0,0,0
19,1977,1977-10-23,6,23.015,DAL,@,PHI,W 16-10,,,,,,,,,,,,,,
20,1977,1977-10-30,7,23.022,DAL,,DET,W 37-0,2,7,3.50,1,0,0,,0,0,0,,0,1,6
21,1977,1977-11-06,8,23.029,DAL,@,NYG,W 24-10,,,,,,,,,,,,,,
22,1977,1977-11-14,9,23.037,DAL,,STL,L 17-24,,,,,,,,,,,,,,
23,1977,1977-11-20,10,23.043,DAL,@,PIT,L 13-28,2,33,16.50,1,0,0,,0,0,0,,0,1,6
24,1977,1977-11-27,11,23.050,DAL,@,WAS,W 14-7,1,16,16.00,0,0,0,,0,0,0,,0,0,0
25,1977,1977-12-04,12,23.057,DAL,,PHI,W 24-14,,,,,,,,,,,,,,
