ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-09-26,1,26.078,NYG,@,CRD,W 41-10,4,43,10.75,0,0,0,,0
2,1954,1954-10-10,3,26.092,NYG,@,WAS,W 51-21,11,61,5.55,1,1,1,1.00,0
3,1954,1954-11-07,7,26.120,NYG,@,PIT,W 30-6,6,38,6.33,0,0,0,,0
4,1954,1954-11-21,9,26.134,NYG,,RAM,L 16-17,9,14,1.56,0,2,3,1.50,0
5,1954,1954-11-28,10,26.141,NYG,,CLE,L 7-16,2,0,0.00,0,1,19,19.00,0
6,1954,1954-12-05,11,26.148,NYG,,PIT,W 24-3,6,10,1.67,0,4,25,6.25,0
7,1954,1954-12-12,12,26.155,NYG,@,PHI,L 14-29,4,2,0.50,0,2,41,20.50,0
