ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-10-28,6,23.068,DET,,CIN,L 27-31,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2001,2001-11-04,7,23.075,DET,@,SFO,L 13-21,*,10,36,3.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
3,2001,2001-11-11,8,23.082,DET,,TAM,L 17-20,*,13,30,2.31,0,3,3,17,5.67,1,100.0%,5.67,0,0,,0,1,6,0.0,,
4,2001,2001-11-18,9,23.089,DET,@,ARI,L 38-45,*,6,5,0.83,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,,
5,2001,2001-11-22,10,23.093,DET,,GNB,L 27-29,,,,,,,,,,,0.0%,,,,,,,,,,
6,2001,2001-12-02,11,23.103,DET,@,CHI,L 10-13,,,,,,,,,,,0.0%,,,,,,,,,,
7,2001,2001-12-23,14,23.124,DET,@,PIT,L 14-47,,,,,,,,,,,0.0%,,,,,,,,,,
8,2001,2001-12-30,15,23.131,DET,,CHI,L 0-24,,,,,,,,,,,0.0%,,,,,,,,,,
9,2001,2002-01-06,16,23.138,DET,,DAL,W 15-10,,,,,,,,,,,0.0%,,,,,,,,,,
10,2002,2002-09-08,1,24.018,DEN,,STL,W 23-16,,,,,,0,,,,,0.0%,,,,,,,,,,
11,2002,2002-09-15,2,24.025,DEN,@,SFO,W 24-14,,,,,,,,,,,0.0%,,,,,,,,,,
12,2002,2002-09-22,3,24.032,DEN,,BUF,W 28-23,,,,,,,,,,,0.0%,,,,,,,,,,
13,2002,2002-09-30,4,24.040,DEN,@,BAL,L 23-34,,1,1,1.00,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,,
14,2002,2002-10-06,5,24.046,DEN,,SDG,W 26-9,,1,1,1.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0.0,,
15,2002,2002-10-13,6,24.053,DEN,,MIA,L 22-24,,,,,,0,,,,,0.0%,,,,,,,,,,
16,2002,2002-10-20,7,24.060,DEN,@,KAN,W 37-34,,,,,,0,,,,,0.0%,,,,,,,,,,
17,2002,2002-10-27,8,24.067,DEN,@,NWE,W 24-16,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
18,2002,2002-11-11,9,24.082,DEN,,OAK,L 10-34,,,,,,0,,,,,0.0%,,,,,,,,,,
19,2002,2002-11-17,10,24.088,DEN,@,SEA,W 31-9,,0,0,,0,1,1,17,17.00,0,100.0%,17.00,3,72,24.00,0,0,0,0.0,,
20,2002,2002-11-24,11,24.095,DEN,,IND,L 20-23,,1,9,9.00,0,1,1,8,8.00,0,100.0%,8.00,3,97,32.33,0,0,0,0.0,,
21,2002,2002-12-01,12,24.102,DEN,@,SDG,L 27-30,,0,0,,0,3,2,26,13.00,1,66.7%,8.67,3,58,19.33,0,1,6,0.0,,
22,2002,2002-12-08,13,24.109,DEN,@,NYJ,L 13-19,,0,0,,0,0,0,0,,0,0.0%,,3,86,28.67,0,0,0,0.0,,
23,2002,2002-12-15,14,24.116,DEN,,KAN,W 31-24,,0,0,,0,0,0,0,,0,0.0%,,4,97,24.25,0,0,0,0.0,,
24,2002,2002-12-22,15,24.123,DEN,@,OAK,L 16-28,,0,0,,0,1,0,0,,0,0.0%,0.00,3,76,25.33,0,0,0,0.0,,
25,2002,2002-12-29,16,24.130,DEN,,ARI,W 37-7,,0,0,,0,0,0,0,,0,0.0%,,1,30,30.00,0,0,0,0.0,,
26,2003,2003-09-07,1,25.017,DEN,@,CIN,W 30-10,,,,,,,,,,,0.0%,,,,,,,,,,
27,2003,2003-09-14,2,25.024,DEN,@,SDG,W 37-13,,0,0,,0,1,1,12,12.00,1,100.0%,12.00,1,36,36.00,0,1,6,0.0,,
28,2003,2003-09-22,3,25.032,DEN,,OAK,W 31-10,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
29,2003,2003-09-28,4,25.038,DEN,,DET,W 20-16,,,,,,2,,,,,0.0%,,,,,,,,,,
30,2003,2003-10-05,5,25.045,DEN,@,KAN,L 23-24,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
31,2003,2003-10-12,6,25.052,DEN,,PIT,W 17-14,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
32,2003,2003-10-19,7,25.059,DEN,@,MIN,L 20-28,,0,0,,0,3,3,28,9.33,0,100.0%,9.33,2,40,20.00,0,0,0,0.0,,
33,2003,2003-10-26,8,25.066,DEN,@,BAL,L 6-26,,0,0,,0,0,0,0,,0,0.0%,,5,100,20.00,0,0,0,0.0,,
34,2003,2003-11-03,9,25.074,DEN,,NWE,L 26-30,,,,,,,,,,,0.0%,,,,,,,,,,
35,2003,2003-11-16,10,25.087,DEN,,SDG,W 37-8,*,,,,,0,,,,,0.0%,,,,,,,,,,
36,2003,2003-11-23,11,25.094,DEN,,CHI,L 10-19,*,,,,,0,,,,,0.0%,,,,,,,,,,
37,2003,2003-11-30,12,25.101,DEN,@,OAK,W 22-8,,4,16,4.00,0,1,1,6,6.00,0,100.0%,6.00,1,32,32.00,0,0,0,0.0,,
38,2003,2003-12-07,13,25.108,DEN,,KAN,W 45-27,*,0,0,,0,3,3,32,10.67,1,100.0%,10.67,3,85,28.33,0,1,6,0.0,,
39,2003,2003-12-14,14,25.115,DEN,,CLE,W 23-20,,,,,,1,,,,,0.0%,,,,,,,,,,
40,2003,2003-12-21,15,25.122,DEN,@,IND,W 31-17,*,,,,,0,,,,,0.0%,,,,,,,,,,
41,2004,2004-09-12,1,26.022,DEN,,KAN,W 34-24,*,0,0,,0,1,0,0,,0,0.0%,0.00,2,58,29.00,0,0,0,0.0,,
