ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1996,1996-10-06,5,23.232,BUF,,IND,W 16-13,,,,,,,,
2,1996,1996-10-13,6,23.239,BUF,,MIA,L 7-21,,,,,,,,
3,1996,1996-10-20,7,23.246,BUF,@,NYJ,W 25-22,,,,,,,,
4,1996,1996-10-27,8,23.253,BUF,@,NWE,L 25-28,,,,,,,,
5,1996,1996-11-03,9,23.260,BUF,,WAS,W 38-13,,,,,,,,
6,1996,1996-11-10,10,23.267,BUF,@,PHI,W 24-17,,,,,,,,
7,1996,1996-11-17,11,23.274,BUF,,CIN,W 31-17,,,,,,,,
8,1996,1996-11-24,12,23.281,BUF,,NYJ,W 35-10,,0,0,,0,1,0,0
9,1996,1996-12-01,13,23.288,BUF,@,IND,L 10-13,,,,,,,,
10,1996,1996-12-08,14,23.295,BUF,@,SEA,L 18-26,,,,,,,,
11,1996,1996-12-16,15,23.303,BUF,@,MIA,L 14-16,,,,,,,,
12,1996,1996-12-22,16,23.309,BUF,,KAN,W 20-9,,,,,,,,
13,1997,1997-09-07,2,24.202,BUF,@,NYJ,W 28-22,,0,0,,0,,,
14,1997,1997-09-14,3,24.209,BUF,@,KAN,L 16-22,,0,0,,0,,,
15,1997,1997-09-21,4,24.216,BUF,,IND,W 37-35,,0,0,,0,,,
16,1997,1997-10-12,6,24.237,BUF,@,NWE,L 6-33,,0,0,,0,,,
17,1997,1997-11-02,9,24.258,BUF,,MIA,W 9-6,,0,0,,0,,,
18,1997,1997-11-17,11,24.273,BUF,@,MIA,L 13-30,,0,0,,0,,,
19,1997,1997-11-30,13,24.286,BUF,,NYJ,W 20-10,,0,0,,0,,,
20,1997,1997-12-14,15,24.300,BUF,,JAX,L 14-20,,0,0,,0,,,
21,1997,1997-12-20,16,24.306,BUF,@,GNB,L 21-31,,1,0,0.00,0,0,0,0
22,1998,1998-09-13,2,25.208,BUF,@,MIA,L 7-13,,,,,,,,
23,1998,1998-09-20,3,25.215,BUF,,STL,L 33-34,,,,,,,,
24,1998,1998-10-04,4,25.229,BUF,,SFO,W 26-21,,0,0,,0,1,27,0
25,1998,1998-10-11,5,25.236,BUF,@,IND,W 31-24,,,,,,,,
26,1998,1998-10-18,6,25.243,BUF,,JAX,W 17-16,,,,,,,,
27,1998,1998-10-25,7,25.250,BUF,@,CAR,W 30-14,,0,0,,0,1,0,0
28,1998,1998-11-01,8,25.257,BUF,,MIA,W 30-24,,,,,,,,
29,1998,1998-11-08,9,25.264,BUF,@,NYJ,L 12-34,,,,,,,,
30,1998,1998-11-15,10,25.271,BUF,,NWE,W 13-10,,,,,,,,
31,1998,1998-11-22,11,25.278,BUF,,IND,W 34-11,,,,,,,,
32,1998,1998-11-29,12,25.285,BUF,@,NWE,L 21-25,,,,,,,,
33,1998,1998-12-06,13,25.292,BUF,@,CIN,W 33-20,,,,,,,,
34,1998,1998-12-19,15,25.305,BUF,,NYJ,L 10-17,,,,,,,,
35,1998,1998-12-27,16,25.313,BUF,@,NOR,W 45-33,,,,,,,,
36,1999,1999-09-26,3,26.221,CLE,@,BAL,L 10-17,,,,,,,,
37,1999,1999-10-03,4,26.228,CLE,,NWE,L 7-19,,,,,,,,
38,1999,1999-10-10,5,26.235,CLE,,CIN,L 17-18,,,,,,,,
39,1999,1999-10-17,6,26.242,CLE,@,JAX,L 7-24,,,,,,,,
40,1999,1999-10-24,7,26.249,CLE,@,STL,L 3-34,,,,,,,,
