ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
26,1952,1952-10-05,2,25.271,DTX,,SFO,L 14-37,8,64,8.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
27,1952,1952-10-12,3,25.278,DTX,@,CHI,L 20-38,14,80,5.71,1,0,0,,0,6,14,42.86,96,0,1,36.6,0,0,6.86,3.64
28,1952,1952-10-18,4,25.284,DTX,,GNB,L 14-24,4,-4,-1.00,0,5,129,25.80,1,1,7,14.29,32,0,2,6.5,0,0,4.57,-8.29
29,1952,1952-10-26,5,25.292,DTX,@,SFO,L 21-48,11,49,4.45,0,0,0,,0,3,14,21.43,44,0,1,10.4,0,0,3.14,-0.07
30,1952,1952-11-02,6,25.299,DTX,@,RAM,L 20-42,18,99,5.50,0,0,0,,0,2,13,15.38,26,0,0,39.6,0,0,2.00,2.00
31,1952,1952-11-09,7,25.306,DTX,,RAM,L 6-27,5,1,0.20,0,0,0,,0,1,2,50.00,21,0,0,87.5,0,0,10.50,10.50
32,1952,1952-11-16,8,25.313,DTX,@,DET,L 13-43,4,1,0.25,0,1,2,2.00,0,1,2,50.00,48,0,0,95.8,0,0,24.00,24.00
33,1952,1952-11-23,9,25.320,DTX,@,GNB,L 14-42,4,-3,-0.75,0,5,10,2.00,0,0,2,0.00,0,0,2,0.0,0,0,0.00,-45.00
34,1952,1952-11-27,10,25.324,DTX,,CHI,W 27-23,8,35,4.38,0,0,0,,0,1,1,100.00,20,1,0,158.3,0,0,20.00,40.00
35,1952,1952-12-07,11,25.334,DTX,@,PHI,L 21-38,2,5,2.50,0,0,0,,0,0,0,,0,0,,,,,,
36,1952,1952-12-13,12,25.340,DTX,@,DET,L 6-41,10,70,7.00,0,5,77,15.40,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
37,1953,1953-09-27,1,26.262,BAL,,CHI,W 13-9,7,1,0.14,0,2,6,3.00,0,0,0,,0,0,,,,,,
38,1953,1953-10-03,2,26.268,BAL,,DET,L 17-27,8,46,5.75,0,3,66,22.00,1,1,3,33.33,45,0,1,42.4,0,0,15.00,0.00
39,1953,1953-10-11,3,26.276,BAL,@,CHI,W 16-14,13,35,2.69,0,5,126,25.20,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
40,1953,1953-10-18,4,26.283,BAL,@,GNB,L 14-37,8,35,4.38,0,1,21,21.00,0,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00
41,1953,1953-10-25,5,26.290,BAL,,WAS,W 27-17,8,44,5.50,1,3,42,14.00,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
42,1953,1953-10-31,6,26.296,BAL,,GNB,L 24-35,12,56,4.67,0,1,36,36.00,0,0,0,,0,0,,,,,,
43,1953,1953-11-07,7,26.303,BAL,@,DET,L 7-17,9,32,3.56,0,0,0,,0,0,0,,0,0,,,,,,
44,1953,1953-11-15,8,26.311,BAL,@,PHI,L 14-45,7,7,1.00,0,1,23,23.00,0,3,5,60.00,33,0,1,40.0,0,0,6.60,-2.40
45,1953,1953-11-22,9,26.318,BAL,,RAM,L 13-21,16,136,8.50,1,0,0,,0,6,21,28.57,53,0,2,0.0,0,0,2.52,-1.76
46,1953,1953-11-29,10,26.325,BAL,,SFO,L 21-38,12,76,6.33,0,2,22,11.00,0,5,16,31.25,80,2,1,62.5,0,0,5.00,4.69
47,1953,1953-12-05,11,26.331,BAL,@,RAM,L 2-45,2,11,5.50,0,2,4,2.00,0,0,5,0.00,0,0,0,39.6,0,0,0.00,0.00
48,1954,1954-09-26,1,27.261,BAL,,RAM,L 0-48,2,1,0.50,0,0,0,,0,0,0,,0,0,,,,,,
49,1954,1954-10-16,4,27.281,BAL,@,DET,L 0-35,6,9,1.50,0,0,0,,0,0,0,,0,0,,,,,,
50,1954,1954-10-24,5,27.289,BAL,,GNB,L 6-7,3,40,13.33,0,4,35,8.75,0,0,0,,0,0,,,,,,
51,1954,1954-10-31,6,27.296,BAL,@,WAS,L 21-24,4,-6,-1.50,0,2,22,11.00,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00
52,1954,1954-11-06,7,27.302,BAL,,DET,L 3-27,2,-1,-0.50,0,1,3,3.00,0,0,0,,0,0,,,,,,
53,1954,1954-11-13,8,27.309,BAL,@,GNB,L 13-24,7,42,6.00,0,2,33,16.50,1,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
54,1954,1954-11-21,9,27.317,BAL,,CHI,L 13-28,6,9,1.50,0,2,18,9.00,0,0,0,,0,0,,,,,,
55,1954,1954-11-28,10,27.324,BAL,,SFO,W 17-13,8,32,4.00,0,0,0,,0,0,0,,0,0,,,,,,
56,1954,1954-12-04,11,27.330,BAL,@,RAM,W 22-21,7,16,2.29,0,3,11,3.67,0,0,0,,0,0,,,,,,
57,1954,1954-12-11,12,27.337,BAL,@,SFO,L 7-10,3,15,5.00,0,0,0,,0,0,0,,0,0,,,,,,
58,1955,1955-10-15,4,28.280,PHI,@,PIT,L 7-13,3,-2,-0.67,0,0,0,,0,0,0,,0,0,,,,,,
59,1955,1955-11-20,9,28.316,PHI,@,NYG,L 7-31,0,0,,0,2,11,5.50,0,0,0,,0,0,,,,,,
60,1955,1955-12-04,11,28.330,PHI,,CRD,W 27-3,0,0,,0,1,6,6.00,0,0,0,,0,0,,,,,,
