ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,23.252,NYY,@,SFO,W 21-17,10,29,2.90,0,0,0,,0,0,0,,0,0,,,,,,
2,1950,1950-09-22,2,23.257,NYY,@,RAM,L 28-45,4,29,7.25,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
3,1950,1950-09-29,3,23.264,NYY,,DET,W 44-21,7,19,2.71,1,2,36,18.00,1,0,0,,0,0,,,,,,
4,1950,1950-10-08,4,23.273,NYY,@,GNB,W 44-31,9,33,3.67,1,1,37,37.00,1,0,0,,0,0,,,,,,
5,1950,1950-10-12,5,23.277,NYY,,SFO,W 29-24,10,49,4.90,0,3,56,18.67,1,0,0,,0,0,,,,,,
6,1950,1950-10-19,6,23.284,NYY,,GNB,W 35-17,6,5,0.83,0,2,24,12.00,0,0,0,,0,0,,,,,,
7,1950,1950-10-29,7,23.294,NYY,,CHI,W 38-27,9,75,8.33,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
8,1950,1950-11-12,8,23.308,NYY,@,CHI,L 20-28,10,10,1.00,1,0,0,,0,1,1,100.00,15,0,0,118.7,0,0,15.00,15.00
9,1950,1950-11-19,9,23.315,NYY,,RAM,L 35-43,7,78,11.14,0,3,15,5.00,0,1,2,50.00,50,1,0,135.4,0,0,25.00,35.00
10,1950,1950-11-23,10,23.319,NYY,@,DET,L 14-49,3,21,7.00,0,5,79,15.80,1,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00
11,1950,1950-12-03,11,23.329,NYY,@,NYG,L 7-51,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
12,1950,1950-12-10,12,23.336,NYY,,BAL,W 51-14,1,27,27.00,1,0,0,,1,0,0,,0,0,,,,,,
13,1951,1951-09-28,1,24.263,NYY,@,RAM,L 14-54,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,,,,
14,1951,1951-10-08,2,24.273,NYY,@,DET,L 10-37,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-10-14,3,24.279,NYY,@,CHI,L 21-24,9,26,2.89,0,0,0,,0,0,0,,0,0,,,,,,
16,1951,1951-10-21,4,24.286,NYY,@,DET,T 24-24,4,-1,-0.25,0,1,10,10.00,0,0,0,,0,0,,,,,,
17,1951,1951-10-28,5,24.293,NYY,,GNB,L 27-29,2,24,12.00,0,0,0,,0,0,0,,0,0,,,,,,
18,1951,1951-11-04,6,24.300,NYY,@,NYG,L 31-37,0,0,,1,1,39,39.00,0,3,6,50.00,47,0,0,76.4,0,0,7.83,7.83
19,1951,1951-11-11,7,24.307,NYY,@,SFO,L 14-19,7,19,2.71,0,4,101,25.25,0,0,0,,0,0,,,,,,
20,1951,1951-11-18,8,24.314,NYY,@,RAM,L 21-48,12,166,13.83,2,1,4,4.00,0,3,5,60.00,83,1,0,143.7,0,0,16.60,20.60
21,1951,1951-11-25,9,24.321,NYY,,SFO,T 10-10,13,63,4.85,0,1,0,0.00,0,2,3,66.67,12,0,0,74.3,0,0,4.00,4.00
22,1951,1951-12-02,10,24.328,NYY,@,GNB,W 31-28,5,27,5.40,0,2,8,4.00,0,2,4,50.00,10,0,1,16.7,0,0,2.50,-8.75
23,1951,1951-12-09,11,24.335,NYY,,CHI,L 21-45,0,0,,0,1,36,36.00,1,1,2,50.00,3,0,0,56.2,0,0,1.50,1.50
24,1951,1951-12-16,12,24.342,NYY,,NYG,L 17-27,0,0,,0,1,3,3.00,1,2,13,15.38,96,0,2,18.3,0,0,7.38,0.46
25,1952,1952-09-28,1,25.264,DTX,,NYG,L 6-24,12,22,1.83,0,0,0,,0,1,5,20.00,20,1,0,83.3,0,0,4.00,8.00
