ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
74,1985,1985-10-13,6,26.239,DEN,@,IND,W 15-10,,,,,,,,,,,,,,
75,1985,1985-10-20,7,26.246,DEN,,SEA,W 13-10,0,0,,0,0,0,,0,0,0,0.0,1,28,0
76,1985,1985-10-27,8,26.253,DEN,@,KAN,W 30-10,,,,,,,,,,,,,,
77,1985,1985-11-03,9,26.260,DEN,@,SDG,L 10-30,0,0,,0,0,0,,0,0,0,0.0,1,14,0
78,1985,1985-11-11,10,26.268,DEN,,SFO,W 17-16,,,,,,,,,,,,,,
79,1985,1985-11-17,11,26.274,DEN,,SDG,W 30-24,,,,,,,,,,,,,,
80,1985,1985-11-24,12,26.281,DEN,@,RAI,L 28-31,0,0,,0,0,0,,0,0,0,0.0,1,16,0
81,1985,1985-12-01,13,26.288,DEN,@,PIT,W 31-23,0,0,,0,0,0,,0,1,6,0.0,1,42,1
82,1985,1985-12-08,14,26.295,DEN,,RAI,L 14-17,,,,,,,,,,,,,,
83,1985,1985-12-14,15,26.301,DEN,,KAN,W 14-13,,,,,,,,,,,,,,
84,1985,1985-12-20,16,26.307,DEN,@,SEA,W 27-24,0,0,,0,0,0,,0,0,0,0.0,1,0,0
85,1986,1986-09-07,1,27.203,DEN,,RAI,W 38-36,,,,,0,0,,0,,,,,,
86,1986,1986-09-15,2,27.211,DEN,@,PIT,W 21-10,,,,,0,0,,0,,,,,,
87,1986,1986-09-21,3,27.217,DEN,@,PHI,W 33-7,0,0,,0,0,0,,0,1,6,0.0,1,32,1
88,1986,1986-09-28,4,27.224,DEN,,NWE,W 27-20,,,,,0,0,,0,,,,,,
89,1986,1986-10-05,5,27.231,DEN,,DAL,W 29-14,0,0,,0,0,0,,0,0,0,0.0,1,52,0
90,1986,1986-10-12,6,27.238,DEN,@,SDG,W 31-14,0,0,,0,1,41,41.00,1,1,6,0.0,0,0,0
91,1986,1986-10-20,7,27.246,DEN,@,NYJ,L 10-22,,,,,0,0,,0,,,,,,
92,1986,1986-10-26,8,27.252,DEN,,SEA,W 20-13,,,,,0,0,,0,,,,,,
93,1986,1986-11-02,9,27.259,DEN,@,RAI,W 21-10,0,0,,0,0,0,,0,1,6,0.0,2,64,1
94,1986,1986-11-09,10,27.266,DEN,,SDG,L 3-9,,,,,0,0,,0,,,,,,
95,1986,1986-11-16,11,27.273,DEN,,KAN,W 38-17,,,,,0,0,,0,,,,,,
96,1986,1986-11-23,12,27.280,DEN,@,NYG,L 16-19,,,,,0,0,,0,,,,,,
97,1986,1986-11-30,13,27.287,DEN,,CIN,W 34-28,,,,,0,0,,0,,,,,,
98,1986,1986-12-07,14,27.294,DEN,@,KAN,L 10-37,,,,,0,0,,0,,,,,,
99,1986,1986-12-13,15,27.300,DEN,,WAS,W 31-30,0,0,,0,0,0,,0,0,0,0.0,2,31,0
100,1986,1986-12-20,16,27.307,DEN,@,SEA,L 16-41,,,,,0,0,,0,,,,,,
101,1987,1987-09-13,1,28.209,DEN,,SEA,W 40-17,0,0,,0,0,0,,0,0,0,0.0,1,32,0
102,1987,1987-09-20,2,28.216,DEN,@,GNB,T 17-17,,,,,0,0,,0,,,,,,
103,1987,1987-10-26,6,28.252,DEN,@,MIN,L 27-34,0,0,,0,0,0,,0,0,0,0.0,1,7,0
104,1987,1987-11-01,7,28.258,DEN,,DET,W 34-0,,,,,0,0,,0,,,,,,
105,1987,1987-11-08,8,28.265,DEN,@,BUF,L 14-21,0,0,,0,2,11,5.50,0,0,0,0.0,0,0,0
106,1987,1987-11-16,9,28.273,DEN,,CHI,W 31-29,,,,,0,0,,0,,,,,,
107,1987,1987-11-22,10,28.279,DEN,@,RAI,W 23-17,,,,,0,0,,0,,,,,,
108,1987,1987-11-29,11,28.286,DEN,@,SDG,W 31-17,,,,,0,0,,0,,,,,,
109,1987,1987-12-06,12,28.293,DEN,,NWE,W 31-20,,,,,0,0,,0,,,,,,
110,1987,1987-12-13,13,28.300,DEN,@,SEA,L 21-28,,,,,0,0,,0,,,,,,
111,1987,1987-12-19,14,28.306,DEN,,KAN,W 20-17,,,,,0,0,,0,,,,,,
112,1987,1987-12-27,15,28.314,DEN,,SDG,W 24-0,0,0,,0,0,0,,0,0,0,0.0,2,46,0
113,1988,1988-09-04,1,29.201,DEN,,SEA,L 14-21,0,0,,0,0,0,,0,,,,,,
114,1988,1988-09-11,2,29.208,DEN,,SDG,W 34-3,0,0,,0,0,0,,0,,,,,,
115,1988,1988-09-18,3,29.215,DEN,@,KAN,L 13-20,0,0,,0,0,0,,0,,,,,,
116,1988,1988-09-26,4,29.223,DEN,,RAI,L 27-30,0,0,,0,0,0,,0,,,,,,
117,1988,1988-10-02,5,29.229,DEN,@,SDG,W 12-0,0,0,,0,1,14,14.00,0,0,0,0.0,1,34,0
118,1988,1988-10-09,6,29.236,DEN,@,SFO,W 16-13,0,0,,0,0,0,,0,,,,,,
119,1988,1988-10-16,7,29.243,DEN,,ATL,W 30-14,0,0,,0,0,0,,0,,,,,,
120,1988,1988-10-23,8,29.250,DEN,@,PIT,L 21-39,0,0,,0,0,0,,0,,,,,,
121,1988,1988-10-31,9,29.258,DEN,@,IND,L 23-55,0,0,,0,0,0,,0,,,,,,
122,1988,1988-11-06,10,29.264,DEN,,KAN,W 17-11,0,0,,0,0,0,,0,0,0,0.0,1,2,0
123,1988,1988-11-13,11,29.271,DEN,,CLE,W 30-7,0,0,,0,0,0,,0,,,,,,
124,1988,1988-11-20,12,29.278,DEN,@,NOR,L 0-42,0,0,,0,0,0,,0,,,,,,
125,1988,1988-11-27,13,29.285,DEN,,RAM,W 35-24,1,9,9.00,0,0,0,,0,0,0,0.0,1,0,0
126,1988,1988-12-04,14,29.292,DEN,@,RAI,L 20-21,0,0,,0,1,0,0.00,0,0,0,0.0,1,0,0
127,1988,1988-12-11,15,29.299,DEN,@,SEA,L 14-42,0,0,,0,0,0,,0,,,,,,
128,1988,1988-12-17,16,29.305,DEN,,NWE,W 21-10,0,0,,0,0,0,,0,,,,,,
129,1989,1989-09-17,2,30.213,RAI,@,KAN,L 19-24,,,,,,,,,,,,,,
130,1989,1989-09-24,3,30.220,RAI,@,DEN,L 21-31,,,,,,,,,,,,,,
131,1989,1989-10-01,4,30.227,RAI,,SEA,L 20-24,,,,,,,,,,,,,,
132,1989,1989-10-09,5,30.235,RAI,@,NYJ,W 14-7,,,,,,,,,,,,,,
133,1989,1989-10-15,6,30.241,RAI,,KAN,W 20-14,,,,,,,,,,,,,,
134,1989,1989-10-22,7,30.248,RAI,@,PHI,L 7-10,,,,,,,,,,,,,,
135,1989,1989-10-29,8,30.255,RAI,,WAS,W 37-24,,,,,,,,,,,,,,
136,1989,1989-11-05,9,30.262,RAI,,CIN,W 28-7,,,,,,,,,,,,,,
137,1989,1989-11-12,10,30.269,RAI,@,SDG,L 12-14,0,0,,0,1,11,11.00,0,0,0,0.0,1,0,0
138,1989,1989-11-19,11,30.276,RAI,@,HOU,L 7-23,0,0,,0,0,0,,0,0,0,0.0,1,1,0
139,1989,1989-11-26,12,30.283,RAI,,NWE,W 24-21,,,,,,,,,,,,,,
140,1989,1989-12-03,13,30.290,RAI,,DEN,W 16-13,,,,,,,,,,,,,,
141,1989,1989-12-10,14,30.297,RAI,,PHO,W 16-14,,,,,,,,,,,,,,
142,1989,1989-12-17,15,30.304,RAI,@,SEA,L 17-23,,,,,,,,,,,,,,
143,1989,1989-12-24,16,30.311,RAI,@,NYG,L 17-34,,,,,,,,,,,,,,
144,1990,1990-09-09,1,31.205,RAI,,DEN,W 14-9,0,0,,0,0,0,,0,0,0,0.0,1,4,0
145,1990,1990-09-16,2,31.212,RAI,@,SEA,W 17-13,0,0,,0,0,0,,0,0,0,0.0,1,0,0
146,1990,1990-09-23,3,31.219,RAI,,PIT,W 20-3,,,,,,,,,,,,,,
147,1990,1990-10-07,5,31.233,RAI,@,BUF,L 24-38,,,,,,,,,,,,,,
148,1990,1990-10-14,6,31.240,RAI,,SEA,W 24-17,,,,,,,,,,,,,,
149,1990,1990-10-21,7,31.247,RAI,@,SDG,W 24-9,,,,,,,,,,,,,,
150,1990,1990-11-04,8,31.261,RAI,@,KAN,L 7-9,,,,,,,,,,,,,,
151,1990,1990-11-11,9,31.268,RAI,,GNB,L 16-29,,,,,,,,,,,,,,
152,1990,1990-11-19,10,31.276,RAI,@,MIA,W 13-10,,,,,,,,,,,,,,
153,1990,1990-11-25,11,31.282,RAI,,KAN,L 24-27,,,,,,,,,,,,,,
154,1990,1990-12-02,12,31.289,RAI,@,DEN,W 23-20,,,,,,,,,,,,,,
155,1990,1990-12-10,13,31.297,RAI,@,DET,W 38-31,,,,,,,,,,,,,,
156,1990,1990-12-16,14,31.303,RAI,,CIN,W 24-7,,,,,,,,,,,,,,
157,1990,1990-12-22,15,31.309,RAI,@,MIN,W 28-24,,,,,,,,,,,,,,
158,1990,1990-12-30,16,31.317,RAI,,SDG,W 17-12,0,0,,0,0,0,,0,0,0,0.0,1,15,0
