ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1955,1955-09-25,1,22.130,SFO,,RAM,L 14-23,2,-3,-1.50,0,0,0,,0
2,1955,1955-10-02,2,22.137,SFO,,CLE,L 3-38,1,14,14.00,0,0,0,,0
3,1955,1955-10-23,5,22.158,SFO,,CHI,L 23-34,2,0,0.00,0,0,0,,0
4,1955,1955-10-30,6,22.165,SFO,,DET,W 38-21,1,2,2.00,0,1,78,78.00,1
5,1955,1955-11-06,7,22.172,SFO,@,RAM,L 14-27,0,0,,0,4,51,12.75,1
6,1955,1955-11-13,8,22.179,SFO,@,WAS,L 0-7,0,0,,0,1,64,64.00,0
7,1955,1955-11-20,9,22.186,SFO,@,GNB,L 21-27,0,0,,0,4,122,30.50,2
8,1955,1955-11-27,10,22.193,SFO,@,BAL,L 14-26,3,16,5.33,0,0,0,,0
9,1955,1955-12-04,11,22.200,SFO,,GNB,L 7-28,0,0,,0,1,20,20.00,0
10,1955,1955-12-11,12,22.207,SFO,,BAL,W 35-24,6,8,1.33,0,1,3,3.00,0
