ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-26,3,22.188,NOR,,ATL,L 24-27,,7,13,1.86,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
2,2010,2010-10-03,4,22.195,NOR,,CAR,W 16-14,*,12,67,5.58,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
3,2010,2010-10-10,5,22.202,NOR,@,ARI,L 20-30,,10,39,3.90,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
4,2010,2010-10-17,6,22.209,NOR,@,TAM,W 31-6,*,15,158,10.53,0,1,1,17,17.00,0,100.0%,17.00,0,0,0.0,0,0
5,2010,2010-10-24,7,22.216,NOR,,CLE,L 17-30,*,15,48,3.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
6,2010,2010-10-31,8,22.223,NOR,,PIT,W 20-10,*,7,7,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
7,2010,2010-11-07,9,22.230,NOR,@,CAR,W 34-3,,12,50,4.17,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
8,2010,2010-11-21,10,22.244,NOR,,SEA,W 34-19,,23,99,4.30,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
9,2010,2010-11-25,11,22.248,NOR,@,DAL,W 30-27,,7,38,5.43,2,0,0,0,,0,0.0%,,2,12,0.0,0,0
10,2010,2010-12-05,12,22.258,NOR,@,CIN,W 34-30,,15,117,7.80,2,0,0,0,,0,0.0%,,2,12,0.0,0,0
11,2010,2010-12-12,13,22.265,NOR,,STL,W 31-13,,7,47,6.71,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2010,2011-01-02,16,22.286,NOR,,TAM,L 13-23,,7,33,4.71,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
13,2011,2011-10-30,8,23.222,NOR,@,STL,L 21-31,,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
14,2011,2011-11-06,9,23.229,NOR,,TAM,W 27-16,*,15,67,4.47,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
15,2011,2011-12-11,13,23.264,NOR,@,TEN,W 22-17,,13,53,4.08,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
16,2011,2011-12-18,14,23.271,NOR,@,MIN,W 42-20,,18,74,4.11,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
17,2011,2011-12-26,15,23.279,NOR,,ATL,W 45-16,*,8,35,4.38,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2011,2012-01-01,16,23.285,NOR,,CAR,W 45-17,,19,127,6.68,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
19,2012,2012-11-05,8,24.228,NOR,,PHI,W 28-13,,10,48,4.80,1,1,1,2,2.00,0,100.0%,2.00,1,6,0.0,0,0
20,2012,2012-11-11,9,24.234,NOR,,ATL,W 31-27,,7,72,10.29,1,1,1,13,13.00,0,100.0%,13.00,1,6,0.0,0,0
21,2012,2012-11-18,10,24.241,NOR,@,OAK,W 38-17,,8,37,4.63,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2012,2012-11-25,11,24.248,NOR,,SFO,L 21-31,*,8,34,4.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2012,2012-11-29,12,24.252,NOR,@,ATL,L 13-23,,3,4,1.33,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
24,2012,2012-12-30,16,24.283,NOR,,CAR,L 38-44,*,4,22,5.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
25,2013,2013-09-08,1,25.170,NYJ,,TAM,W 18-17,,10,15,1.50,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
26,2013,2013-09-12,2,25.174,NYJ,@,NWE,L 10-13,,12,52,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
27,2013,2013-09-22,3,25.184,NYJ,,BUF,W 27-20,*,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
28,2013,2013-10-07,5,25.199,NYJ,@,ATL,W 30-28,*,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
29,2013,2013-10-13,6,25.205,NYJ,,PIT,L 6-19,,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
30,2013,2013-10-20,7,25.212,NYJ,,NWE,W 30-27,,34,104,3.06,0,2,1,-2,-2.00,0,50.0%,-1.00,0,0,0.0,0,0
31,2013,2013-10-27,8,25.219,NYJ,@,CIN,L 9-49,,6,11,1.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
32,2013,2013-11-03,9,25.226,NYJ,,NOR,W 26-20,*,18,139,7.72,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
33,2013,2013-11-17,10,25.240,NYJ,@,BUF,L 14-37,,15,98,6.53,1,1,0,0,,0,0.0%,0.00,1,6,0.0,0,0
34,2013,2013-11-24,11,25.247,NYJ,@,BAL,L 3-19,,9,35,3.89,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
35,2013,2013-12-01,12,25.254,NYJ,,MIA,L 3-23,,12,61,5.08,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
36,2013,2013-12-08,13,25.261,NYJ,,OAK,W 37-27,*,18,76,4.22,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
37,2013,2013-12-15,14,25.268,NYJ,@,CAR,L 20-30,*,11,66,6.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
38,2013,2013-12-22,15,25.275,NYJ,,CLE,W 24-13,,20,109,5.45,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
39,2013,2013-12-29,16,25.282,NYJ,@,MIA,W 20-7,*,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
40,2014,2014-09-07,1,26.169,NYJ,,OAK,W 19-14,,10,102,10.20,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
41,2014,2014-09-14,2,26.176,NYJ,@,GNB,L 24-31,,13,44,3.38,1,1,1,3,3.00,0,100.0%,3.00,1,6,0.0,0,0
42,2014,2014-09-22,3,26.184,NYJ,,CHI,L 19-27,,10,44,4.40,0,4,4,52,13.00,0,100.0%,13.00,0,0,0.0,0,0
43,2014,2014-09-28,4,26.190,NYJ,,DET,L 17-24,*,17,84,4.94,0,6,2,16,8.00,0,33.3%,2.67,0,0,0.0,0,0
44,2014,2014-10-05,5,26.197,NYJ,@,SDG,L 0-31,*,9,44,4.89,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
45,2014,2014-10-12,6,26.204,NYJ,,DEN,L 17-31,*,8,7,0.88,0,2,1,14,14.00,0,50.0%,7.00,0,0,0.0,0,0
46,2014,2014-10-16,7,26.208,NYJ,@,NWE,L 25-27,*,21,107,5.10,1,4,4,18,4.50,0,100.0%,4.50,1,6,0.0,0,0
47,2014,2014-10-26,8,26.218,NYJ,,BUF,L 23-43,*,13,43,3.31,2,2,0,0,,0,0.0%,0.00,2,12,0.0,0,0
48,2014,2014-11-02,9,26.225,NYJ,@,KAN,L 10-24,*,8,22,2.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
49,2014,2014-11-09,10,26.232,NYJ,,PIT,W 20-13,,14,51,3.64,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
50,2014,2014-11-24,11,26.247,NYJ,@,BUF,L 3-38,*,7,31,4.43,0,3,3,7,2.33,0,100.0%,2.33,0,0,0.0,0,0
51,2014,2014-12-01,12,26.254,NYJ,,MIA,L 13-16,*,16,62,3.88,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
52,2014,2014-12-07,13,26.260,NYJ,@,MIN,L 24-30,*,16,73,4.56,0,2,1,4,4.00,0,50.0%,2.00,0,0,0.0,0,0
