ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
53,2014,2014-12-14,14,26.267,NYJ,@,TEN,W 16-11,,12,25,2.08,1,1,1,1,1.00,0,100.0%,1.00,1,6,0.0,0,0
54,2014,2014-12-21,15,26.274,NYJ,,NWE,L 16-17,,11,53,4.82,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
55,2014,2014-12-28,16,26.281,NYJ,@,MIA,W 37-24,*,13,29,2.23,0,1,1,8,8.00,1,100.0%,8.00,1,6,0.0,0,0
56,2015,2015-09-13,1,27.175,NYJ,,CLE,W 31-10,*,20,91,4.55,2,1,1,9,9.00,0,100.0%,9.00,2,12,0.0,0,0
57,2015,2015-09-21,2,27.183,NYJ,@,IND,W 20-7,*,14,57,4.07,0,2,2,3,1.50,0,100.0%,1.50,0,0,0.0,0,0
58,2015,2015-10-04,4,27.196,NYJ,@,MIA,W 27-14,*,29,166,5.72,1,2,0,0,,0,0.0%,0.00,1,6,0.0,0,0
59,2015,2015-10-18,5,27.210,NYJ,,WAS,W 34-20,*,20,146,7.30,1,3,3,50,16.67,0,100.0%,16.67,1,6,0.0,0,0
60,2015,2015-10-25,6,27.217,NYJ,@,NWE,L 23-30,*,17,41,2.41,0,2,2,12,6.00,1,100.0%,6.00,1,6,0.0,0,0
61,2015,2015-11-01,7,27.224,NYJ,@,OAK,L 20-34,*,15,17,1.13,0,5,3,24,8.00,0,60.0%,4.80,0,0,0.0,0,0
62,2015,2015-11-08,8,27.231,NYJ,,JAX,W 28-23,*,23,26,1.13,2,3,3,22,7.33,0,100.0%,7.33,2,12,0.0,0,0
63,2015,2015-11-12,9,27.235,NYJ,,BUF,L 17-22,*,18,99,5.50,0,3,2,36,18.00,0,66.7%,12.00,0,0,0.0,0,0
64,2015,2015-11-22,10,27.245,NYJ,@,HOU,L 17-24,*,8,36,4.50,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
65,2015,2015-11-29,11,27.252,NYJ,,MIA,W 38-20,*,21,87,4.14,1,2,2,15,7.50,0,100.0%,7.50,1,6,0.0,0,0
66,2015,2015-12-06,12,27.259,NYJ,@,NYG,W 23-20,*,10,47,4.70,0,5,5,22,4.40,0,100.0%,4.40,0,0,0.0,0,0
67,2015,2015-12-13,13,27.266,NYJ,,TEN,W 30-8,*,22,101,4.59,0,2,1,6,6.00,0,50.0%,3.00,0,0,0.0,0,0
68,2015,2015-12-19,14,27.272,NYJ,@,DAL,W 19-16,*,13,37,2.85,0,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0
69,2015,2015-12-27,15,27.280,NYJ,,NWE,W 26-20,*,11,38,3.45,0,4,4,4,1.00,0,100.0%,1.00,0,0,0.0,0,0
70,2015,2016-01-03,16,27.287,NYJ,@,BUF,L 17-22,,6,81,13.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
71,2016,2016-09-25,3,28.187,JAX,,BAL,L 17-19,,12,14,1.17,0,1,1,9,9.00,0,100.0%,9.00,0,0,0.0,0,0
72,2016,2016-10-02,4,28.194,JAX,,IND,W 30-27,,8,29,3.63,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
73,2016,2016-10-16,5,28.208,JAX,@,CHI,W 17-16,,11,32,2.91,1,2,2,3,1.50,0,100.0%,1.50,1,6,0.0,0,0
74,2016,2016-10-23,6,28.215,JAX,,OAK,L 16-33,,5,48,9.60,0,4,2,3,1.50,0,50.0%,0.75,0,0,0.0,0,0
75,2016,2016-10-27,7,28.219,JAX,@,TEN,L 22-36,,4,6,1.50,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
76,2016,2016-11-06,8,28.229,JAX,@,KAN,L 14-19,,18,107,5.94,0,2,1,0,0.00,0,50.0%,0.00,0,0,0.0,0,0
77,2016,2016-11-13,9,28.236,JAX,,HOU,L 21-24,,9,31,3.44,0,3,2,10,5.00,0,66.7%,3.33,0,0,0.0,0,0
78,2016,2016-11-20,10,28.243,JAX,@,DET,L 19-26,,17,39,2.29,0,6,6,75,12.50,0,100.0%,12.50,0,0,0.0,0,0
79,2016,2016-11-27,11,28.250,JAX,@,BUF,L 21-28,*,9,44,4.89,1,1,1,11,11.00,0,100.0%,11.00,1,6,0.0,0,0
80,2016,2016-12-18,14,28.271,JAX,@,HOU,L 20-21,,10,44,4.40,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
81,2016,2016-12-24,15,28.277,JAX,,TEN,W 38-17,,14,45,3.21,1,6,4,69,17.25,0,66.7%,11.50,1,6,0.0,0,0
82,2017,2017-09-10,1,29.172,JAX,@,HOU,W 29-7,,9,42,4.67,0,2,1,11,11.00,0,50.0%,5.50,0,0,0.0,0,0
83,2017,2017-09-17,2,29.179,JAX,,TEN,L 16-37,,6,17,2.83,0,4,3,31,10.33,0,75.0%,7.75,0,0,0.0,0,0
84,2017,2017-09-24,3,29.186,JAX,,BAL,W 44-7,,6,17,2.83,0,2,2,25,12.50,0,100.0%,12.50,0,0,0.0,0,0
85,2017,2017-10-01,4,29.193,JAX,@,NYJ,L 20-23,,9,42,4.67,0,3,1,2,2.00,0,33.3%,0.67,0,0,0.0,0,0
86,2017,2017-10-08,5,29.200,JAX,@,PIT,W 30-9,,8,41,5.13,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
87,2017,2017-10-15,6,29.207,JAX,,LAR,L 17-27,,2,3,1.50,0,10,9,74,8.22,1,90.0%,7.40,1,6,0.0,0,0
88,2017,2017-10-22,7,29.214,JAX,@,IND,W 27-0,*,17,47,2.76,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
89,2017,2017-11-05,8,29.228,JAX,,CIN,W 23-7,*,20,70,3.50,0,4,3,34,11.33,0,75.0%,8.50,0,0,0.0,0,0
90,2017,2017-11-12,9,29.235,JAX,,LAC,W 20-17,,1,1,1.00,0,2,1,-5,-5.00,0,50.0%,-2.50,0,0,0.0,0,0
91,2017,2017-11-19,10,29.242,JAX,@,CLE,W 19-7,,6,6,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
92,2017,2017-11-26,11,29.249,JAX,@,ARI,L 24-27,,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
93,2017,2017-12-03,12,29.256,JAX,,IND,W 30-10,,4,12,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
94,2017,2017-12-10,13,29.263,JAX,,SEA,W 30-24,,6,48,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
95,2017,2017-12-17,14,29.270,JAX,,HOU,W 45-7,*,17,42,2.47,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
96,2018,2018-09-09,1,30.171,BUF,@,BAL,L 3-47,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
97,2018,2018-09-16,2,30.178,BUF,,LAC,L 20-31,,2,7,3.50,1,2,1,30,30.00,0,50.0%,15.00,1,6,0.0,0,0
98,2018,2018-09-23,3,30.185,BUF,@,MIN,W 27-6,*,20,56,2.80,0,4,3,70,23.33,0,75.0%,17.50,0,0,0.0,0,0
