ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-11,1,23.338,WAS,,NYG,L 24-27,0,0,,0,,,,,,
2,1989,1989-09-17,2,23.344,WAS,,PHI,L 37-42,0,0,,0,,,,,,
3,1989,1989-09-24,3,23.351,WAS,@,DAL,W 30-7,0,0,,0,,,,,,
4,1989,1989-10-01,4,23.358,WAS,@,NOR,W 16-14,0,0,,0,,,,,,
5,1989,1989-10-08,5,24.000,WAS,,PHO,W 30-28,0,0,,0,,,,,,
6,1989,1989-10-15,6,24.007,WAS,@,NYG,L 17-20,0,0,,0,,,,,,
7,1989,1989-10-22,7,24.014,WAS,,TAM,W 32-28,0,0,,0,,,,,,
8,1989,1989-10-29,8,24.021,WAS,@,RAI,L 24-37,0,0,,0,,,,,,
9,1989,1989-11-05,9,24.028,WAS,,DAL,L 3-13,0,0,,0,,,,,,
10,1989,1989-11-12,10,24.035,WAS,@,PHI,W 10-3,0,0,,0,,,,,,
11,1989,1989-11-20,11,24.043,WAS,,DEN,L 10-14,0,0,,0,,,,,,
12,1989,1989-11-26,12,24.049,WAS,,CHI,W 38-14,0,0,,0,,,,,,
13,1989,1989-12-03,13,24.056,WAS,@,PHO,W 29-10,0,0,,0,,,,,,
14,1989,1989-12-10,14,24.063,WAS,,SDG,W 26-21,0,0,,0,,,,,,
15,1989,1989-12-17,15,24.070,WAS,@,ATL,W 31-30,1,0,0.00,0,0,0,0.0,0,0,0
16,1989,1989-12-23,16,24.076,WAS,@,SEA,W 29-0,0,0,,0,,,,,,
17,1990,1990-09-09,1,24.336,WAS,,PHO,W 31-0,0,0,,0,0,0,0.0,2,0,0
18,1990,1990-09-16,2,24.343,WAS,@,SFO,L 13-26,,,,,,,,,,
19,1990,1990-09-23,3,24.350,WAS,,DAL,W 19-15,,,,,,,,,,
20,1990,1990-09-30,4,24.357,WAS,@,PHO,W 38-10,,,,,,,,,,
21,1990,1990-10-14,5,25.006,WAS,,NYG,L 20-24,,,,,,,,,,
22,1990,1990-10-21,6,25.013,WAS,,PHI,W 13-7,,,,,,,,,,
23,1990,1990-10-28,7,25.020,WAS,@,NYG,L 10-21,,,,,,,,,,
24,1990,1990-11-04,8,25.027,WAS,@,DET,W 41-38,,,,,,,,,,
25,1990,1990-11-12,9,25.035,WAS,@,PHI,L 14-28,0,0,,0,0,0,0.0,1,0,0
26,1990,1990-11-18,10,25.041,WAS,,NOR,W 31-17,0,0,,0,0,0,0.0,1,0,0
27,1990,1990-11-22,11,25.045,WAS,@,DAL,L 17-27,0,0,,0,0,0,0.0,1,15,0
28,1990,1990-12-02,12,25.055,WAS,,MIA,W 42-20,0,0,,0,0,0,0.0,1,0,0
29,1990,1990-12-09,13,25.062,WAS,,CHI,W 10-9,,,,,,,,,,
30,1990,1990-12-15,14,25.068,WAS,@,NWE,W 25-10,,,,,,,,,,
31,1990,1990-12-22,15,25.075,WAS,@,IND,L 28-35,,,,,,,,,,
32,1990,1990-12-30,16,25.083,WAS,,BUF,W 29-14,0,0,,0,0,0,0.0,1,5,0
33,1991,1991-09-01,1,25.328,WAS,,DET,W 45-0,,,,,,,,,,
34,1991,1991-09-09,2,25.336,WAS,@,DAL,W 33-31,,,,,,,,,,
35,1991,1991-09-15,3,25.342,WAS,,PHO,W 34-0,,,,,,,,,,
36,1991,1991-09-22,4,25.349,WAS,@,CIN,W 34-27,,,,,,,,,,
37,1991,1991-09-30,5,25.357,WAS,,PHI,W 23-0,,,,,,,,,,
38,1991,1991-10-06,6,25.363,WAS,@,CHI,W 20-7,,,,,,,,,,
39,1991,1991-10-13,7,26.005,WAS,,CLE,W 42-17,,,,,,,,,,
40,1991,1991-10-27,8,26.019,WAS,@,NYG,W 17-13,,,,,,,,,,
41,1991,1991-11-03,9,26.026,WAS,,HOU,W 16-13,,,,,,,,,,
42,1991,1991-11-10,10,26.033,WAS,,ATL,W 56-17,,,,,,,,,,
43,1991,1991-11-17,11,26.040,WAS,@,PIT,W 41-14,0,0,,0,0,0,0.0,1,0,0
44,1991,1991-11-24,12,26.047,WAS,,DAL,L 21-24,0,0,,0,1,6,0.0,1,31,1
45,1991,1991-12-01,13,26.054,WAS,@,RAM,W 27-6,,,,,,,,,,
46,1991,1991-12-08,14,26.061,WAS,@,PHO,W 20-14,0,0,,0,0,0,0.0,1,0,0
47,1991,1991-12-15,15,26.068,WAS,,NYG,W 34-17,,,,,,,,,,
48,1991,1991-12-22,16,26.075,WAS,@,PHI,L 22-24,,,,,,,,,,
49,1992,1992-09-07,1,26.335,WAS,@,DAL,L 10-23,0,0,,0,0,0,0.0,1,25,0
50,1992,1992-09-13,2,26.341,WAS,,ATL,W 24-17,,,,,,,,,,
51,1992,1992-09-20,3,26.348,WAS,,DET,W 13-10,0,0,,0,0,0,0.0,1,33,0
52,1992,1992-10-04,4,26.362,WAS,@,PHO,L 24-27,0,0,,0,0,0,0.0,1,0,0
53,1992,1992-10-12,5,27.004,WAS,,DEN,W 34-3,,,,,,,,,,
54,1992,1992-10-18,6,27.010,WAS,,PHI,W 16-12,,,,,,,,,,
55,1992,1992-10-25,7,27.017,WAS,@,MIN,W 15-13,,,,,,,,,,
56,1992,1992-11-01,8,27.024,WAS,,NYG,L 7-24,,,,,,,,,,
57,1992,1992-11-08,9,27.031,WAS,@,SEA,W 16-3,,,,,,,,,,
58,1992,1992-11-15,10,27.038,WAS,@,KAN,L 16-35,,,,,,,,,,
59,1993,1993-09-05,1,27.332,TAM,,KAN,L 3-27,,,,,,,,,,
