ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1984,1984-09-03,1,21.286,DAL,@,RAM,W 20-13,,,,,,,
2,1984,1984-09-09,2,21.292,DAL,@,NYG,L 7-28,,,,,,,
3,1984,1984-09-16,3,21.299,DAL,,PHI,W 23-17,,,,,,,
4,1984,1984-09-23,4,21.306,DAL,,GNB,W 20-6,,,,,,,
5,1984,1984-09-30,5,21.313,DAL,@,CHI,W 23-14,,,,,,,
6,1984,1984-10-07,6,21.320,DAL,,STL,L 20-31,,,,,,,
7,1984,1984-10-14,7,21.327,DAL,@,WAS,L 14-34,,,,,,,
8,1984,1984-10-21,8,21.334,DAL,,NOR,W 30-27,,,,,,,
9,1984,1984-10-28,9,21.341,DAL,,IND,W 22-3,,,,,,,
10,1984,1984-11-04,10,21.348,DAL,,NYG,L 7-19,,,,,,,
11,1984,1984-11-11,11,21.355,DAL,@,STL,W 24-17,,,,,,,
12,1984,1984-11-18,12,21.362,DAL,@,BUF,L 3-14,,,,,,,
13,1984,1984-11-22,13,22.000,DAL,,NWE,W 20-17,,,,,,,
14,1984,1984-12-02,14,22.010,DAL,@,PHI,W 26-10,,,,,,,
15,1984,1984-12-09,15,22.017,DAL,,WAS,L 28-30,,,,,,,
16,1984,1984-12-17,16,22.025,DAL,@,MIA,L 21-28,,,,,,,
17,1985,1985-09-09,1,22.291,DAL,,WAS,W 44-14,,,,,,,
18,1985,1985-09-15,2,22.297,DAL,@,DET,L 21-26,,,,,,,
19,1985,1985-09-22,3,22.304,DAL,,CLE,W 20-7,,,,,,,
20,1985,1985-09-29,4,22.311,DAL,@,HOU,W 17-10,,,,,,,
21,1985,1985-10-06,5,22.318,DAL,@,NYG,W 30-29,,,,,,,
22,1985,1985-10-13,6,22.325,DAL,,PIT,W 27-13,,,,,,,
