ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
48,1999,1999-12-26,15,27.344,KAN,@,SEA,L 14-23,,6,3,92,30.67,1,50.0%,15.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
49,1999,2000-01-02,16,27.351,KAN,,OAK,L 38-41,,7,4,62,15.50,1,57.1%,8.86,0,0,,0,0,0,,0,0,0,,,,,,3,34,11.33,0,0,0,,0,1,6
50,2000,2000-09-03,1,28.231,NOR,,DET,L 10-14,*,7,5,58,11.60,0,71.4%,8.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
51,2000,2000-09-10,2,28.238,NOR,@,SDG,W 28-27,,15,12,116,9.67,2,80.0%,7.73,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
52,2000,2000-09-17,3,28.245,NOR,@,SEA,L 10-20,*,12,7,68,9.71,0,58.3%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
53,2000,2000-09-24,4,28.252,NOR,,PHI,L 7-21,*,9,3,29,9.67,0,33.3%,3.22,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
54,2000,2000-10-08,5,28.266,NOR,@,CHI,W 31-10,*,9,4,78,19.50,2,44.4%,8.67,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
55,2000,2000-10-15,6,28.273,NOR,,CAR,W 24-6,,9,5,97,19.40,1,55.6%,10.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
56,2000,2000-10-22,7,28.280,NOR,@,ATL,W 21-19,*,7,4,54,13.50,0,57.1%,7.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
57,2000,2000-10-29,8,28.287,NOR,@,ARI,W 21-10,*,6,2,10,5.00,0,33.3%,1.67,1,16,16.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
58,2000,2000-11-05,9,28.294,NOR,,SFO,W 31-15,*,10,10,180,18.00,1,100.0%,18.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
59,2000,2000-11-12,10,28.301,NOR,@,CAR,W 20-10,*,7,5,89,17.80,1,71.4%,12.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
60,2000,2000-11-19,11,28.308,NOR,,OAK,L 22-31,,6,3,33,11.00,0,50.0%,5.50,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
61,2000,2000-11-26,12,28.315,NOR,@,STL,W 31-24,,10,7,77,11.00,0,70.0%,7.70,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
62,2000,2000-12-03,13,28.322,NOR,,DEN,L 23-38,,15,10,170,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
63,2000,2000-12-10,14,28.329,NOR,@,SFO,W 31-27,*,11,5,105,21.00,0,45.5%,9.55,1,-1,-1.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
64,2000,2000-12-17,15,28.336,NOR,,ATL,W 23-7,*,9,7,116,16.57,0,77.8%,12.89,1,-6,-6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
65,2000,2000-12-24,16,28.343,NOR,,STL,L 21-26,,9,5,60,12.00,1,55.6%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
66,2001,2001-09-09,1,29.236,NOR,@,BUF,W 24-6,*,10,6,45,7.50,0,60.0%,4.50,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
67,2001,2001-09-30,2,29.257,NOR,@,NYG,L 13-21,*,17,4,48,12.00,0,23.5%,2.82,1,4,4.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
68,2001,2001-10-07,3,29.264,NOR,,MIN,W 28-15,*,6,1,41,41.00,0,16.7%,6.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
69,2001,2001-10-14,4,29.271,NOR,@,CAR,W 27-25,*,10,4,78,19.50,0,40.0%,7.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
70,2001,2001-10-21,5,29.278,NOR,,ATL,L 13-20,*,6,5,74,14.80,0,83.3%,12.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
71,2001,2001-10-28,6,29.285,NOR,@,STL,W 34-31,*,12,8,121,15.13,2,66.7%,10.08,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
72,2001,2001-11-04,7,29.292,NOR,,NYJ,L 9-16,*,8,5,83,16.60,0,62.5%,10.38,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
73,2001,2001-11-11,8,29.299,NOR,@,SFO,L 27-28,*,10,6,99,16.50,2,60.0%,9.90,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
74,2001,2001-11-18,9,29.306,NOR,,IND,W 34-20,*,9,8,148,18.50,0,88.9%,16.44,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
75,2001,2001-11-25,10,29.313,NOR,@,NWE,L 17-34,*,10,4,97,24.25,0,40.0%,9.70,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
76,2001,2001-12-02,11,29.320,NOR,,CAR,W 27-23,*,18,13,150,11.54,1,72.2%,8.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
77,2001,2001-12-09,12,29.327,NOR,@,ATL,W 28-10,*,10,7,138,19.71,1,70.0%,13.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
78,2001,2001-12-17,13,29.335,NOR,,STL,L 21-34,*,6,3,31,10.33,1,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
79,2001,2001-12-23,14,29.341,NOR,@,TAM,L 21-48,*,11,4,55,13.75,2,36.4%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,2,12
80,2001,2001-12-30,15,29.348,NOR,,WAS,L 10-40,*,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
81,2001,2002-01-06,16,29.355,NOR,,SFO,L 0-38,*,7,3,44,14.67,0,42.9%,6.29,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
82,2002,2002-09-08,1,30.235,NOR,@,TAM,W 26-20,*,11,8,108,13.50,0,72.7%,9.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
83,2002,2002-09-15,2,30.242,NOR,,GNB,W 35-20,*,9,6,120,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
84,2002,2002-09-22,3,30.249,NOR,@,CHI,W 29-23,*,7,6,42,7.00,1,85.7%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
85,2002,2002-09-29,4,30.256,NOR,@,DET,L 21-26,*,13,6,87,14.50,0,46.2%,6.69,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
86,2002,2002-10-06,5,30.263,NOR,,PIT,W 32-29,*,8,5,68,13.60,0,62.5%,8.50,1,2,2.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
87,2002,2002-10-13,6,30.270,NOR,@,WAS,W 43-27,*,7,5,75,15.00,1,71.4%,10.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
88,2002,2002-10-20,7,30.277,NOR,,SFO,W 35-27,*,11,8,109,13.63,2,72.7%,9.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
89,2002,2002-10-27,8,30.284,NOR,,ATL,L 35-37,*,8,5,61,12.20,1,62.5%,7.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
90,2002,2002-11-10,9,30.298,NOR,@,CAR,W 34-24,*,11,6,101,16.83,0,54.5%,9.18,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
91,2002,2002-11-17,10,30.305,NOR,@,ATL,L 17-24,*,5,3,134,44.67,1,60.0%,26.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
92,2002,2002-11-24,11,30.312,NOR,,CLE,L 15-24,*,6,3,47,15.67,0,50.0%,7.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
93,2002,2002-12-01,12,30.319,NOR,,TAM,W 23-20,*,11,5,106,21.20,1,45.5%,9.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
94,2002,2002-12-08,13,30.326,NOR,@,BAL,W 37-25,*,11,7,87,12.43,0,63.6%,7.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
95,2002,2002-12-15,14,30.333,NOR,,MIN,L 31-32,*,9,5,60,12.00,0,55.6%,6.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
96,2002,2002-12-22,15,30.340,NOR,@,CIN,L 13-20,*,13,6,64,10.67,0,46.2%,4.92,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
97,2002,2002-12-29,16,30.347,NOR,,CAR,L 6-10,*,9,4,43,10.75,0,44.4%,4.78,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
98,2003,2003-09-07,1,31.234,NOR,@,SEA,L 10-27,*,9,7,83,11.86,1,77.8%,9.22,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
99,2003,2003-09-14,2,31.241,NOR,,HOU,W 31-10,*,12,10,111,11.10,0,83.3%,9.25,1,2,2.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
100,2003,2003-09-21,3,31.248,NOR,@,TEN,L 12-27,*,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
101,2003,2003-09-28,4,31.255,NOR,,IND,L 21-55,*,6,6,45,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
102,2003,2003-10-05,5,31.262,NOR,@,CAR,L 13-19,*,9,4,56,14.00,1,44.4%,6.22,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
103,2003,2003-10-12,6,31.269,NOR,,CHI,W 20-13,*,11,3,30,10.00,1,27.3%,2.73,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
104,2003,2003-10-19,7,31.276,NOR,@,ATL,W 45-17,*,11,8,133,16.63,1,72.7%,12.09,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6
105,2003,2003-10-26,8,31.283,NOR,,CAR,L 20-23,*,11,6,74,12.33,2,54.5%,6.73,0,0,,0,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,0,0,,0,0,0,,0,2,12
106,2003,2003-11-02,9,31.290,NOR,@,TAM,W 17-14,*,9,4,39,9.75,0,44.4%,4.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
107,2003,2003-11-16,10,31.304,NOR,,ATL,W 23-20,,3,3,21,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
108,2003,2003-11-23,11,31.311,NOR,@,PHI,L 20-33,*,6,4,76,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
109,2003,2003-11-30,12,31.318,NOR,@,WAS,W 24-20,*,10,2,10,5.00,0,20.0%,1.00,1,13,13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
110,2003,2003-12-07,13,31.325,NOR,,TAM,L 7-14,*,12,9,118,13.11,0,75.0%,9.83,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
111,2003,2003-12-14,14,31.332,NOR,,NYG,W 45-7,*,12,9,133,14.78,4,75.0%,11.08,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,4,24
112,2003,2003-12-21,15,31.339,NOR,@,JAX,L 19-20,*,4,2,39,19.50,0,50.0%,9.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0
113,2004,2004-09-12,1,32.240,NOR,,SEA,L 7-21,*,9,6,110,18.33,0,66.7%,12.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
114,2004,2004-09-19,2,32.247,NOR,,SFO,W 30-27,*,9,8,94,11.75,1,88.9%,10.44,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
115,2004,2004-09-26,3,32.254,NOR,@,STL,W 28-25,*,11,7,91,13.00,1,63.6%,8.27,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
116,2004,2004-10-03,4,32.261,NOR,@,ARI,L 10-34,*,9,6,47,7.83,0,66.7%,5.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
117,2004,2004-10-10,5,32.268,NOR,,TAM,L 17-20,*,7,4,40,10.00,1,57.1%,5.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
118,2004,2004-10-17,6,32.275,NOR,,MIN,L 31-38,*,9,7,65,9.29,1,77.8%,7.22,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
119,2004,2004-10-24,7,32.282,NOR,@,OAK,W 31-26,*,14,9,123,13.67,0,64.3%,8.79,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
120,2004,2004-11-07,8,32.296,NOR,@,SDG,L 17-43,*,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
121,2004,2004-11-14,9,32.303,NOR,,KAN,W 27-20,*,8,5,167,33.40,1,62.5%,20.88,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
122,2004,2004-11-21,10,32.310,NOR,,DEN,L 13-34,*,10,5,81,16.20,0,50.0%,8.10,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
123,2004,2004-11-28,11,32.317,NOR,@,ATL,L 21-24,*,12,9,101,11.22,1,75.0%,8.42,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
124,2004,2004-12-05,12,32.324,NOR,,CAR,L 21-32,*,15,8,160,20.00,2,53.3%,10.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,2,12
125,2004,2004-12-12,13,32.331,NOR,@,DAL,W 27-13,*,11,5,84,16.80,1,45.5%,7.64,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
126,2004,2004-12-19,14,32.338,NOR,@,TAM,W 21-17,*,7,4,64,16.00,1,57.1%,9.14,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
127,2004,2004-12-26,15,32.345,NOR,,ATL,W 26-13,*,10,5,76,15.20,0,50.0%,7.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
128,2004,2005-01-02,16,32.352,NOR,@,CAR,W 21-18,*,7,4,75,18.75,1,57.1%,10.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
129,2005,2005-09-11,1,33.238,NOR,@,CAR,W 23-20,*,8,5,66,13.20,0,62.5%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
130,2005,2005-09-19,2,33.246,NOR,,NYG,L 10-27,*,13,9,143,15.89,1,69.2%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6
131,2005,2005-09-25,3,33.252,NOR,@,MIN,L 16-33,*,6,1,11,11.00,0,16.7%,1.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
132,2005,2005-10-16,6,33.273,NOR,,ATL,L 31-34,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
133,2005,2005-10-30,8,33.287,NOR,,MIA,L 6-21,*,12,7,99,14.14,0,58.3%,8.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
134,2005,2005-11-06,9,33.294,NOR,,CHI,L 17-20,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
135,2005,2005-11-20,10,33.308,NOR,@,NWE,L 17-24,*,16,6,80,13.33,0,37.5%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
136,2005,2005-11-27,11,33.315,NOR,@,NYJ,W 21-19,*,7,4,47,11.75,0,57.1%,6.71,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
137,2005,2005-12-04,12,33.322,NOR,,TAM,L 3-10,*,10,2,40,20.00,0,20.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
138,2005,2005-12-12,13,33.330,NOR,@,ATL,L 17-36,*,10,5,54,10.80,0,50.0%,5.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
139,2005,2005-12-18,14,33.336,NOR,,CAR,L 10-27,*,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
140,2005,2005-12-24,15,33.342,NOR,,DET,L 12-13,*,10,6,70,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
141,2005,2006-01-01,16,33.350,NOR,@,TAM,L 13-27,*,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0
