ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.089,PIT,@,CHI,L 15-17,,,,,,,
2,1971,1971-09-26,2,22.096,PIT,,CIN,W 21-10,,,,,,,
3,1971,1971-10-03,3,22.103,PIT,,SDG,W 21-17,,,,,,,
4,1971,1971-10-10,4,22.110,PIT,@,CLE,L 17-27,0,0,,0,1,26,0
5,1971,1971-10-18,5,22.118,PIT,@,KAN,L 16-38,,,,,,,
6,1971,1971-10-24,6,22.124,PIT,,HOU,W 23-16,0,0,,0,1,27,0
7,1971,1971-10-31,7,22.131,PIT,@,BAL,L 21-34,,,,,,,
8,1971,1971-11-07,8,22.138,PIT,,CLE,W 26-9,,,,,,,
9,1971,1971-11-14,9,22.145,PIT,@,MIA,L 21-24,,,,,,,
10,1971,1971-11-21,10,22.152,PIT,,NYG,W 17-13,2,2,1.00,0,0,0,0
11,1971,1971-11-28,11,22.159,PIT,,DEN,L 10-22,,,,,,,
12,1971,1971-12-05,12,22.166,PIT,@,HOU,L 3-29,,,,,,,
13,1972,1972-09-17,1,23.087,PIT,,OAK,W 34-28,,,,,,,
14,1972,1972-09-24,2,23.094,PIT,@,CIN,L 10-15,,,,,,,
15,1972,1972-10-01,3,23.101,PIT,@,STL,W 25-19,0,0,,0,1,0,0
16,1972,1972-10-08,4,23.108,PIT,@,DAL,L 13-17,0,0,,0,1,30,0
17,1972,1972-10-15,5,23.115,PIT,,HOU,W 24-7,,,,,,,
18,1972,1972-10-22,6,23.122,PIT,,NWE,W 33-3,0,0,,0,1,0,0
19,1972,1972-10-29,7,23.129,PIT,@,BUF,W 38-21,0,0,,0,1,35,0
20,1972,1972-11-05,8,23.136,PIT,,CIN,W 40-17,,,,,,,
21,1972,1972-11-12,9,23.143,PIT,,KAN,W 16-7,,,,,,,
22,1972,1972-11-19,10,23.150,PIT,@,CLE,L 24-26,0,0,,0,1,0,0
23,1972,1972-11-26,11,23.157,PIT,,MIN,W 23-10,,,,,,,
24,1972,1972-12-03,12,23.164,PIT,,CLE,W 30-0,,,,,,,
25,1972,1972-12-10,13,23.171,PIT,@,HOU,W 9-3,,,,,,,
26,1972,1972-12-17,14,23.178,PIT,@,SDG,W 24-2,0,0,,0,1,12,0
27,1973,1973-09-16,1,24.086,PIT,,DET,W 24-10,,,,,,,
28,1973,1973-09-23,2,24.093,PIT,,CLE,W 33-6,,,,,,,
29,1973,1973-09-30,3,24.100,PIT,@,HOU,W 36-7,,,,,,,
30,1973,1973-10-07,4,24.107,PIT,,SDG,W 38-21,0,0,,0,1,26,0
31,1973,1973-10-14,5,24.114,PIT,@,CIN,L 7-19,,,,,,,
32,1973,1973-10-21,6,24.121,PIT,,NYJ,W 26-14,0,0,,0,1,38,0
