ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.340,CHI,,CIN,W 17-14,,,,,
2,1989,1989-09-17,2,23.347,CHI,,MIN,W 38-7,,,,,
3,1989,1989-09-24,3,23.354,CHI,@,DET,W 47-27,,1.0,0,0,0
4,1989,1989-10-02,4,23.362,CHI,,PHI,W 27-13,,,,,
5,1989,1989-10-08,5,24.003,CHI,@,TAM,L 35-42,,,,,
6,1989,1989-10-23,7,24.018,CHI,@,CLE,L 7-27,,,,,
7,1989,1989-10-29,8,24.024,CHI,,RAM,W 20-10,,1.0,0,0,0
8,1989,1989-11-05,9,24.031,CHI,@,GNB,L 13-14,,0.5,0,0,0
9,1989,1989-11-12,10,24.038,CHI,@,PIT,W 20-0,,,,,
10,1989,1989-11-19,11,24.045,CHI,,TAM,L 31-32,,1.0,0,0,0
11,1989,1989-11-26,12,24.052,CHI,@,WAS,L 14-38,,1.0,0,0,0
12,1989,1989-12-03,13,24.059,CHI,@,MIN,L 16-27,,0.5,0,0,0
13,1989,1989-12-10,14,24.066,CHI,,DET,L 17-27,,,,,
14,1989,1989-12-17,15,24.073,CHI,,GNB,L 28-40,,,,,
15,1989,1989-12-24,16,24.080,CHI,@,SFO,L 0-26,,,,,
16,1990,1990-09-09,1,24.339,CHI,,SEA,W 17-0,,2.0,0,0,0
17,1990,1990-09-16,2,24.346,CHI,@,GNB,W 31-13,,2.0,0,0,0
18,1990,1990-09-23,3,24.353,CHI,,MIN,W 19-16,,1.0,0,0,0
19,1990,1990-09-30,4,24.360,CHI,@,RAI,L 10-24,,,,,
20,1990,1990-10-07,5,25.002,CHI,,GNB,W 27-13,,,,,
21,1990,1990-10-14,6,25.009,CHI,,RAM,W 38-9,,,,,
22,1990,1990-10-28,7,25.023,CHI,@,PHO,W 31-21,,1.0,0,0,0
23,1990,1990-11-04,8,25.030,CHI,@,TAM,W 26-6,,1.0,0,0,0
24,1990,1990-11-11,9,25.037,CHI,,ATL,W 30-24,,,,,
25,1990,1990-11-18,10,25.044,CHI,@,DEN,W 16-13,,1.0,0,0,0
26,1990,1990-11-25,11,25.051,CHI,@,MIN,L 13-41,,1.0,0,0,0
27,1990,1990-12-02,12,25.058,CHI,,DET,W 23-17,,1.0,0,0,0
28,1990,1990-12-09,13,25.065,CHI,@,WAS,L 9-10,,,,,
29,1990,1990-12-16,14,25.072,CHI,@,DET,L 21-38,,,,,
30,1990,1990-12-23,15,25.079,CHI,,TAM,W 27-14,,,,,
31,1990,1990-12-29,16,25.085,CHI,,KAN,L 10-21,,,,,
32,1991,1991-09-01,1,25.331,CHI,,MIN,W 10-6,,,,,
33,1991,1991-09-08,2,25.338,CHI,@,TAM,W 21-20,,0.5,0,0,0
34,1991,1991-09-15,3,25.345,CHI,,NYG,W 20-17,,,,,
35,1991,1991-09-23,4,25.353,CHI,,NYJ,W 19-13,,,,,
36,1991,1991-11-03,9,26.029,CHI,,DET,W 20-10,,,,,
37,1991,1991-11-11,10,26.037,CHI,@,MIN,W 34-17,,,,,
38,1991,1991-11-17,11,26.043,CHI,@,IND,W 31-17,,,,,
39,1991,1991-11-24,12,26.050,CHI,,MIA,L 13-16,,,,,
40,1991,1991-11-28,13,26.054,CHI,@,DET,L 6-16,,,,,
41,1991,1991-12-08,14,26.064,CHI,,GNB,W 27-13,,1.0,0,0,0
42,1991,1991-12-14,15,26.070,CHI,,TAM,W 27-0,,,,,
43,1991,1991-12-23,16,26.079,CHI,@,SFO,L 14-52,,,,,
44,1992,1992-09-06,1,26.337,CHI,,DET,W 27-24,,1.0,0,0,0
45,1992,1992-09-13,2,26.344,CHI,@,NOR,L 6-28,,1.0,0,0,0
46,1992,1992-09-21,3,26.352,CHI,,NYG,L 14-27,,,,,
