ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-10-10,4,23.252,IND,,MIA,L 31-34,,1,1,3,3.00,0,100.0%,3.00,0,0,,0
2,1999,1999-10-17,5,23.259,IND,@,NYJ,W 16-13,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0
3,1999,1999-10-24,6,23.266,IND,,CIN,W 31-10,,1,0,0,,0,0.0%,0.00,1,3,3.00,0
4,1999,1999-10-31,7,23.273,IND,,DAL,W 34-24,,,,,,,0.0%,,,,,
5,1999,1999-11-07,8,23.280,IND,,KAN,W 25-17,*,1,1,21,21.00,0,100.0%,21.00,0,0,,0
6,1999,1999-11-14,9,23.287,IND,@,NYG,W 27-19,*,,,,,,0.0%,,,,,
7,1999,1999-11-21,10,23.294,IND,@,PHI,W 44-17,,2,1,4,4.00,0,50.0%,2.00,0,0,,0
8,1999,1999-11-28,11,23.301,IND,,NYJ,W 13-6,,,,,,,0.0%,,,,,
9,1999,1999-12-05,12,23.308,IND,@,MIA,W 37-34,,0,,,,,0.0%,,,,,
10,1999,1999-12-12,13,23.315,IND,,NWE,W 20-15,,0,,,,,0.0%,,,,,
11,1999,1999-12-19,14,23.322,IND,,WAS,W 24-21,,1,,,,,0.0%,,,,,
12,1999,1999-12-26,15,23.329,IND,@,CLE,W 29-28,,,,,,,0.0%,,,,,
13,1999,2000-01-02,16,23.336,IND,@,BUF,L 6-31,,,,,,,0.0%,,,,,
14,2000,2000-10-15,6,24.258,IND,@,SEA,W 37-24,,0,,,,,0.0%,,,,,
15,2000,2000-10-29,8,24.272,IND,,DET,W 30-18,,,,,,,0.0%,,,,,
16,2000,2000-11-12,10,24.286,IND,,NYJ,W 23-15,,,,,,,0.0%,,,,,
17,2000,2000-11-19,11,24.293,IND,@,GNB,L 24-26,,,,,,,0.0%,,,,,
18,2000,2000-11-26,12,24.300,IND,,MIA,L 14-17,,,,,,,0.0%,,,,,
19,2000,2000-12-03,13,24.307,IND,@,NYJ,L 17-27,,,,,,,0.0%,,,,,
20,2000,2000-12-11,14,24.315,IND,,BUF,W 44-20,,,,,,,0.0%,,,,,
