ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.156,CHI,,GNB,L 9-16,0,0,,0,,,,,,
2,1981,1981-09-13,2,22.163,CHI,@,SFO,L 17-28,0,0,,0,,,,,,
3,1981,1981-09-20,3,22.170,CHI,,TAM,W 28-17,0,0,,0,,,,,,
4,1981,1981-09-28,4,22.178,CHI,,RAM,L 7-24,0,0,,0,,,,,,
5,1981,1981-10-04,5,22.184,CHI,@,MIN,L 21-24,0,0,,0,,,,,,
6,1981,1981-10-11,6,22.191,CHI,,WAS,L 7-24,1,15,15.00,0,0,0,0.0,0,0,0
7,1981,1981-10-19,7,22.199,CHI,@,DET,L 17-48,2,28,14.00,0,0,0,0.0,0,0,0
8,1981,1981-10-25,8,22.205,CHI,,SDG,W 20-17,0,0,,0,,,,,,
9,1981,1981-11-01,9,22.212,CHI,@,TAM,L 10-20,1,13,13.00,0,0,0,0.0,0,0,0
10,1981,1981-11-08,10,22.219,CHI,@,KAN,W 16-13,0,0,,0,,,,,,
11,1981,1981-11-15,11,22.226,CHI,@,GNB,L 17-21,2,21,10.50,0,0,0,0.0,0,0,0
12,1981,1981-12-06,14,22.247,CHI,,MIN,W 10-9,0,0,,0,,,,,,
13,1981,1981-12-20,16,22.261,CHI,,DEN,W 35-24,0,0,,0,,,,,,
14,1982,1982-09-12,1,23.162,CHI,@,DET,L 10-17,,,,,,,,,,
15,1982,1982-09-19,2,23.169,CHI,,NOR,L 0-10,,,,,,,,,,
16,1982,1982-11-21,3,23.232,CHI,,DET,W 20-17,,,,,,,,,,
17,1982,1982-11-28,4,23.239,CHI,@,MIN,L 7-35,0,0,,0,0,0,0.0,1,0,0
18,1982,1982-12-05,5,23.246,CHI,,NWE,W 26-13,0,0,,0,0,0,1.0,0,0,0
19,1982,1982-12-12,6,23.253,CHI,@,SEA,L 14-20,,,,,,,,,,
20,1982,1982-12-19,7,23.260,CHI,,STL,L 7-10,0,0,,0,0,0,0.0,1,0,0
21,1982,1982-12-26,8,23.267,CHI,@,RAM,W 34-26,,,,,,,,,,
22,1982,1983-01-02,9,23.274,CHI,@,TAM,L 23-26,,,,,,,,,,
23,1983,1983-09-04,1,24.154,CHI,,ATL,L 17-20,,,,,,,,,,
24,1983,1983-09-11,2,24.161,CHI,,TAM,W 17-10,,,,,,,,,,
25,1983,1983-09-18,3,24.168,CHI,@,NOR,L 31-34,0,0,,0,0,0,0.0,1,5,0
26,1983,1983-09-25,4,24.175,CHI,@,BAL,L 19-22,0,0,,0,0,0,0.0,1,0,0
27,1983,1983-10-02,5,24.182,CHI,,DEN,W 31-14,0,0,,0,1,6,0.0,1,11,1
28,1983,1983-10-09,6,24.189,CHI,,MIN,L 14-23,,,,,,,,,,
29,1983,1983-10-16,7,24.196,CHI,@,DET,L 17-31,,,,,,,,,,
30,1983,1983-10-23,8,24.203,CHI,@,PHI,W 7-6,,,,,,,,,,
31,1983,1983-10-30,9,24.210,CHI,,DET,L 17-38,,,,,,,,,,
32,1983,1983-11-06,10,24.217,CHI,@,RAM,L 14-21,,,,,,,,,,
33,1983,1983-11-13,11,24.224,CHI,,PHI,W 17-14,0,0,,0,0,0,0.0,1,14,0
34,1983,1983-11-20,12,24.231,CHI,@,TAM,W 27-0,,,,,,,,,,
35,1983,1983-11-27,13,24.238,CHI,,SFO,W 13-3,,,,,,,,,,
36,1983,1983-12-04,14,24.245,CHI,@,GNB,L 28-31,0,0,,0,0,0,0.0,2,75,0
