ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,22.276,BUF,,MIA,L 0-13,1,18,18.00,0,0,0,0,0,0
2,1977,1977-09-25,2,22.283,BUF,@,DEN,L 6-26,,,,,,,,,
3,1977,1977-10-02,3,22.290,BUF,@,BAL,L 14-17,,,,,,,,,
4,1977,1977-10-09,4,22.297,BUF,,NYJ,L 19-24,,,,,,,,,
5,1977,1977-10-16,5,22.304,BUF,,ATL,W 3-0,,,,,,,,,
6,1977,1977-10-23,6,22.311,BUF,,CLE,L 16-27,,,,,,,,,
7,1977,1977-10-30,7,22.318,BUF,@,SEA,L 17-56,,,,,,,,,
8,1977,1977-11-06,8,22.325,BUF,@,NWE,W 24-14,,,,,,,,,
9,1977,1977-11-13,9,22.332,BUF,,BAL,L 13-31,,,,,,,,,
10,1977,1977-11-20,10,22.339,BUF,,NWE,L 7-20,,,,,,,,,
11,1977,1977-11-28,11,22.347,BUF,@,OAK,L 13-34,,,,,,,,,
12,1977,1977-12-04,12,22.353,BUF,,WAS,L 0-10,,,,,,,,,
13,1977,1977-12-11,13,22.360,BUF,@,NYJ,W 14-10,,,,,,,,,
14,1977,1977-12-17,14,23.001,BUF,@,MIA,L 14-31,,,,,,,,,
15,1978,1978-09-03,1,23.261,BUF,,PIT,L 17-28,,,,,,,,,
16,1978,1978-09-10,2,23.268,BUF,,NYJ,L 20-21,0,0,,0,1,6,1,85,1
17,1978,1978-09-17,3,23.275,BUF,@,MIA,L 24-31,,,,,,,,,
18,1978,1978-09-24,4,23.282,BUF,,BAL,W 24-17,0,0,,0,0,0,1,10,0
19,1978,1978-10-01,5,23.289,BUF,,KAN,W 28-13,,,,,,,,,
20,1978,1978-10-08,6,23.296,BUF,@,NYJ,L 14-45,,,,,,,,,
21,1978,1978-10-15,7,23.303,BUF,@,HOU,L 10-17,,,,,,,,,
22,1978,1978-10-22,8,23.310,BUF,,CIN,W 5-0,,,,,,,,,
23,1978,1978-10-29,9,23.317,BUF,@,CLE,L 20-41,,,,,,,,,
24,1978,1978-11-05,10,23.324,BUF,,NWE,L 10-14,,,,,,,,,
25,1978,1978-11-12,11,23.331,BUF,,MIA,L 24-25,,,,,,,,,
26,1978,1978-11-19,12,23.338,BUF,@,TAM,L 10-31,,,,,,,,,
27,1978,1978-11-26,13,23.345,BUF,,NYG,W 41-17,,,,,,,,,
28,1978,1978-12-03,14,23.352,BUF,@,KAN,L 10-14,,,,,,,,,
29,1978,1978-12-10,15,23.359,BUF,@,NWE,L 24-26,,,,,,,,,
30,1978,1978-12-17,16,24.001,BUF,@,BAL,W 21-14,,,,,,,,,
31,1979,1979-09-02,1,24.260,BUF,,MIA,L 7-9,,,,,,,,,
32,1979,1979-09-09,2,24.267,BUF,,CIN,W 51-24,,,,,,,,,
33,1979,1979-09-16,3,24.274,BUF,@,SDG,L 19-27,,,,,,,,,
34,1979,1979-09-23,4,24.281,BUF,,NYJ,W 46-31,,,,,,,,,
35,1979,1979-09-30,5,24.288,BUF,@,BAL,W 31-13,,,,,,,,,
36,1979,1979-10-07,6,24.295,BUF,,CHI,L 0-7,,,,,,,,,
37,1979,1979-10-14,7,24.302,BUF,@,MIA,L 7-17,,,,,,,,,
38,1979,1979-10-21,8,24.309,BUF,,BAL,L 13-14,,,,,,,,,
39,1979,1979-10-28,9,24.316,BUF,@,DET,W 20-17,,,,,,,,,
40,1979,1979-11-04,10,24.323,BUF,,NWE,L 6-26,,,,,,,,,
41,1979,1979-11-11,11,24.330,BUF,@,NYJ,W 14-12,,,,,,,,,
42,1979,1979-11-18,12,24.337,BUF,,GNB,W 19-12,0,0,,0,0,0,1,0,0
43,1979,1979-11-25,13,24.344,BUF,@,NWE,W 16-13,,,,,,,,,
44,1979,1979-12-02,14,24.351,BUF,,DEN,L 16-19,,,,,,,,,
45,1979,1979-12-09,15,24.358,BUF,@,MIN,L 3-10,,,,,,,,,
46,1979,1979-12-16,16,25.000,BUF,@,PIT,L 0-28,,,,,,,,,
47,1980,1980-09-07,1,25.266,BUF,,MIA,W 17-7,,,,,,,,,
48,1980,1980-09-14,2,25.273,BUF,,NYJ,W 20-10,,,,,,,,,
49,1980,1980-09-21,3,25.280,BUF,@,NOR,W 35-26,,,,,,,,,
50,1980,1980-09-28,4,25.287,BUF,,OAK,W 24-7,,,,,,,,,
51,1980,1980-10-05,5,25.294,BUF,@,SDG,W 26-24,,,,,,,,,
52,1980,1980-10-12,6,25.301,BUF,,BAL,L 12-17,,,,,,,,,
53,1980,1980-10-19,7,25.308,BUF,@,MIA,L 14-17,,,,,,,,,
54,1980,1980-10-26,8,25.315,BUF,,NWE,W 31-13,0,0,,0,0,0,1,11,0
55,1980,1980-11-02,9,25.322,BUF,,ATL,L 14-30,,,,,,,0,30,0
56,1980,1980-11-09,10,25.329,BUF,@,NYJ,W 31-24,,,,,,,,,
57,1980,1980-11-16,11,25.336,BUF,@,CIN,W 14-0,0,0,,0,0,0,1,0,0
58,1980,1980-11-23,12,25.343,BUF,,PIT,W 28-13,,,,,,,,,
59,1980,1980-11-30,13,25.350,BUF,@,BAL,L 24-28,,,,,,,,,
60,1980,1980-12-07,14,25.357,BUF,,RAM,W 10-7,,,,,,,,,
61,1980,1980-12-14,15,25.364,BUF,@,NWE,L 2-24,,,,,,,,,
62,1980,1980-12-21,16,26.005,BUF,@,SFO,W 18-13,,,,,,,,,
63,1981,1981-09-06,1,26.264,BUF,,NYJ,W 31-0,0,0,,0,0,0,1,35,0
64,1981,1981-09-13,2,26.271,BUF,@,BAL,W 35-3,0,0,,0,0,0,1,35,0
65,1981,1981-09-17,3,26.275,BUF,,PHI,L 14-20,,,,,,,,,
66,1981,1981-09-27,4,26.285,BUF,@,CIN,L 24-27,,,,,,,,,
67,1981,1981-10-04,5,26.292,BUF,,BAL,W 23-17,,,,,,,,,
68,1981,1981-10-12,6,26.300,BUF,,MIA,W 31-21,0,0,,0,0,0,1,18,0
69,1981,1981-10-18,7,26.306,BUF,@,NYJ,L 14-33,,,,,,,,,
70,1981,1981-10-25,8,26.313,BUF,,DEN,W 9-7,,,,,,,,,
71,1981,1981-11-01,9,26.320,BUF,,CLE,W 22-13,,,,,,,,,
72,1981,1981-11-09,10,26.328,BUF,@,DAL,L 14-27,,,,,,,,,
73,1981,1981-11-15,11,26.334,BUF,@,STL,L 0-24,,,,,,,,,
74,1981,1981-11-22,12,26.341,BUF,,NWE,W 20-17,,,,,,,,,
75,1981,1981-11-29,13,26.348,BUF,,WAS,W 21-14,,,,,,,,,
76,1981,1981-12-06,14,26.355,BUF,@,SDG,W 28-27,,,,,,,,,
77,1981,1981-12-13,15,26.362,BUF,@,NWE,W 19-10,0,0,,0,0,0,1,25,0
78,1981,1981-12-19,16,27.003,BUF,@,MIA,L 6-16,,,,,,,,,
79,1982,1982-09-12,1,27.270,BUF,,KAN,W 14-9,,,,,,,,,
80,1982,1982-09-16,2,27.274,BUF,,MIN,W 23-22,,,,,,,,,
81,1982,1982-11-21,3,27.340,BUF,,MIA,L 7-9,,,,,,,,,
82,1982,1982-11-28,4,27.347,BUF,,BAL,W 20-0,,,,,,,,,
83,1982,1982-12-05,5,27.354,BUF,@,GNB,L 21-33,,,,,,,,,
84,1982,1982-12-12,6,27.361,BUF,,PIT,W 13-0,0,0,,0,0,0,1,8,0
85,1982,1982-12-19,7,28.003,BUF,@,TAM,L 23-24,,,,,,,,,
86,1982,1982-12-27,8,28.011,BUF,@,MIA,L 10-27,,,,,,,,,
87,1982,1983-01-02,9,28.017,BUF,@,NWE,L 19-30,,,,,,,,,
88,1983,1983-09-04,1,28.262,BUF,,MIA,L 0-12,,,,,,,,,
89,1983,1983-09-11,2,28.269,BUF,@,CIN,W 10-6,,,,,,,,,
90,1983,1983-09-18,3,28.276,BUF,,BAL,W 28-23,,,,,,,,,
91,1983,1983-09-25,4,28.283,BUF,,HOU,W 30-13,,,,,,,,,
92,1983,1983-10-03,5,28.291,BUF,,NYJ,L 10-34,,,,,,,,,
