ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
40,1977,1977-12-11,13,24.261,BUF,@,NYJ,W 14-10,,,,,,,,,,,,
41,1977,1977-12-17,14,24.267,BUF,@,MIA,L 14-31,,,,,,,,,,,,
42,1978,1978-09-03,1,25.162,BUF,,PIT,L 17-28,,,,,,,,,,,,
43,1978,1978-09-10,2,25.169,BUF,,NYJ,L 20-21,,,,,,,,,,,,
44,1978,1978-09-17,3,25.176,BUF,@,MIA,L 24-31,0,0,,0,0,0,,0,2,29,14.50,0
45,1978,1978-09-24,4,25.183,BUF,,BAL,W 24-17,,,,,,,,,,,,
46,1978,1978-10-01,5,25.190,BUF,,KAN,W 28-13,,,,,,,,,,,,
47,1978,1978-10-08,6,25.197,BUF,@,NYJ,L 14-45,,,,,,,,,,,,
48,1978,1978-10-15,7,25.204,BUF,@,HOU,L 10-17,,,,,,,,,,,,
49,1978,1978-10-22,8,25.211,BUF,,CIN,W 5-0,,,,,,,,,,,,
50,1978,1978-10-29,9,25.218,BUF,@,CLE,L 20-41,0,0,,0,0,0,,0,1,0,0.00,0
51,1978,1978-11-05,10,25.225,BUF,,NWE,L 10-14,,,,,,,,,,,,
52,1978,1978-11-12,11,25.232,BUF,,MIA,L 24-25,0,0,,0,0,0,,0,1,12,12.00,0
53,1978,1978-11-19,12,25.239,BUF,@,TAM,L 10-31,,,,,,,,,,,,
54,1978,1978-11-26,13,25.246,BUF,,NYG,W 41-17,,,,,,,,,,,,
55,1978,1978-12-03,14,25.253,BUF,@,KAN,L 10-14,,,,,,,,,,,,
56,1978,1978-12-10,15,25.260,BUF,@,NWE,L 24-26,0,0,,0,0,0,,0,1,19,19.00,0
57,1978,1978-12-17,16,25.267,BUF,@,BAL,W 21-14,,,,,,,,,,,,
