ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1998,1998-09-06,1,23.353,SFO,,NYJ,W 36-30,,,,,,,,,,,0.0%,,,
2,1998,1998-09-14,2,23.361,SFO,@,WAS,W 45-10,,,,,,,,,,,0.0%,,,
3,1998,1998-09-27,3,24.009,SFO,,ATL,W 31-20,,,,,,,,,,,0.0%,,,
4,1998,1998-10-04,4,24.016,SFO,@,BUF,L 21-26,,,,,,,,,,,0.0%,,,
5,1998,1998-10-11,5,24.023,SFO,@,NOR,W 31-0,,0,0,,0,1,1,11,11.00,0,100.0%,11.00,0,0
6,1998,1998-10-18,6,24.030,SFO,,IND,W 34-31,,,,,,,,,,,0.0%,,,
7,1998,1998-10-25,7,24.037,SFO,@,STL,W 28-10,,,,,,,,,,,0.0%,,,
8,1998,1998-11-01,8,24.044,SFO,@,GNB,L 22-36,,,,,,,,,,,0.0%,,,
9,1998,1998-11-08,9,24.051,SFO,,CAR,W 25-23,,,,,,,,,,,0.0%,,,
10,1998,1998-11-15,10,24.058,SFO,@,ATL,L 19-31,,,,,,,,,,,0.0%,,,
11,1998,1998-11-22,11,24.065,SFO,,NOR,W 31-20,,,,,,,,,,,0.0%,,,
12,1998,1998-11-30,12,24.073,SFO,,NYG,W 31-7,,,,,,,,,,,0.0%,,,
13,1998,1998-12-06,13,24.079,SFO,@,CAR,W 31-28,,,,,,,,,,,0.0%,,,
14,1998,1998-12-14,14,24.087,SFO,,DET,W 35-13,,,,,,,,,,,0.0%,,,
15,1998,1998-12-20,15,24.093,SFO,@,NWE,L 21-24,,,,,,,,,,,0.0%,,,
16,1998,1998-12-27,16,24.100,SFO,,STL,W 38-19,,,,,,,,,,,0.0%,,,
17,1999,1999-10-03,4,25.015,SFO,,TEN,W 24-22,,2,4,2.00,0,3,2,27,13.50,0,66.7%,9.00,0,0
18,1999,1999-10-10,5,25.022,SFO,@,STL,L 20-42,*,2,4,2.00,0,2,1,9,9.00,0,50.0%,4.50,0,0
19,1999,1999-10-17,6,25.029,SFO,,CAR,L 29-31,*,1,-3,-3.00,0,7,4,46,11.50,0,57.1%,6.57,0,0
20,1999,1999-10-24,7,25.036,SFO,@,MIN,L 16-40,*,5,20,4.00,0,2,1,4,4.00,0,50.0%,2.00,0,0
21,1999,1999-11-07,8,25.050,SFO,,PIT,L 6-27,*,5,25,5.00,0,2,1,9,9.00,0,50.0%,4.50,0,0
22,1999,1999-11-14,9,25.057,SFO,@,NOR,L 6-24,*,6,26,4.33,0,3,2,19,9.50,0,66.7%,6.33,0,0
23,1999,1999-11-21,10,25.064,SFO,,STL,L 7-23,*,4,16,4.00,1,4,3,25,8.33,0,75.0%,6.25,1,6
24,1999,1999-11-29,11,25.072,SFO,,GNB,L 3-20,,8,47,5.88,0,6,3,26,8.67,0,50.0%,4.33,0,0
25,1999,1999-12-05,12,25.078,SFO,@,CIN,L 30-44,*,4,2,0.50,0,2,2,19,9.50,0,100.0%,9.50,0,0
26,1999,1999-12-12,13,25.085,SFO,,ATL,W 26-7,*,8,26,3.25,2,3,3,14,4.67,0,100.0%,4.67,2,12
27,1999,1999-12-18,14,25.091,SFO,@,CAR,L 24-41,*,1,44,44.00,1,10,6,66,11.00,0,60.0%,6.60,1,6
28,1999,1999-12-26,15,25.099,SFO,,WAS,L 20-26,*,12,65,5.42,0,4,2,6,3.00,0,50.0%,1.50,0,0
29,1999,2000-01-03,16,25.107,SFO,@,ATL,L 29-34,*,0,0,,0,3,2,12,6.00,0,66.7%,4.00,0,0
30,2000,2000-09-03,1,25.351,SFO,@,ATL,L 28-36,*,5,10,2.00,1,3,3,25,8.33,2,100.0%,8.33,3,18
31,2000,2000-09-10,2,25.358,SFO,,CAR,L 22-38,*,4,2,0.50,1,8,3,56,18.67,0,37.5%,7.00,1,6
32,2000,2000-09-17,3,25.365,SFO,@,STL,L 24-41,*,3,10,3.33,0,5,4,47,11.75,1,80.0%,9.40,1,6
33,2000,2000-09-24,4,26.006,SFO,@,DAL,W 41-24,*,4,11,2.75,0,1,1,1,1.00,0,100.0%,1.00,0,0
34,2000,2000-10-01,5,26.013,SFO,,ARI,W 27-20,*,5,17,3.40,0,3,3,8,2.67,0,100.0%,2.67,0,0
35,2000,2000-10-08,6,26.020,SFO,,OAK,L 28-34,*,3,1,0.33,0,2,2,15,7.50,0,100.0%,7.50,0,0
36,2000,2000-10-15,7,26.027,SFO,@,GNB,L 28-31,,1,5,5.00,0,3,3,14,4.67,0,100.0%,4.67,0,0
37,2000,2000-10-22,8,26.034,SFO,@,CAR,L 16-34,*,3,7,2.33,0,7,4,32,8.00,0,57.1%,4.57,0,0
38,2000,2000-10-29,9,26.041,SFO,,STL,L 24-34,*,3,11,3.67,0,4,2,14,7.00,0,50.0%,3.50,0,0
39,2000,2000-11-05,10,26.048,SFO,@,NOR,L 15-31,*,2,11,5.50,0,0,0,0,,0,0.0%,,0,0
