ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1980,1980-09-07,1,24.020,MIN,,ATL,W 24-23,2,17,8.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
2,1980,1980-09-14,2,24.027,MIN,,PHI,L 7-42,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1980,1980-09-21,3,24.034,MIN,@,CHI,W 34-14,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1980,1980-09-28,4,24.041,MIN,@,DET,L 7-27,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
5,1980,1980-10-05,5,24.048,MIN,,PIT,L 17-23,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1980,1980-10-12,6,24.055,MIN,,CHI,W 13-7,1,-4,-4.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0
7,1980,1980-10-19,7,24.062,MIN,@,CIN,L 0-14,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
8,1980,1980-10-26,8,24.069,MIN,@,GNB,L 3-16,4,70,17.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1980,1980-11-02,9,24.076,MIN,@,WAS,W 39-14,3,22,7.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
10,1980,1980-11-09,10,24.083,MIN,,DET,W 34-0,3,73,24.33,1,1,-1,-1.00,0,0,0,,0,0,0,,0,0,,,1,6
11,1980,1980-11-16,11,24.090,MIN,,TAM,W 38-30,4,44,11.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
12,1980,1980-11-23,12,24.097,MIN,,GNB,L 13-25,2,22,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1980,1980-11-30,13,24.104,MIN,@,NOR,W 23-20,,,,,,,,,,,,,,,,,,,,,
14,1980,1980-12-07,14,24.111,MIN,@,TAM,W 21-10,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
15,1980,1980-12-14,15,24.118,MIN,,CLE,W 28-23,7,79,11.29,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
16,1980,1980-12-21,16,24.125,MIN,@,HOU,L 16-20,8,54,6.75,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
17,1981,1981-09-05,1,25.018,MIN,@,TAM,L 13-21,5,60,12.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
