ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1998,1998-11-22,11,23.240,MIN,,GNB,W 28-14,,,,
2,1998,1998-11-26,12,23.244,MIN,@,DAL,W 46-36,,,,
3,1998,1998-12-26,16,23.274,MIN,@,TEN,W 26-16,,,,
4,1999,1999-09-12,1,24.169,MIN,@,ATL,W 17-14,,,,
5,1999,1999-09-19,2,24.176,MIN,,OAK,L 17-22,,,,
6,1999,1999-09-26,3,24.183,MIN,@,GNB,L 20-23,,,,
7,1999,1999-10-03,4,24.190,MIN,,TAM,W 21-14,,,,
8,1999,1999-10-10,5,24.197,MIN,,CHI,L 22-24,,,,
9,1999,1999-10-17,6,24.204,MIN,@,DET,L 23-25,,,,
10,1999,1999-10-24,7,24.211,MIN,,SFO,W 40-16,,,,
11,1999,1999-10-31,8,24.218,MIN,@,DEN,W 23-20,*,,,
12,1999,1999-11-08,9,24.226,MIN,,DAL,W 27-17,,,,
13,1999,1999-11-14,10,24.232,MIN,@,CHI,W 27-24,,,,
14,1999,1999-12-12,13,24.260,MIN,@,KAN,L 28-31,,,,
15,1999,1999-12-20,14,24.268,MIN,,GNB,W 24-20,,,,
16,1999,1999-12-26,15,24.274,MIN,@,NYG,W 34-17,*,1,4,0
17,1999,2000-01-02,16,24.281,MIN,,DET,W 24-17,*,,,
