ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-10-25,6,22.041,SFO,@,HOU,L 21-24,*,6,5,56,11.20,0,83.3%,9.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
2,2009,2009-11-01,7,22.048,SFO,@,IND,L 14-18,*,9,6,81,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
3,2009,2009-11-08,8,22.055,SFO,,TEN,L 27-34,*,8,3,30,10.00,0,37.5%,3.75,0,0,,0,0,0,,0,,0,0,0.0,1,0
4,2009,2009-11-12,9,22.059,SFO,,CHI,W 10-6,*,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,0,,0,,0,0,0.0,1,0
5,2009,2009-11-22,10,22.069,SFO,@,GNB,L 24-30,*,6,4,77,19.25,1,66.7%,12.83,0,0,,0,0,0,,0,,1,6,0.0,0,0
6,2009,2009-11-29,11,22.076,SFO,,JAX,W 20-3,*,8,4,54,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2009,2009-12-06,12,22.083,SFO,@,SEA,L 17-20,*,12,6,60,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2009,2009-12-14,13,22.091,SFO,,ARI,W 24-9,*,10,5,67,13.40,1,50.0%,6.70,0,0,,0,0,0,,0,,1,6,0.0,0,0
9,2009,2009-12-20,14,22.097,SFO,@,PHI,L 13-27,*,7,4,26,6.50,0,57.1%,3.71,0,0,,0,0,0,,0,,0,0,0.0,1,0
10,2009,2009-12-27,15,22.104,SFO,,DET,W 20-6,*,5,4,68,17.00,0,80.0%,13.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
11,2009,2010-01-03,16,22.111,SFO,@,STL,W 28-6,*,8,3,58,19.33,0,37.5%,7.25,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2010,2010-09-12,1,22.363,SFO,@,SEA,L 6-31,*,8,2,12,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
13,2010,2010-09-20,2,23.006,SFO,,NOR,L 22-25,*,3,1,32,32.00,0,33.3%,10.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2010,2010-09-26,3,23.012,SFO,@,KAN,L 10-31,*,8,3,37,12.33,0,37.5%,4.63,0,0,,0,0,0,,0,,0,0,0.0,0,0
15,2010,2010-10-03,4,23.019,SFO,@,ATL,L 14-16,*,6,5,58,11.60,0,83.3%,9.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2010,2010-10-10,5,23.026,SFO,,PHI,L 24-27,*,14,9,105,11.67,1,64.3%,7.50,0,0,,0,0,0,,0,,1,6,0.0,1,0
17,2010,2010-10-17,6,23.033,SFO,,OAK,W 17-9,*,6,4,57,14.25,1,66.7%,9.50,0,0,,0,0,0,,0,,1,6,0.0,0,0
18,2010,2010-10-24,7,23.040,SFO,@,CAR,L 20-23,*,5,4,31,7.75,0,80.0%,6.20,0,0,,0,0,0,,0,,0,0,0.0,1,0
