ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,22.255,CLE,,PHI,L 16-17,,6,1,12,12.00,0,16.7%,2.00,1,35,35.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
2,2012,2012-09-16,2,22.262,CLE,@,CIN,L 27-34,*,0,0,0,,0,0.0%,,2,15,7.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2012,2012-09-23,3,22.269,CLE,,BUF,L 14-24,,4,2,44,22.00,1,50.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
4,2012,2012-09-27,4,22.273,CLE,@,BAL,L 16-23,,5,2,26,13.00,0,40.0%,5.20,1,0,0.00,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,1,40,40.00,0,0,0,0.0,0,0
5,2012,2012-10-21,7,22.297,CLE,@,IND,L 13-17,,5,3,33,11.00,0,60.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
6,2012,2012-10-28,8,22.304,CLE,,SDG,W 7-6,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
7,2012,2012-11-04,9,22.311,CLE,,BAL,L 15-25,,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2012,2012-11-18,10,22.325,CLE,@,DAL,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2012,2012-11-25,11,22.332,CLE,,PIT,W 20-14,,1,0,0,,0,0.0%,0.00,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,0,0,0.0,0,0
10,2012,2012-12-02,12,22.339,CLE,@,OAK,W 20-17,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
11,2012,2012-12-09,13,22.346,CLE,,KAN,W 30-7,,0,0,0,,0,0.0%,,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,93,93.00,1,0,6,0.0,0,0
12,2012,2012-12-16,14,22.353,CLE,,WAS,L 21-38,,1,1,69,69.00,1,100.0%,69.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6,0.0,0,0
