ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
31,1984,1984-10-14,7,24.056,NOR,,RAM,L 10-28,,1,1,100.0,1,1,100.0,0,4
32,1984,1984-10-21,8,24.063,NOR,@,DAL,L 27-30,,3,3,100.0,2,3,66.7,0,9
33,1984,1984-10-28,9,24.070,NOR,@,CLE,W 16-14,,1,1,100.0,3,3,100.0,0,10
34,1984,1984-11-04,10,24.077,NOR,,GNB,L 13-23,,1,1,100.0,2,2,100.0,0,7
35,1984,1984-11-11,11,24.084,NOR,@,ATL,W 17-13,,2,2,100.0,1,3,33.3,0,5
36,1984,1984-11-19,12,24.092,NOR,,PIT,W 27-24,,3,3,100.0,2,2,100.0,0,9
37,1984,1984-11-25,13,24.098,NOR,,SFO,L 3-35,,,,,1,2,50.0,0,3
38,1984,1984-12-02,14,24.105,NOR,@,RAM,L 21-34,,3,3,100.0,,,,0,3
39,1984,1984-12-09,15,24.112,NOR,,CIN,L 21-24,,3,3,100.0,,,,0,3
40,1984,1984-12-15,16,24.118,NOR,@,NYG,W 10-3,,1,1,100.0,1,2,50.0,0,4
41,1985,1985-09-08,1,25.020,NOR,,KAN,L 27-47,,3,3,100.0,2,2,100.0,0,9
42,1985,1985-09-15,2,25.027,NOR,@,DEN,L 23-34,,2,3,66.7,1,2,50.0,0,5
43,1985,1985-09-22,3,25.034,NOR,,TAM,W 20-13,,2,2,100.0,2,3,66.7,0,8
44,1985,1985-09-29,4,25.041,NOR,@,SFO,W 20-17,,2,2,100.0,2,3,66.7,0,8
45,1985,1985-10-06,5,25.048,NOR,,PHI,W 23-21,,2,2,100.0,3,3,100.0,0,11
46,1985,1985-10-13,6,25.055,NOR,@,RAI,L 13-23,,1,1,100.0,2,2,100.0,0,7
47,1985,1985-10-20,7,25.062,NOR,@,ATL,L 24-31,,3,3,100.0,1,1,100.0,0,6
48,1985,1985-10-27,8,25.069,NOR,,NYG,L 13-21,,1,1,100.0,2,2,100.0,0,7
49,1985,1985-11-03,9,25.076,NOR,@,RAM,L 10-28,,1,1,100.0,1,1,100.0,0,4
50,1985,1985-11-10,10,25.083,NOR,,SEA,L 3-27,,,,,1,2,50.0,0,3
51,1985,1985-11-17,11,25.090,NOR,@,GNB,L 14-38,,2,2,100.0,,,,0,2
52,1985,1985-11-24,12,25.097,NOR,@,MIN,W 30-23,,3,3,100.0,3,3,100.0,0,12
53,1985,1985-12-01,13,25.104,NOR,,RAM,W 29-3,,2,2,100.0,5,5,100.0,0,17
54,1985,1985-12-08,14,25.111,NOR,@,STL,L 16-28,,1,1,100.0,3,3,100.0,0,10
55,1985,1985-12-15,15,25.118,NOR,,SFO,L 19-31,,1,2,50.0,2,2,100.0,0,7
56,1985,1985-12-22,16,25.125,NOR,,ATL,L 10-16,,1,1,100.0,1,1,100.0,0,4
57,1986,1986-09-07,1,26.019,NOR,,ATL,L 10-31,,1,1,100.0,1,1,100.0,0,4
58,1986,1986-09-14,2,26.026,NOR,,GNB,W 24-10,,3,3,100.0,1,1,100.0,0,6
59,1986,1986-09-21,3,26.033,NOR,@,SFO,L 17-26,,2,2,100.0,1,1,100.0,0,5
60,1986,1986-09-28,4,26.040,NOR,@,NYG,L 17-20,,2,2,100.0,1,1,100.0,0,5
61,1986,1986-10-05,5,26.047,NOR,,WAS,L 6-14,,,,,2,3,66.7,0,6
62,1986,1986-10-12,6,26.054,NOR,@,IND,W 17-14,,2,2,100.0,1,2,50.0,0,5
63,1986,1986-10-19,7,26.061,NOR,,TAM,W 38-7,,5,5,100.0,1,2,50.0,0,8
64,1986,1986-10-26,8,26.068,NOR,@,NYJ,L 23-28,,2,2,100.0,3,3,100.0,0,11
65,1986,1986-11-02,9,26.075,NOR,,SFO,W 23-10,,2,2,100.0,3,3,100.0,0,11
66,1986,1986-11-09,10,26.082,NOR,,RAM,W 6-0,,,,,2,2,100.0,0,6
67,1986,1986-11-16,11,26.089,NOR,@,STL,W 16-7,,1,1,100.0,3,3,100.0,0,10
68,1986,1986-11-23,12,26.096,NOR,@,RAM,L 13-26,,1,1,100.0,2,2,100.0,0,7
69,1986,1986-11-30,13,26.103,NOR,,NWE,L 20-21,,2,2,100.0,2,2,100.0,0,8
70,1986,1986-12-07,14,26.110,NOR,,MIA,L 27-31,,3,3,100.0,2,3,66.7,0,9
71,1986,1986-12-14,15,26.117,NOR,@,ATL,W 14-9,,2,2,100.0,,,,0,2
72,1986,1986-12-21,16,26.124,NOR,@,MIN,L 17-33,,2,2,100.0,1,1,100.0,0,5
73,1987,1987-09-13,1,27.025,NOR,,CLE,W 28-21,,3,3,100.0,1,1,100.0,0,6
74,1987,1987-09-20,2,27.032,NOR,@,PHI,L 17-27,,2,2,100.0,1,1,100.0,0,5
75,1987,1987-10-25,6,27.067,NOR,,SFO,L 22-24,,1,1,100.0,5,7,71.4,0,16
76,1987,1987-11-01,7,27.074,NOR,@,ATL,W 38-0,,5,5,100.0,1,2,50.0,0,8
77,1987,1987-11-08,8,27.081,NOR,@,RAM,W 31-14,,4,4,100.0,1,1,100.0,0,7
78,1987,1987-11-15,9,27.088,NOR,@,SFO,W 26-24,,2,2,100.0,4,5,80.0,0,14
79,1987,1987-11-22,10,27.095,NOR,,NYG,W 23-14,,2,2,100.0,3,3,100.0,0,11
80,1987,1987-11-29,11,27.102,NOR,@,PIT,W 20-16,,2,2,100.0,2,4,50.0,0,8
81,1987,1987-12-06,12,27.109,NOR,,TAM,W 44-34,,5,5,100.0,3,3,100.0,0,14
82,1987,1987-12-13,13,27.116,NOR,,HOU,W 24-10,,3,3,100.0,1,3,33.3,0,6
83,1987,1987-12-20,14,27.123,NOR,@,CIN,W 41-24,,5,5,100.0,2,2,100.0,0,11
84,1987,1987-12-27,15,27.130,NOR,,GNB,W 33-24,,3,3,100.0,4,4,100.0,0,15
85,1988,1988-09-04,1,28.016,NOR,,SFO,L 33-34,,4,4,100.0,1,1,100.0,0,7
86,1988,1988-09-11,2,28.023,NOR,@,ATL,W 29-21,,2,3,66.7,3,3,100.0,0,11
87,1988,1988-09-18,3,28.030,NOR,@,DET,W 22-14,,2,2,100.0,2,3,66.7,0,8
88,1988,1988-09-25,4,28.037,NOR,,TAM,W 13-9,,1,1,100.0,2,3,66.7,0,7
89,1988,1988-10-03,5,28.045,NOR,,DAL,W 20-17,,2,2,100.0,2,2,100.0,0,8
90,1988,1988-10-09,6,28.051,NOR,@,SDG,W 23-17,,2,2,100.0,3,4,75.0,0,11
91,1988,1988-10-16,7,28.058,NOR,@,SEA,W 20-19,,2,2,100.0,2,2,100.0,0,8
92,1988,1988-10-23,8,28.065,NOR,,RAI,W 20-6,,2,2,100.0,2,2,100.0,0,8
93,1988,1988-10-30,9,28.072,NOR,,RAM,L 10-12,,1,1,100.0,1,1,100.0,0,4
94,1988,1988-11-06,10,28.079,NOR,@,WAS,L 24-27,,3,3,100.0,1,3,33.3,0,6
95,1988,1988-11-13,11,28.086,NOR,@,RAM,W 14-10,,2,2,100.0,,1,0.0,0,2
96,1988,1988-11-20,12,28.093,NOR,,DEN,W 42-0,,6,6,100.0,,,,0,6
97,1988,1988-11-27,13,28.100,NOR,,NYG,L 12-13,,,,,4,5,80.0,0,12
98,1988,1988-12-04,14,28.107,NOR,@,MIN,L 3-45,,,,,1,1,100.0,0,3
99,1988,1988-12-11,15,28.114,NOR,@,SFO,L 17-30,,2,2,100.0,1,3,33.3,0,5
100,1988,1988-12-18,16,28.121,NOR,,ATL,W 10-9,,1,1,100.0,1,2,50.0,0,4
101,1989,1989-09-10,1,29.022,NOR,,DAL,W 28-0,,4,4,100.0,,,,0,4
102,1989,1989-09-17,2,29.029,NOR,@,GNB,L 34-35,,4,4,100.0,2,2,100.0,0,10
103,1989,1989-09-24,3,29.036,NOR,@,TAM,L 10-20,,1,1,100.0,1,3,33.3,0,4
104,1989,1989-10-01,4,29.043,NOR,,WAS,L 14-16,,2,2,100.0,,2,0.0,0,2
105,1989,1989-10-08,5,29.050,NOR,,SFO,L 20-24,,2,2,100.0,2,2,100.0,0,8
106,1989,1989-10-15,6,29.057,NOR,,NYJ,W 29-14,,3,3,100.0,2,2,100.0,0,9
107,1989,1989-10-22,7,29.064,NOR,@,RAM,W 40-21,,4,5,80.0,2,2,100.0,0,10
108,1989,1989-10-29,8,29.071,NOR,,ATL,W 20-13,,2,2,100.0,2,3,66.7,0,8
109,1989,1989-11-06,9,29.079,NOR,@,SFO,L 13-31,,1,1,100.0,2,2,100.0,0,7
110,1989,1989-11-12,10,29.085,NOR,@,NWE,W 28-24,,4,4,100.0,,,,0,4
111,1989,1989-11-19,11,29.092,NOR,@,ATL,W 26-17,,3,3,100.0,1,1,100.0,0,6
112,1989,1989-11-26,12,29.099,NOR,,RAM,L 17-20,,2,2,100.0,1,1,100.0,0,5
113,1989,1989-12-03,13,29.106,NOR,@,DET,L 14-21,,2,2,100.0,,1,0.0,0,2
114,1989,1989-12-10,14,29.113,NOR,@,BUF,W 22-19,,1,1,100.0,3,5,60.0,0,10
115,1989,1989-12-18,15,29.121,NOR,,PHI,W 30-20,,4,4,100.0,,1,0.0,0,4
116,1989,1989-12-24,16,29.127,NOR,,IND,W 41-6,,5,5,100.0,2,2,100.0,0,11
117,1990,1990-09-10,1,30.022,NOR,,SFO,L 12-13,,,,,4,4,100.0,0,12
118,1990,1990-09-16,2,30.028,NOR,@,MIN,L 3-32,,,,,1,1,100.0,0,3
119,1990,1990-09-23,3,30.035,NOR,,PHO,W 28-7,,4,4,100.0,,,,0,4
120,1990,1990-10-07,4,30.049,NOR,@,ATL,L 27-28,,3,3,100.0,2,2,100.0,0,9
121,1990,1990-10-14,5,30.056,NOR,,CLE,W 25-20,,2,2,100.0,1,2,50.0,0,5
122,1990,1990-10-21,6,30.063,NOR,@,HOU,L 10-23,,1,1,100.0,1,2,50.0,0,4
123,1990,1990-10-28,7,30.070,NOR,,DET,L 10-27,,1,1,100.0,1,1,100.0,0,4
124,1990,1990-11-04,8,30.077,NOR,@,CIN,W 21-7,,3,3,100.0,,1,0.0,0,3
125,1990,1990-11-11,9,30.084,NOR,,TAM,W 35-7,,5,5,100.0,,,,0,5
126,1990,1990-11-18,10,30.091,NOR,@,WAS,L 17-31,,2,2,100.0,1,1,100.0,0,5
127,1990,1990-11-25,11,30.098,NOR,,ATL,W 10-7,,1,1,100.0,1,2,50.0,0,4
128,1990,1990-12-02,12,30.105,NOR,@,DAL,L 13-17,,1,1,100.0,2,2,100.0,0,7
129,1990,1990-12-09,13,30.112,NOR,@,RAM,W 24-20,,3,3,100.0,1,1,100.0,0,6
130,1990,1990-12-16,14,30.119,NOR,,PIT,L 6-9,,,,,2,2,100.0,0,6
131,1990,1990-12-23,15,30.126,NOR,@,SFO,W 13-10,,1,1,100.0,2,2,100.0,0,7
132,1990,1990-12-31,16,30.134,NOR,,RAM,W 20-17,,2,2,100.0,2,4,50.0,0,8
133,1991,1991-09-01,1,31.013,NOR,,SEA,W 27-24,,3,3,100.0,2,2,100.0,0,9
134,1991,1991-09-08,2,31.020,NOR,@,KAN,W 17-10,,2,2,100.0,1,1,100.0,0,5
135,1991,1991-09-15,3,31.027,NOR,,RAM,W 24-7,,3,3,100.0,1,1,100.0,0,6
136,1991,1991-09-22,4,31.034,NOR,,MIN,W 26-0,,2,2,100.0,4,4,100.0,0,14
137,1991,1991-09-29,5,31.041,NOR,@,ATL,W 27-6,,3,3,100.0,2,2,100.0,0,9
138,1991,1991-10-13,6,31.055,NOR,@,PHI,W 13-6,,1,1,100.0,2,3,66.7,0,7
139,1991,1991-10-20,7,31.062,NOR,,TAM,W 23-7,,2,2,100.0,3,4,75.0,0,11
140,1991,1991-10-27,8,31.069,NOR,,CHI,L 17-20,,2,2,100.0,1,1,100.0,0,5
141,1991,1991-11-03,9,31.076,NOR,@,RAM,W 24-17,,3,3,100.0,1,2,50.0,0,6
142,1991,1991-11-10,10,31.083,NOR,,SFO,W 10-3,,1,1,100.0,1,1,100.0,0,4
143,1991,1991-11-17,11,31.090,NOR,@,SDG,L 21-24,,3,3,100.0,,1,0.0,0,3
144,1991,1991-11-24,12,31.097,NOR,,ATL,L 20-23,,2,2,100.0,2,3,66.7,0,8
145,1991,1991-12-01,13,31.104,NOR,@,SFO,L 24-38,,3,3,100.0,1,1,100.0,0,6
146,1991,1991-12-08,14,31.111,NOR,@,DAL,L 14-23,,2,2,100.0,,1,0.0,0,2
147,1991,1991-12-16,15,31.119,NOR,,RAI,W 27-0,,3,3,100.0,2,3,66.7,0,9
148,1991,1991-12-22,16,31.125,NOR,@,PHO,W 27-3,,3,3,100.0,2,2,100.0,0,9
149,1992,1992-09-06,1,32.018,NOR,@,PHI,L 13-15,,1,1,100.0,2,3,66.7,0,7
150,1992,1992-09-13,2,32.025,NOR,,CHI,W 28-6,,4,4,100.0,,1,0.0,0,4
151,1992,1992-09-20,3,32.032,NOR,@,ATL,W 10-7,,1,1,100.0,1,1,100.0,0,4
152,1992,1992-09-27,4,32.039,NOR,,SFO,L 10-16,,1,1,100.0,1,2,50.0,0,4
153,1992,1992-10-04,5,32.046,NOR,@,DET,W 13-7,,1,1,100.0,2,3,66.7,0,7
154,1992,1992-10-11,6,32.053,NOR,,RAM,W 13-10,,1,1,100.0,2,2,100.0,0,7
155,1992,1992-10-18,7,32.060,NOR,@,PHO,W 30-21,,3,3,100.0,1,1,100.0,0,6
156,1992,1992-11-01,8,32.074,NOR,,TAM,W 23-21,,2,2,100.0,3,4,75.0,0,11
157,1992,1992-11-08,9,32.081,NOR,@,NWE,W 31-14,,4,4,100.0,1,1,100.0,0,7
158,1992,1992-11-15,10,32.088,NOR,@,SFO,L 20-21,,2,2,100.0,2,2,100.0,0,8
159,1992,1992-11-23,11,32.096,NOR,,WAS,W 20-3,,2,2,100.0,2,2,100.0,0,8
160,1992,1992-11-29,12,32.102,NOR,,MIA,W 24-13,,3,3,100.0,1,1,100.0,0,6
161,1992,1992-12-03,13,32.106,NOR,,ATL,W 22-14,,1,1,100.0,5,5,100.0,0,16
162,1992,1992-12-13,14,32.116,NOR,@,RAM,W 37-14,,4,5,80.0,1,1,100.0,0,7
163,1992,1992-12-20,15,32.123,NOR,,BUF,L 16-20,,1,1,100.0,3,3,100.0,0,10
164,1992,1992-12-26,16,32.129,NOR,@,NYJ,W 20-0,,2,2,100.0,2,2,100.0,0,8
165,1993,1993-09-05,1,33.017,NOR,,HOU,W 33-21,,3,3,100.0,4,4,100.0,0,15
166,1993,1993-09-12,2,33.024,NOR,@,ATL,W 34-31,,4,4,100.0,2,4,50.0,0,10
167,1993,1993-09-19,3,33.031,NOR,,DET,W 14-3,,2,2,100.0,,,,0,2
168,1993,1993-09-26,4,33.038,NOR,,SFO,W 16-13,,1,1,100.0,3,4,75.0,0,10
169,1993,1993-10-03,5,33.045,NOR,@,RAM,W 37-6,,4,4,100.0,3,4,75.0,0,13
170,1993,1993-10-17,6,33.059,NOR,@,PIT,L 14-37,,2,2,100.0,,,,0,2
171,1993,1993-10-24,7,33.066,NOR,,ATL,L 15-26,,1,1,100.0,2,2,100.0,0,7
172,1993,1993-10-31,8,33.073,NOR,@,PHO,W 20-17,,2,2,100.0,2,2,100.0,0,8
173,1993,1993-11-14,9,33.087,NOR,,GNB,L 17-19,,2,2,100.0,1,2,50.0,0,5
174,1993,1993-11-22,10,33.095,NOR,@,SFO,L 7-42,,1,1,100.0,,,,0,1
175,1993,1993-11-28,11,33.101,NOR,@,MIN,W 17-14,,2,2,100.0,1,2,50.0,0,5
176,1993,1993-12-05,12,33.108,NOR,@,CLE,L 13-17,,1,1,100.0,2,2,100.0,0,7
177,1993,1993-12-12,13,33.115,NOR,,RAM,L 20-23,,2,2,100.0,2,2,100.0,0,8
178,1993,1993-12-20,14,33.123,NOR,,NYG,L 14-24,,2,2,100.0,,,,0,2
179,1993,1993-12-26,15,33.129,NOR,@,PHI,L 26-37,,2,2,100.0,4,4,100.0,0,14
180,1993,1994-01-02,16,33.136,NOR,,CIN,W 20-13,,2,2,100.0,2,3,66.7,0,8
181,1994,1994-09-04,1,34.016,NOR,,KAN,L 17-30,,2,2,100.0,1,2,50.0,0,5
182,1994,1994-09-11,2,34.023,NOR,,WAS,L 24-38,,1,1,100.0,1,2,50.0,0,4
183,1994,1994-09-18,3,34.030,NOR,@,TAM,W 9-7,,,,,3,3,100.0,0,9
184,1994,1994-09-25,4,34.037,NOR,@,SFO,L 13-24,,1,1,100.0,2,3,66.7,0,7
185,1994,1994-10-02,5,34.044,NOR,,NYG,W 27-22,,3,3,100.0,2,2,100.0,0,9
186,1994,1994-10-09,6,34.051,NOR,@,CHI,L 7-17,,1,1,100.0,,2,0.0,0,1
187,1994,1994-10-16,7,34.058,NOR,,SDG,L 22-36,,2,2,100.0,,2,0.0,0,2
188,1994,1994-10-23,8,34.065,NOR,,RAM,W 37-34,,4,4,100.0,3,3,100.0,0,13
189,1994,1994-11-06,9,34.079,NOR,@,MIN,L 20-21,,2,2,100.0,2,2,100.0,0,8
190,1994,1994-11-13,10,34.086,NOR,,ATL,W 33-32,,3,3,100.0,2,2,100.0,0,9
191,1994,1994-11-20,11,34.093,NOR,@,RAI,L 19-24,,1,1,100.0,,1,0.0,0,1
192,1994,1994-11-28,12,34.101,NOR,,SFO,L 14-35,,2,2,100.0,,,,0,2
193,1994,1994-12-04,13,34.107,NOR,@,RAM,W 31-15,,4,4,100.0,1,1,100.0,0,7
194,1994,1994-12-11,14,34.114,NOR,@,ATL,W 29-20,,2,2,100.0,5,5,100.0,0,17
195,1994,1994-12-19,15,34.122,NOR,,DAL,L 16-24,,1,1,100.0,3,4,75.0,0,10
196,1994,1994-12-24,16,34.127,NOR,@,DEN,W 30-28,,3,3,100.0,3,5,60.0,0,12
197,1995,1995-09-03,1,35.015,ATL,,CAR,W 23-20,,2,2,100.0,3,4,75.0,0,11
198,1995,1995-09-10,2,35.022,ATL,@,SFO,L 10-41,,1,1,100.0,1,1,100.0,0,4
199,1995,1995-09-17,3,35.029,ATL,@,NOR,W 27-24,,1,1,100.0,4,4,100.0,0,13
200,1995,1995-09-24,4,35.036,ATL,,NYJ,W 13-3,,1,1,100.0,2,2,100.0,0,7
201,1995,1995-10-01,5,35.043,ATL,,NWE,W 30-17,,1,1,100.0,5,5,100.0,0,16
202,1995,1995-10-12,6,35.054,ATL,@,STL,L 19-21,,1,1,100.0,,,,0,1
203,1995,1995-10-22,7,35.064,ATL,@,TAM,W 24-21,,3,3,100.0,1,1,100.0,0,6
204,1995,1995-10-29,8,35.071,ATL,,DAL,L 13-28,,1,1,100.0,2,2,100.0,0,7
205,1995,1995-11-05,9,35.078,ATL,,DET,W 34-22,,2,2,100.0,2,4,50.0,0,8
206,1995,1995-11-12,10,35.085,ATL,@,BUF,L 17-23,,2,2,100.0,1,3,33.3,0,5
207,1995,1995-11-19,11,35.092,ATL,,STL,W 31-6,,4,4,100.0,1,2,50.0,0,7
208,1995,1995-11-26,12,35.099,ATL,@,ARI,L 37-40,,4,5,80.0,1,1,100.0,0,7
209,1995,1995-12-03,13,35.106,ATL,@,MIA,L 20-21,,2,2,100.0,,,,0,2
210,1995,1995-12-10,14,35.113,ATL,,NOR,W 19-14,,1,1,100.0,4,4,100.0,0,13
211,1995,1995-12-17,15,35.120,ATL,@,CAR,L 17-21,,2,2,100.0,1,1,100.0,0,5
212,1995,1995-12-24,16,35.127,ATL,,SFO,W 28-27,,1,1,100.0,3,3,100.0,0,10
213,1996,1996-09-01,1,36.013,ATL,@,CAR,L 6-29,,,,,2,3,66.7,0,6
214,1996,1996-09-08,2,36.020,ATL,,MIN,L 17-23,,2,2,100.0,1,2,50.0,0,5
215,1996,1996-09-22,3,36.034,ATL,,PHI,L 18-33,,1,1,100.0,1,1,100.0,0,4
216,1996,1996-09-29,4,36.041,ATL,@,SFO,L 17-39,,2,2,100.0,1,1,100.0,0,5
217,1996,1996-10-06,5,36.048,ATL,@,DET,L 24-28,,3,3,100.0,1,1,100.0,0,6
218,1996,1996-10-13,6,36.055,ATL,,HOU,L 13-23,,1,1,100.0,,,,0,1
219,1996,1996-10-20,7,36.062,ATL,@,DAL,L 28-32,,1,1,100.0,5,5,100.0,0,16
220,1996,1996-10-27,8,36.069,ATL,,PIT,L 17-20,,2,2,100.0,1,1,100.0,0,5
221,1996,1996-11-03,9,36.076,ATL,,CAR,W 20-17,,2,2,100.0,2,2,100.0,0,8
222,1996,1996-11-10,10,36.083,ATL,@,STL,L 16-59,,1,1,100.0,1,1,100.0,0,4
223,1996,1996-11-17,11,36.090,ATL,,NOR,W 17-15,,2,2,100.0,1,4,25.0,0,5
224,1996,1996-11-24,12,36.097,ATL,@,CIN,L 31-41,,4,4,100.0,1,2,50.0,0,7
225,1996,1996-12-02,13,36.105,ATL,,SFO,L 10-34,,1,1,100.0,1,1,100.0,0,4
226,1996,1996-12-08,14,36.111,ATL,@,NOR,W 31-15,,4,4,100.0,1,1,100.0,0,7
227,1996,1996-12-15,15,36.118,ATL,,STL,L 27-34,,3,3,100.0,2,2,100.0,0,9
228,1996,1996-12-22,16,36.125,ATL,@,JAX,L 17-19,,2,2,100.0,1,2,50.0,0,5
229,1997,1997-08-31,1,37.012,ATL,@,DET,L 17-28,,2,2,100.0,1,2,50.0,0,5
230,1997,1997-09-07,2,37.019,ATL,,CAR,L 6-9,,,,,2,2,100.0,0,6
231,1997,1997-09-14,3,37.026,ATL,,OAK,L 31-36,,4,4,100.0,1,1,100.0,0,7
232,1997,1997-09-21,4,37.033,ATL,@,SFO,L 7-34,,1,1,100.0,,,,0,1
233,1997,1997-09-28,5,37.040,ATL,,DEN,L 21-29,,3,3,100.0,,1,0.0,0,3
234,1997,1997-10-12,6,37.054,ATL,@,NOR,W 23-17,,2,2,100.0,3,3,100.0,0,11
235,1997,1997-10-19,7,37.061,ATL,,SFO,L 28-35,,4,4,100.0,,,,0,4
236,1997,1997-10-26,8,37.068,ATL,@,CAR,L 12-21,,,,,2,2,100.0,0,6
237,1997,1997-11-02,9,37.075,ATL,,STL,W 34-31,,4,4,100.0,2,2,100.0,0,10
238,1997,1997-11-09,10,37.082,ATL,,TAM,L 10-31,,1,1,100.0,1,1,100.0,0,4
239,1997,1997-11-16,11,37.089,ATL,@,STL,W 27-21,,3,3,100.0,2,2,100.0,0,9
240,1997,1997-11-23,12,37.096,ATL,,NOR,W 20-3,,2,2,100.0,2,3,66.7,0,8
241,1997,1997-11-30,13,37.103,ATL,@,SEA,W 24-17,,3,3,100.0,1,1,100.0,0,6
242,1997,1997-12-07,14,37.110,ATL,@,SDG,W 14-3,,2,2,100.0,,,,0,2
243,1997,1997-12-14,15,37.117,ATL,,PHI,W 20-17,,2,2,100.0,2,3,66.7,0,8
244,1997,1997-12-21,16,37.124,ATL,@,ARI,L 26-29,,2,2,100.0,4,4,100.0,0,14
245,1998,1998-09-06,1,38.018,ATL,@,CAR,W 19-14,,2,2,100.0,1,1,100.0,0,5
246,1998,1998-09-13,2,38.025,ATL,,PHI,W 17-12,,2,2,100.0,1,1,100.0,0,5
247,1998,1998-09-27,3,38.039,ATL,@,SFO,L 20-31,,2,3,66.7,,,,0,2
248,1998,1998-10-04,4,38.046,ATL,,CAR,W 51-23,,6,6,100.0,3,3,100.0,0,15
249,1998,1998-10-11,5,38.053,ATL,@,NYG,W 34-20,,4,4,100.0,2,2,100.0,0,10
250,1998,1998-10-18,6,38.060,ATL,,NOR,W 31-23,,4,4,100.0,1,2,50.0,0,7
251,1998,1998-10-25,7,38.067,ATL,@,NYJ,L 3-28,,,,,1,1,100.0,0,3
252,1998,1998-11-01,8,38.074,ATL,,STL,W 37-15,,4,4,100.0,3,4,75.0,0,13
253,1998,1998-11-08,9,38.081,ATL,@,NWE,W 41-10,,5,5,100.0,2,3,66.7,0,11
254,1998,1998-11-15,10,38.088,ATL,,SFO,W 31-19,,4,4,100.0,1,1,100.0,0,7
255,1998,1998-11-22,11,38.095,ATL,,CHI,W 20-13,,2,2,100.0,2,2,100.0,0,8
256,1998,1998-11-29,12,38.102,ATL,@,STL,W 21-10,,1,1,100.0,2,2,100.0,0,7
257,1998,1998-12-06,13,38.109,ATL,,IND,W 28-21,,4,4,100.0,,1,0.0,0,4
258,1998,1998-12-13,14,38.116,ATL,@,NOR,W 27-17,,3,3,100.0,2,2,100.0,0,9
259,1998,1998-12-20,15,38.123,ATL,@,DET,W 24-17,,3,3,100.0,1,1,100.0,0,6
260,1998,1998-12-27,16,38.130,ATL,,MIA,W 38-16,,5,5,100.0,1,2,50.0,0,8
