ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-25,1,22.001,CLE,@,PHI,W 41-24,1,0,0.00,0,0,0,0,0,0
2,1960,1960-10-16,3,22.022,CLE,@,DAL,W 48-7,0,0,,0,1,6,1,34,1
3,1961,1961-11-26,11,23.063,CLE,,NYG,L 21-37,1,15,15.00,0,0,0,0,0,0
