ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1990,1990-09-09,1,22.160,IND,@,BUF,L 10-26,
2,1990,1990-09-30,4,22.181,IND,@,PHI,W 24-23,
3,1990,1990-10-07,5,22.188,IND,,KAN,W 23-19,
4,1990,1990-10-21,6,22.202,IND,,DEN,L 17-27,
5,1990,1990-10-28,7,22.209,IND,,MIA,L 7-27,
6,1990,1990-11-05,8,22.217,IND,,NYG,L 7-24,
7,1990,1990-11-11,9,22.223,IND,@,NWE,W 13-10,
8,1990,1990-11-18,10,22.230,IND,,NYJ,W 17-14,
9,1990,1990-11-25,11,22.237,IND,@,CIN,W 34-20,
10,1990,1990-12-02,12,22.244,IND,@,PHO,L 17-20,
11,1990,1990-12-09,13,22.251,IND,,BUF,L 7-31,
12,1990,1990-12-16,14,22.258,IND,@,NYJ,W 29-21,
13,1990,1990-12-22,15,22.264,IND,,WAS,W 35-28,
14,1990,1990-12-30,16,22.272,IND,@,MIA,L 17-23,
15,1991,1991-09-01,1,23.152,IND,,NWE,L 7-16,
16,1991,1991-09-08,2,23.159,IND,@,MIA,L 6-17,
17,1991,1991-09-15,3,23.166,IND,@,RAI,L 0-16,
18,1991,1991-09-22,4,23.173,IND,,DET,L 24-33,
19,1991,1991-09-29,5,23.180,IND,@,SEA,L 3-31,
20,1991,1991-10-06,6,23.187,IND,,PIT,L 3-21,
21,1991,1991-10-13,7,23.194,IND,@,BUF,L 6-42,
22,1991,1991-10-20,8,23.201,IND,,NYJ,L 6-17,
23,1991,1991-11-03,9,23.215,IND,,MIA,L 6-10,
24,1991,1991-11-10,10,23.222,IND,@,NYJ,W 28-27,
25,1991,1991-11-17,11,23.229,IND,,CHI,L 17-31,
26,1991,1991-11-24,12,23.236,IND,@,GNB,L 10-14,
27,1991,1991-12-01,13,23.243,IND,,CLE,L 0-31,
28,1991,1991-12-08,14,23.250,IND,@,NWE,L 17-23,
29,1991,1991-12-15,15,23.257,IND,,BUF,L 7-35,
30,1991,1991-12-22,16,23.264,IND,@,TAM,L 3-17,
31,1992,1992-09-06,1,24.157,IND,,CLE,W 14-3,
32,1992,1992-10-11,5,24.192,IND,,NYJ,W 6-3,
33,1992,1992-10-18,6,24.199,IND,,SDG,L 14-34,
34,1992,1992-10-25,7,24.206,IND,@,MIA,W 31-20,
35,1992,1992-11-01,8,24.213,IND,@,SDG,L 0-26,1.0
36,1992,1992-11-08,9,24.220,IND,,MIA,L 0-28,
37,1992,1992-11-15,10,24.227,IND,,NWE,L 34-37,
38,1992,1992-11-22,11,24.234,IND,@,PIT,L 14-30,
39,1992,1992-11-29,12,24.241,IND,,BUF,W 16-13,
40,1992,1992-12-06,13,24.248,IND,@,NWE,W 6-0,
41,1992,1992-12-13,14,24.255,IND,@,NYJ,W 10-6,
42,1992,1992-12-20,15,24.262,IND,,PHO,W 16-13,
43,1992,1992-12-27,16,24.269,IND,@,CIN,W 21-17,
