ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-24,3,23.352,KAN,@,SDG,L 6-21,,7,83,11.86,0,,,0,0,,0,0,0,,0,0,0
2,1989,1989-10-01,4,23.359,KAN,,CIN,L 17-21,,0,0,,0,,,2,6,3.00,0,0,0,,0,0,0
3,1989,1989-10-08,5,24.001,KAN,@,SEA,W 20-16,,2,11,5.50,0,,,1,0,0.00,0,0,0,,0,0,0
4,1989,1989-10-15,6,24.008,KAN,@,RAI,L 14-20,,2,10,5.00,0,,,2,20,10.00,0,2,38,19.00,0,0,0
5,1989,1989-10-22,7,24.015,KAN,,DAL,W 36-28,,3,29,9.67,0,,,2,18,9.00,0,0,0,,0,0,0
6,1989,1989-10-29,8,24.022,KAN,@,PIT,L 17-23,,4,73,18.25,0,,,0,0,,0,2,38,19.00,0,0,0
7,1989,1989-11-05,9,24.029,KAN,,SEA,W 20-10,,1,12,12.00,0,,,0,0,,0,1,13,13.00,0,0,0
8,1989,1989-11-12,10,24.036,KAN,,DEN,L 13-16,,3,41,13.67,0,,,2,8,4.00,0,2,35,17.50,0,0,0
9,1989,1989-11-19,11,24.043,KAN,@,CLE,T 10-10,,5,33,6.60,0,,,3,11,3.67,0,0,0,,0,0,0
10,1989,1989-11-26,12,24.050,KAN,,HOU,W 34-0,,2,26,13.00,0,,,6,16,2.67,0,0,0,,0,0,0
11,1989,1989-12-03,13,24.057,KAN,,MIA,W 26-21,,0,0,,0,,,0,0,,0,0,0,,0,0,
12,1989,1989-12-10,14,24.064,KAN,@,GNB,W 21-3,,1,8,8.00,0,,,1,8,8.00,0,0,0,,0,0,0
13,1989,1989-12-17,15,24.071,KAN,,SDG,L 13-20,,3,31,10.33,1,,,3,30,10.00,0,5,112,22.40,0,1,6
14,1989,1989-12-24,16,24.078,KAN,@,MIA,W 27-24,,1,15,15.00,0,,,1,4,4.00,0,1,21,21.00,0,0,0
15,1990,1990-09-09,1,24.337,KAN,,MIN,W 24-21,,6,57,9.50,1,,,1,2,2.00,0,1,20,20.00,0,1,6
16,1990,1990-09-17,2,24.345,KAN,@,DEN,L 23-24,,3,32,10.67,0,,,1,6,6.00,0,1,19,19.00,0,0,0
17,1990,1990-09-30,4,24.358,KAN,,CLE,W 34-0,,0,0,,0,,,0,0,,0,0,0,,0,0,
18,1990,1990-10-07,5,25.000,KAN,@,IND,L 19-23,,2,17,8.50,0,,,2,7,3.50,0,0,0,,0,0,0
19,1990,1990-10-14,6,25.007,KAN,,DET,W 43-24,,3,73,24.33,0,,,1,13,13.00,0,2,35,17.50,0,0,0
20,1990,1990-10-21,7,25.014,KAN,@,SEA,L 7-19,,3,21,7.00,0,,,1,3,3.00,0,1,18,18.00,0,0,0
21,1990,1990-11-04,8,25.028,KAN,,RAI,W 9-7,,4,11,2.75,0,,,1,1,1.00,0,0,0,,0,0,0
22,1990,1990-11-11,9,25.035,KAN,,SEA,L 16-17,,0,0,,0,,,1,11,11.00,0,0,0,,0,0,0
23,1990,1990-11-18,10,25.042,KAN,,SDG,W 27-10,,1,3,3.00,0,,,1,2,2.00,0,0,0,,0,0,0
24,1990,1990-11-25,11,25.049,KAN,@,RAI,W 27-24,,1,18,18.00,0,,,1,13,13.00,0,2,24,12.00,0,0,0
25,1990,1990-12-02,12,25.056,KAN,@,NWE,W 37-7,,1,34,34.00,0,,,1,2,2.00,0,1,15,15.00,0,0,0
26,1990,1990-12-09,13,25.063,KAN,,DEN,W 31-20,,4,61,15.25,0,,,2,7,3.50,0,3,51,17.00,0,0,0
27,1990,1990-12-16,14,25.070,KAN,,HOU,L 10-27,,0,0,,0,,,0,0,,0,3,45,15.00,0,0,0
28,1990,1990-12-23,15,25.077,KAN,@,SDG,W 24-21,,3,111,37.00,1,,,0,0,,0,0,0,,0,1,6
