ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1987,1987-10-04,3,25.347,DAL,@,NYJ,W 38-24,5,5,100.0,1,1,100.0,0,8
2,1987,1987-10-11,4,25.354,DAL,,PHI,W 41-22,5,5,100.0,2,3,66.7,0,11
3,1988,1988-09-04,1,26.318,DAL,@,PIT,L 21-24,3,3,100.0,,1,0.0,0,3
4,1988,1988-09-12,2,26.326,DAL,@,PHO,W 17-14,2,2,100.0,1,2,50.0,0,5
5,1988,1988-10-02,5,26.346,PHI,,HOU,W 32-23,3,3,100.0,3,3,100.0,0,12
6,1988,1988-10-10,6,26.354,PHI,,NYG,W 24-13,3,3,100.0,1,1,100.0,0,6
7,1988,1988-10-16,7,26.360,PHI,@,CLE,L 3-19,,,,1,1,100.0,0,3
8,1988,1988-10-23,8,27.001,PHI,,DAL,W 24-23,3,3,100.0,1,1,100.0,0,6
9,1988,1988-10-30,9,27.008,PHI,,ATL,L 24-27,3,3,100.0,1,2,50.0,0,6
10,1988,1988-11-06,10,27.015,PHI,,RAM,W 30-24,3,3,100.0,3,3,100.0,0,12
11,1988,1988-11-13,11,27.022,PHI,@,PIT,W 27-26,3,3,100.0,2,3,66.7,0,9
12,1988,1988-11-20,12,27.029,PHI,@,NYG,W 23-17,2,2,100.0,1,2,50.0,0,5
13,1988,1988-11-27,13,27.036,PHI,,PHO,W 31-21,4,4,100.0,1,1,100.0,0,7
14,1988,1988-12-04,14,27.043,PHI,,WAS,L 19-20,1,2,50.0,2,3,66.7,0,7
15,1988,1988-12-10,15,27.049,PHI,@,PHO,W 23-17,3,3,100.0,,,,0,3
16,1988,1988-12-18,16,27.057,PHI,@,DAL,W 23-7,2,2,100.0,3,4,75.0,0,11
17,1989,1989-09-10,1,27.323,PHI,,SEA,W 31-7,4,4,100.0,1,2,50.0,0,7
18,1989,1989-09-17,2,27.330,PHI,@,WAS,W 42-37,6,6,100.0,,1,0.0,0,6
19,1989,1989-09-24,3,27.337,PHI,,SFO,L 28-38,2,2,100.0,4,4,100.0,0,14
20,1989,1989-10-02,4,27.345,PHI,@,CHI,L 13-27,1,1,100.0,2,3,66.7,0,7
21,1989,1989-10-08,5,27.351,PHI,,NYG,W 21-19,3,3,100.0,,,,0,3
22,1989,1989-10-15,6,27.358,PHI,@,PHO,W 17-5,2,2,100.0,1,2,50.0,0,5
23,1989,1989-10-22,7,28.000,PHI,,RAI,W 10-7,1,1,100.0,1,2,50.0,0,4
24,1989,1989-10-29,8,28.007,PHI,@,DEN,W 28-24,4,4,100.0,,1,0.0,0,4
25,1989,1989-11-12,10,28.021,DAL,@,PHO,L 20-24,2,2,100.0,2,2,100.0,0,8
26,1989,1989-11-19,11,28.028,DAL,,MIA,L 14-17,2,2,100.0,,2,0.0,0,2
27,1989,1989-11-23,12,28.032,DAL,,PHI,L 0-27,,,,,1,0.0,0,0
28,1989,1989-12-03,13,28.042,DAL,,RAM,L 31-35,4,4,100.0,1,1,100.0,0,7
29,1989,1989-12-10,14,28.049,DAL,@,PHI,L 10-20,1,1,100.0,1,2,50.0,0,4
30,1989,1989-12-16,15,28.055,DAL,@,NYG,L 0-15,,,,,,,,
31,1989,1989-12-24,16,28.063,DAL,,GNB,L 10-20,1,1,100.0,1,1,100.0,0,4
