ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
26,1957,1957-10-06,2,25.270,DET,@,GNB,W 24-14,10,27,2.70,1,2,25,12.50,0,0,0,,0,0,,,,,,
27,1957,1957-10-13,3,25.277,DET,,RAM,W 10-7,10,41,4.10,0,2,54,27.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
28,1957,1957-10-20,4,25.284,DET,,BAL,W 31-27,5,26,5.20,0,0,0,,0,0,0,,0,0,,,,,,
29,1957,1957-10-27,5,25.291,DET,@,RAM,L 17-35,3,6,2.00,1,2,12,6.00,0,0,0,,0,0,,,,,,
30,1957,1957-11-03,6,25.298,DET,@,SFO,L 31-35,5,20,4.00,0,2,12,6.00,0,0,0,,0,0,,,,,,
31,1957,1957-11-24,9,25.319,DET,,CHI,L 7-27,10,47,4.70,1,0,0,,0,0,0,,0,0,,,,,,
32,1957,1957-11-28,10,25.323,DET,,GNB,W 18-6,9,27,3.00,0,2,32,16.00,0,0,0,,0,0,,,,,,
33,1957,1957-12-08,11,25.333,DET,,CLE,W 20-7,3,67,22.33,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
34,1958,1958-09-28,1,26.262,DET,@,BAL,L 15-28,6,10,1.67,0,0,0,,0,0,0,,0,0,,,,,,
35,1958,1958-10-05,2,26.269,DET,@,GNB,T 13-13,5,1,0.20,0,1,7,7.00,0,0,0,,0,0,,,,,,
36,1958,1958-10-12,3,26.276,DET,,RAM,L 28-42,20,61,3.05,2,1,18,18.00,1,0,0,,0,0,,,,,,
37,1958,1958-10-19,4,26.283,DET,,BAL,L 14-40,8,15,1.88,0,0,0,,0,0,0,,0,0,,,,,,
38,1958,1958-10-26,5,26.290,DET,@,RAM,W 41-24,9,31,3.44,0,3,13,4.33,0,0,0,,0,0,,,,,,
39,1958,1958-11-02,6,26.297,DET,@,SFO,L 21-24,3,6,2.00,0,1,-7,-7.00,0,0,0,,0,0,,,,,,
40,1958,1958-11-09,7,26.304,DET,@,CLE,W 30-10,12,21,1.75,0,3,12,4.00,1,0,0,,0,0,,,,,,
41,1958,1958-11-16,8,26.311,DET,,SFO,W 35-21,12,45,3.75,1,2,37,18.50,1,2,2,100.00,111,1,0,158.3,0,0,55.50,65.50
42,1958,1958-11-23,9,26.318,DET,,CHI,L 7-20,5,-5,-1.00,0,3,26,8.67,0,0,0,,0,0,,,,,,
43,1958,1958-11-27,10,26.322,DET,,GNB,W 24-14,11,28,2.55,1,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
44,1958,1958-12-07,11,26.332,DET,,NYG,L 17-19,1,-4,-4.00,0,0,0,,0,0,0,,0,0,,,,,,
