ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-02,4,23.315,BUF,@,CIN,L 20-23,,,,,,,0.0%,,,,,,,,,,
2,2011,2011-10-09,5,23.322,BUF,,PHI,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
3,2011,2011-10-16,6,23.329,BUF,@,NYG,L 24-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
4,2011,2011-10-30,7,23.343,BUF,,WAS,W 23-0,,,,,,,0.0%,,,,,,,,,,
5,2011,2011-11-06,8,23.350,BUF,,NYJ,L 11-27,,,,,,,0.0%,,,,,,,,,,
6,2011,2011-11-13,9,23.357,BUF,@,DAL,L 7-44,,,,,,,0.0%,,,,,,,,,,
7,2011,2011-11-27,11,24.006,BUF,@,NYJ,L 24-28,*,,,,,,0.0%,,,,,,,,,,
8,2011,2011-12-04,12,24.013,BUF,,TEN,L 17-23,,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,0.0,0,0
9,2011,2011-12-11,13,24.020,BUF,@,SDG,L 10-37,*,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0,0.0,0,0
10,2011,2011-12-18,14,24.027,BUF,,MIA,L 23-30,*,,,,,,0.0%,,,,,,,,,,
11,2012,2012-09-09,1,24.293,BUF,@,NYJ,L 28-48,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
12,2012,2012-09-16,2,24.300,BUF,,KAN,W 35-17,*,0,,,,,0.0%,,,,,,,,,,
13,2012,2012-09-23,3,24.307,BUF,@,CLE,W 24-14,,,,,,,0.0%,,,,,,,,,,
14,2012,2012-09-30,4,24.314,BUF,,NWE,L 28-52,,,,,,,0.0%,,,,,,,,,,
15,2012,2012-10-07,5,24.321,BUF,@,SFO,L 3-45,,,,,,,0.0%,,,,,,,,,,
16,2012,2012-10-14,6,24.328,BUF,@,ARI,W 19-16,,0,0,0,,0,0.0%,,1,0,0.00,0,0,0,0.0,0,0
17,2012,2012-10-21,7,24.335,BUF,,TEN,L 34-35,,,,,,,0.0%,,,,,,,,,,
18,2012,2012-11-04,8,24.349,BUF,@,HOU,L 9-21,,,,,,,0.0%,,,,,,,,,,
