ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2005,2006-01-01,16,26.225,JAX,,TEN,W 40-13,,8,14,57.14,100,2,0,119.0,1,7,7.14,10.00,3,1,0.33,0,0,0
2,2006,2006-11-05,8,27.168,JAX,,TEN,W 37-7,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
3,2006,2006-12-31,16,27.224,JAX,@,KAN,L 30-35,,13,22,59.09,166,0,0,82.8,1,11,7.55,7.55,2,26,13.00,2,2,12
4,2007,2007-09-09,1,28.111,JAX,,TEN,L 10-13,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,2007,2007-10-14,5,28.146,JAX,,HOU,W 37-17,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
6,2007,2007-10-22,6,28.154,JAX,,IND,L 7-29,,9,24,37.50,56,0,2,11.1,2,13,2.33,-1.42,2,8,4.00,0,0,0
7,2007,2007-10-28,7,28.160,JAX,@,TAM,W 24-23,*,7,16,43.75,100,1,0,85.4,2,14,6.25,7.50,3,0,0.00,0,0,0
8,2007,2007-11-04,8,28.167,JAX,@,NOR,L 24-41,*,20,33,60.61,354,2,3,79.6,2,10,10.73,7.85,3,6,2.00,0,0,0
9,2007,2007-11-11,9,28.174,JAX,@,TEN,W 28-13,*,13,23,56.52,101,1,0,82.0,1,5,4.39,5.26,3,13,4.33,0,0,0
10,2007,2007-12-09,13,28.202,JAX,,CAR,W 37-6,,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,4,13,3.25,0,0,0
11,2007,2007-12-23,15,28.216,JAX,,OAK,W 49-11,,5,8,62.50,54,2,0,121.9,1,9,6.75,11.75,2,16,8.00,0,0,0
12,2007,2007-12-30,16,28.223,JAX,@,HOU,L 28-42,*,25,39,64.10,302,4,0,122.0,2,17,7.74,9.79,1,2,2.00,0,0,0
13,2008,2008-11-23,11,29.186,KAN,,BUF,L 31-54,,7,8,87.50,76,1,0,145.8,0,0,9.50,12.00,1,27,27.00,0,0,0
