ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1979,1979-09-02,1,22.240,KAN,,BAL,W 14-0,,,,,,,,,,,,,,,,,,
2,1979,1979-09-09,2,22.247,KAN,,CLE,L 24-27,,14,25,56.00,148,1,0,86.7,0,0,5.92,6.72,2,1,0.50,0,0,0
3,1979,1979-09-16,3,22.254,KAN,@,HOU,L 6-20,*,11,27,40.74,138,0,4,17.7,0,0,5.11,-1.56,7,37,5.29,0,0,0
4,1979,1979-09-23,4,22.261,KAN,,OAK,W 35-7,*,9,17,52.94,92,1,2,48.8,0,0,5.41,1.29,5,22,4.40,0,0,0
5,1979,1979-09-30,5,22.268,KAN,@,SEA,W 24-6,*,8,12,66.67,42,1,1,65.3,0,0,3.50,1.42,2,6,3.00,0,0,0
6,1979,1979-10-07,6,22.275,KAN,@,CIN,W 10-7,*,7,12,58.33,118,0,0,91.7,0,0,9.83,9.83,3,-7,-2.33,0,0,0
7,1979,1979-10-14,7,22.282,KAN,,DEN,L 10-24,*,8,17,47.06,56,0,1,30.5,0,0,3.29,0.65,1,9,9.00,0,0,0
8,1979,1979-10-21,8,22.289,KAN,,NYG,L 17-21,,,,,,,,,,,,,,,,,,
9,1979,1979-10-28,9,22.296,KAN,@,DEN,L 3-20,,12,20,60.00,92,0,1,50.4,0,0,4.60,2.35,2,8,4.00,0,0,0
10,1979,1979-11-04,10,22.303,KAN,,SDG,L 14-20,*,15,26,57.69,170,1,2,58.2,0,0,6.54,3.85,5,44,8.80,1,1,6
11,1979,1979-11-11,11,22.310,KAN,,PIT,L 3-30,*,9,20,45.00,89,0,1,37.3,0,0,4.45,2.20,0,0,,0,0,0
12,1979,1979-11-18,12,22.317,KAN,@,OAK,W 24-21,*,11,15,73.33,122,0,0,97.1,0,0,8.13,8.13,5,31,6.20,0,0,0
13,1979,1979-11-25,13,22.324,KAN,@,SDG,L 7-28,*,14,22,63.64,144,1,1,78.6,0,0,6.55,5.41,2,10,5.00,0,0,0
14,1979,1979-12-02,14,22.331,KAN,,SEA,W 37-21,*,10,23,43.48,137,1,0,77.6,0,0,5.96,6.83,4,61,15.25,0,0,0
15,1979,1979-12-09,15,22.338,KAN,@,BAL,W 10-7,*,11,21,52.38,90,0,0,63.6,0,0,4.29,4.29,10,36,3.60,0,0,0
16,1979,1979-12-16,16,22.345,KAN,@,TAM,L 0-3,*,7,13,53.85,46,0,1,29.6,0,0,3.54,0.08,2,6,3.00,0,0,0
17,1980,1980-09-07,1,23.246,KAN,,OAK,L 14-27,*,16,28,57.14,196,1,3,51.2,0,0,7.00,2.89,6,11,1.83,0,0,0
18,1980,1980-09-14,2,23.253,KAN,,SEA,L 16-17,*,20,31,64.52,184,1,0,91.3,0,0,5.94,6.58,5,21,4.20,0,0,0
19,1980,1980-09-21,3,23.260,KAN,@,CLE,L 13-20,*,15,26,57.69,193,1,0,93.9,0,0,7.42,8.19,5,26,5.20,0,0,0
20,1980,1980-09-28,4,23.267,KAN,,SDG,L 7-24,*,11,22,50.00,73,0,1,38.6,0,0,3.32,1.27,4,13,3.25,0,0,0
21,1980,1980-10-05,5,23.274,KAN,@,OAK,W 31-17,*,6,11,54.55,65,0,1,34.3,0,0,5.91,1.82,3,25,8.33,0,0,0
22,1980,1980-10-12,6,23.281,KAN,,HOU,W 21-20,*,11,18,61.11,148,1,1,82.6,0,0,8.22,6.83,7,47,6.71,1,1,6
23,1980,1980-10-19,7,23.288,KAN,@,DEN,W 23-17,*,14,20,70.00,189,2,0,133.1,0,0,9.45,11.45,4,16,4.00,0,0,0
24,1980,1980-10-26,8,23.295,KAN,,DET,W 20-17,*,12,18,66.67,186,1,0,119.2,0,0,10.33,11.44,8,38,4.75,1,1,6
25,1980,1980-11-02,9,23.302,KAN,,BAL,L 24-31,*,15,29,51.72,216,0,1,61.9,0,0,7.45,5.90,3,25,8.33,1,1,6
26,1980,1980-11-09,10,23.309,KAN,@,SEA,W 31-30,*,19,26,73.08,233,2,2,93.9,0,0,8.96,7.04,3,21,7.00,0,0,0
27,1980,1980-11-16,11,23.316,KAN,@,SDG,L 7-20,*,15,22,68.18,135,0,0,84.5,0,0,6.14,6.14,3,5,1.67,1,1,6
