ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,21.342,NYJ,,OAK,W 19-14,,0,0,0,,0,0.0%,,0,0,,0,2,15,7.50,0,0.0,0,0
2,2014,2014-09-14,2,21.349,NYJ,@,GNB,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,3,11,3.67,0,0.0,0,0
3,2014,2014-09-22,3,21.357,NYJ,,CHI,L 19-27,,0,0,0,,0,0.0%,,0,0,,0,1,0,0.00,0,0.0,1,0
4,2014,2014-11-24,11,22.055,NOR,,BAL,L 27-34,,0,0,0,,0,0.0%,,0,0,,0,1,7,7.00,0,0.0,0,0
5,2014,2014-11-30,12,22.061,NOR,@,PIT,W 35-32,,,,,,,0.0%,,,,,,,,,,,,
6,2014,2014-12-07,13,22.068,NOR,,CAR,L 10-41,,0,0,0,,0,0.0%,,0,0,,0,3,68,22.67,0,0.0,0,0
7,2014,2014-12-15,14,22.076,NOR,@,CHI,W 31-15,,0,0,0,,0,0.0%,,0,0,,0,3,21,7.00,0,0.0,0,0
8,2014,2014-12-21,15,22.082,NOR,,ATL,L 14-30,,1,1,7,7.00,0,100.0%,7.00,2,120,60.00,0,1,0,0.00,0,0.0,0,0
9,2014,2014-12-28,16,22.089,NOR,@,TAM,W 23-20,,0,0,0,,0,0.0%,,1,19,19.00,0,1,3,3.00,0,0.0,0,0
