ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,23.276,BAL,,CHI,W 13-9,11,47,4.27,0,1,-2,-2.00,0
2,1953,1953-10-03,2,23.282,BAL,,DET,L 17-27,6,-6,-1.00,0,2,46,23.00,0
3,1953,1953-10-11,3,23.290,BAL,@,CHI,W 16-14,6,36,6.00,0,0,0,,0
4,1953,1953-10-18,4,23.297,BAL,@,GNB,L 14-37,5,11,2.20,0,0,0,,0
5,1953,1953-10-31,6,23.310,BAL,,GNB,L 24-35,1,6,6.00,0,0,0,,0
6,1953,1953-11-15,8,23.325,BAL,@,PHI,L 14-45,4,7,1.75,0,2,-6,-3.00,0
7,1953,1953-11-22,9,23.332,BAL,,RAM,L 13-21,10,33,3.30,0,1,0,0.00,0
8,1953,1953-11-29,10,23.339,BAL,,SFO,L 21-38,3,-1,-0.33,0,0,0,,0
9,1953,1953-12-05,11,23.345,BAL,@,RAM,L 2-45,5,7,1.40,0,2,-2,-1.00,0
10,1953,1953-12-13,12,23.353,BAL,@,SFO,L 14-45,2,-2,-1.00,0,2,2,1.00,0
