ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1984,1984-09-09,2,22.066,DEN,@,CHI,L 0-27,,4,18,22.22,58,0,1,17.4,1,13,3.22,0.72
2,1987,1987-10-04,3,25.091,MIA,@,SEA,L 20-24,,1,4,25.00,-7,0,1,0.0,0,0,-1.75,-13.00
3,1987,1987-10-11,4,25.098,MIA,,KAN,W 42-0,,3,3,100.00,15,0,0,87.5,0,0,5.00,5.00
4,1987,1987-10-18,5,25.105,MIA,@,NYJ,L 31-37,,0,0,,0,0,0,,0,,,
