ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1995,1995-09-03,1,24.245,NWE,,CLE,W 17-14,,0,0,,0,0.0%,,0,0,,0,0,0,,0
2,1995,1995-09-10,2,24.252,NWE,,MIA,L 3-20,2,1,13,13.00,0,50.0%,6.50,0,0,,0,0,0,,0
3,1995,1995-10-08,5,24.280,NWE,,DEN,L 3-37,4,1,33,33.00,0,25.0%,8.25,0,0,,0,0,0,,0
4,1995,1995-10-15,6,24.287,NWE,@,KAN,L 26-31,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0
5,1995,1995-10-23,7,24.295,NWE,,BUF,W 27-14,9,3,38,12.67,0,33.3%,4.22,1,4,4.00,0,1,14,14.00,0
6,1995,1995-10-29,8,24.301,NWE,,CAR,L 17-20,5,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0
7,1995,1995-12-23,16,24.356,NWE,@,IND,L 7-10,7,3,23,7.67,0,42.9%,3.29,0,0,,0,0,0,,0
8,1996,1996-10-27,8,25.300,SFO,@,HOU,W 10-9,,,,,,0.0%,,,,,,,,,
9,1996,1996-12-02,13,25.336,SFO,@,ATL,W 34-10,,,,,,0.0%,,,,,,,,,
