ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2012-01-01,16,24.025,KAN,@,DEN,W 7-3,,,,,,,,,,,0.0%,,,,,,,,,,
2,2012,2012-09-09,1,24.277,KAN,,ATL,L 24-40,,6,29,4.83,1,2,2,12,6.00,0,100.0%,6.00,0,0,,0,1,6,0.0,0,0
3,2012,2012-09-16,2,24.284,KAN,@,BUF,L 17-35,,5,56,11.20,0,2,1,23,23.00,0,50.0%,11.50,0,0,,0,0,0,0.0,0,0
4,2012,2012-09-23,3,24.291,KAN,@,NOR,W 27-24,,7,22,3.14,0,3,3,26,8.67,0,100.0%,8.67,2,37,18.50,0,0,0,0.0,0,0
5,2012,2012-09-30,4,24.298,KAN,,SDG,L 20-37,,4,12,3.00,0,5,4,34,8.50,0,80.0%,6.80,3,76,25.33,0,0,0,0.0,0,0
6,2012,2012-10-07,5,24.305,KAN,,BAL,L 6-9,,12,40,3.33,0,1,1,5,5.00,0,100.0%,5.00,3,82,27.33,0,0,0,0.0,0,0
7,2012,2012-10-14,6,24.312,KAN,@,TAM,L 10-38,,11,11,1.00,0,4,3,12,4.00,0,75.0%,3.00,0,0,,0,0,0,0.0,0,0
8,2012,2012-10-28,7,24.326,KAN,,OAK,L 16-26,,2,7,3.50,0,2,1,7,7.00,0,50.0%,3.50,2,52,26.00,0,0,0,0.0,0,0
9,2012,2012-11-01,8,24.330,KAN,@,SDG,L 13-31,,1,6,6.00,1,2,2,21,10.50,0,100.0%,10.50,4,83,20.75,0,1,6,0.0,0,0
10,2012,2012-11-12,9,24.341,KAN,@,PIT,L 13-16,,0,0,,0,0,0,0,,0,0.0%,,2,34,17.00,0,0,0,0.0,0,0
11,2012,2012-11-18,10,24.347,KAN,,CIN,L 6-28,,2,10,5.00,0,3,2,1,0.50,0,66.7%,0.33,3,69,23.00,0,0,0,0.0,0,0
12,2012,2012-11-25,11,24.354,KAN,,DEN,L 9-17,,2,13,6.50,0,0,0,0,,0,0.0%,,2,53,26.50,0,0,0,0.0,0,0
13,2012,2012-12-02,12,24.361,KAN,,CAR,W 27-21,,0,0,,0,0,0,0,,0,0.0%,,1,31,31.00,0,0,0,0.0,0,0
14,2012,2012-12-09,13,25.002,KAN,@,CLE,L 7-30,,1,0,0.00,0,2,1,8,8.00,0,50.0%,4.00,1,20,20.00,0,0,0,0.0,0,0
15,2012,2012-12-16,14,25.009,KAN,@,OAK,L 0-15,,0,0,,0,3,3,11,3.67,0,100.0%,3.67,0,0,,0,0,0,0.0,0,0
16,2012,2012-12-23,15,25.016,KAN,,IND,L 13-20,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2012,2012-12-30,16,25.023,KAN,@,DEN,L 3-38,,5,23,4.60,0,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,0.0,0,0
18,2013,2013-09-22,3,25.289,BAL,,HOU,W 30-9,,4,2,0.50,0,0,0,0,,0,0.0%,,2,53,26.50,0,0,0,0.0,0,0
19,2013,2013-09-29,4,25.296,BAL,@,BUF,L 20-23,,,,,,,,,,,0.0%,,,,,,,,,,
20,2013,2013-10-06,5,25.303,BAL,@,MIA,W 26-23,,,,,,,,,,,0.0%,,,,,,,,,,
21,2014,2014-09-07,1,26.274,CHI,,BUF,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
22,2014,2014-09-14,2,26.281,CHI,@,SFO,W 28-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
23,2014,2014-09-28,4,26.295,SDG,,JAX,W 33-14,,,,,,,,,,,0.0%,,,,,,,,,,
24,2014,2014-10-05,5,26.302,SDG,,NYJ,W 31-0,,10,19,1.90,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
25,2014,2014-10-19,7,26.316,SDG,,KAN,L 20-23,,0,0,,0,0,0,0,,0,0.0%,,3,58,19.33,0,0,0,0.0,0,0
26,2014,2014-10-23,8,26.320,SDG,@,DEN,L 21-35,,,,,,,,,,,0.0%,,,,,,,,,,
27,2014,2014-12-07,13,27.000,CLE,,IND,L 24-25,,,,,,,,,,,0.0%,,,,,,,,,,
28,2014,2014-12-14,14,27.007,CLE,,CIN,L 0-30,,0,0,,0,0,0,0,,0,0.0%,,2,36,18.00,0,0,0,0.0,0,1
29,2014,2014-12-21,15,27.014,CLE,@,CAR,L 13-17,,0,0,,0,0,0,0,,0,0.0%,,1,39,39.00,0,0,0,0.0,0,0
30,2014,2014-12-28,16,27.021,CLE,@,BAL,L 10-20,,0,0,,0,0,0,0,,0,0.0%,,2,40,20.00,0,0,0,0.0,0,0
