ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-09-12,1,22.263,PHI,,WAS,L 34-37,0,0,,0,,
2,1982,1982-09-19,2,22.270,PHI,@,CLE,W 24-21,1,13,13.00,0,0,0
3,1982,1982-11-21,3,22.333,PHI,,CIN,L 14-18,0,0,,0,,
4,1982,1982-11-28,4,22.340,PHI,@,WAS,L 9-13,1,11,11.00,0,0,0
5,1982,1982-12-05,5,22.347,PHI,,STL,L 20-23,1,9,9.00,0,0,0
6,1982,1982-12-11,6,22.353,PHI,@,NYG,L 7-23,0,0,,0,,
7,1982,1982-12-19,7,22.361,PHI,,HOU,W 35-14,0,0,,0,,
8,1982,1982-12-26,8,23.003,PHI,@,DAL,W 24-20,0,0,,0,,
9,1982,1983-01-02,9,23.010,PHI,,NYG,L 24-26,1,2,2.00,1,1,6
10,1983,1983-09-03,1,23.254,PHI,@,SFO,W 22-17,1,6,6.00,0,0,0
11,1983,1983-09-11,2,23.262,PHI,,WAS,L 13-23,2,2,1.00,0,0,0
12,1983,1983-09-18,3,23.269,PHI,@,DEN,W 13-10,0,0,,0,,
13,1983,1983-09-25,4,23.276,PHI,,STL,L 11-14,0,0,,0,,
14,1983,1983-10-02,5,23.283,PHI,@,ATL,W 28-24,1,5,5.00,1,1,6
15,1983,1983-10-09,6,23.290,PHI,@,NYG,W 17-13,0,0,,0,,
16,1983,1983-10-16,7,23.297,PHI,@,DAL,L 7-37,0,0,,0,,
17,1983,1983-10-23,8,23.304,PHI,,CHI,L 6-7,3,45,15.00,0,0,0
18,1983,1983-10-30,9,23.311,PHI,,BAL,L 21-22,4,56,14.00,0,0,0
19,1983,1983-11-06,10,23.318,PHI,,DAL,L 20-27,0,0,,0,,
20,1983,1983-11-13,11,23.325,PHI,@,CHI,L 14-17,4,35,8.75,0,0,0
21,1983,1983-11-20,12,23.332,PHI,,NYG,L 0-23,2,27,13.50,0,0,0
22,1983,1983-11-27,13,23.339,PHI,@,WAS,L 24-28,1,19,19.00,0,0,0
23,1983,1983-12-04,14,23.346,PHI,,RAM,W 13-9,0,0,,0,,
24,1984,1984-09-02,1,24.254,PHI,@,NYG,L 27-28,0,0,,0,,
25,1984,1984-09-09,2,24.261,PHI,,MIN,W 19-17,0,0,,0,,
26,1984,1984-09-16,3,24.268,PHI,@,DAL,L 17-23,1,13,13.00,0,0,0
27,1984,1984-09-23,4,24.275,PHI,,SFO,L 9-21,0,0,,0,,
28,1984,1984-09-30,5,24.282,PHI,@,WAS,L 0-20,0,0,,0,,
29,1984,1984-10-07,6,24.289,PHI,@,BUF,W 27-17,1,4,4.00,1,1,6
30,1984,1984-10-14,7,24.296,PHI,,IND,W 16-7,0,0,,0,,
31,1984,1984-10-21,8,24.303,PHI,,NYG,W 24-10,0,0,,0,,
32,1984,1984-10-28,9,24.310,PHI,,STL,L 14-34,1,2,2.00,1,1,6
33,1984,1984-11-04,10,24.317,PHI,@,DET,T 23-23,1,13,13.00,0,0,0
34,1984,1984-11-11,11,24.324,PHI,@,MIA,L 23-24,0,0,,0,,
35,1984,1984-11-18,12,24.331,PHI,,WAS,W 16-10,3,42,14.00,0,0,0
36,1984,1984-11-25,13,24.338,PHI,@,STL,L 16-17,0,0,,0,,
37,1984,1984-12-02,14,24.345,PHI,,DAL,L 10-26,1,2,2.00,1,1,6
38,1984,1984-12-09,15,24.352,PHI,,NWE,W 27-17,0,0,,0,,
39,1984,1984-12-16,16,24.359,PHI,@,ATL,L 10-26,1,26,26.00,0,0,0
40,1985,1985-09-08,1,25.259,PHI,@,NYG,L 0-21,,,,,,
41,1985,1985-10-13,6,25.294,NYG,@,CIN,L 30-35,,,,,,
42,1985,1985-10-20,7,25.301,NYG,,WAS,W 17-3,,,,,,
43,1985,1985-10-27,8,25.308,NYG,@,NOR,W 21-13,,,,,,
44,1985,1985-11-03,9,25.315,NYG,,TAM,W 22-20,,,,,,
45,1985,1985-11-10,10,25.322,NYG,,RAM,W 24-19,,,,,,
46,1985,1985-11-18,11,25.330,NYG,@,WAS,L 21-23,,,,,,
47,1985,1985-11-24,12,25.336,NYG,@,STL,W 34-3,,,,,,
48,1985,1985-12-01,13,25.343,NYG,,CLE,L 33-35,,,,,,
49,1985,1985-12-08,14,25.350,NYG,@,HOU,W 35-14,,,,,,
50,1985,1985-12-15,15,25.357,NYG,@,DAL,L 21-28,,,,,,
51,1985,1985-12-21,16,25.363,NYG,,PIT,W 28-10,,,,,,
52,1987,1987-11-15,9,27.327,DET,@,WAS,L 13-20,2,10,5.00,0,0,0
53,1987,1987-11-22,10,27.334,DET,@,CHI,L 10-30,1,28,28.00,0,0,0
54,1987,1987-11-26,11,27.338,DET,,KAN,L 20-27,1,12,12.00,0,0,0
55,1987,1987-12-06,12,27.348,DET,,RAM,L 16-37,0,0,,0,,
56,1987,1987-12-13,13,27.355,DET,@,TAM,W 20-10,0,0,,0,,
57,1987,1987-12-20,14,27.362,DET,,MIN,L 14-17,1,4,4.00,0,0,0
58,1987,1987-12-27,15,28.004,DET,@,ATL,W 30-13,0,0,,0,,
