ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2002,2002-09-08,1,22.043,SDG,@,CIN,W 34-6,,1,1,1,1.00,1,100.0%,1.00,1,6
2,2002,2002-09-15,2,22.050,SDG,,HOU,W 24-3,,2,2,18,9.00,0,100.0%,9.00,0,0
3,2002,2002-09-22,3,22.057,SDG,@,ARI,W 23-15,,1,,,,,0.0%,,,
4,2002,2002-09-29,4,22.064,SDG,,NWE,W 21-14,,,,,,,0.0%,,,
5,2002,2002-10-06,5,22.071,SDG,@,DEN,L 9-26,,6,4,27,6.75,0,66.7%,4.50,0,0
6,2002,2002-10-13,6,22.078,SDG,,KAN,W 35-34,*,3,2,49,24.50,0,66.7%,16.33,0,0
7,2002,2002-12-01,12,22.127,SDG,,DEN,W 30-27,,3,2,18,9.00,0,66.7%,6.00,0,0
8,2002,2002-12-08,13,22.134,SDG,,OAK,L 7-27,,2,1,26,26.00,0,50.0%,13.00,0,0
9,2002,2002-12-15,14,22.141,SDG,@,BUF,L 13-20,,1,,,,,0.0%,,,
10,2002,2002-12-22,15,22.148,SDG,@,KAN,L 22-24,,,,,,,0.0%,,,
11,2002,2002-12-29,16,22.155,SDG,,SEA,L 28-31,,6,4,62,15.50,0,66.7%,10.33,0,0
12,2003,2003-09-07,1,23.042,SDG,@,KAN,L 14-27,*,5,4,64,16.00,1,80.0%,12.80,1,6
13,2003,2003-10-19,6,23.084,SDG,@,CLE,W 26-20,,3,1,4,4.00,0,33.3%,1.33,0,0
14,2003,2003-10-27,7,23.092,SDG,,MIA,L 10-26,,3,,,,,0.0%,,,
15,2003,2003-11-09,9,23.105,SDG,,MIN,W 42-28,,,,,,,0.0%,,,
16,2003,2003-11-23,11,23.119,SDG,,CIN,L 27-34,,0,,,,,0.0%,,,
17,2003,2003-11-30,12,23.126,SDG,,KAN,L 24-28,,,,,,,0.0%,,,
18,2003,2003-12-07,13,23.133,SDG,@,DET,W 14-7,,1,1,4,4.00,0,100.0%,4.00,0,0
