ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-10,1,23.048,LAC,,DTX,W 21-20,0,0,,0,2,7,3.50,0,0,0,0,0,0
2,1960,1960-09-18,2,23.056,LAC,@,HOU,L 28-38,0,0,,0,3,24,8.00,0,0,0,0,0,0
3,1960,1960-09-25,3,23.063,LAC,@,DTX,L 0-17,0,0,,0,2,7,3.50,0,0,0,0,0,0
4,1960,1960-10-02,4,23.070,LAC,@,BUF,W 24-10,0,0,,0,2,14,7.00,0,0,0,1,14,0
5,1960,1960-10-28,7,23.096,LAC,@,BOS,W 45-16,0,0,,0,1,6,6.00,0,1,6,1,42,1
6,1960,1960-11-04,8,23.103,LAC,@,NYT,W 21-7,0,0,,0,1,4,4.00,0,0,0,0,0,0
7,1960,1960-11-13,9,23.112,LAC,,HOU,W 24-21,0,0,,0,0,0,,0,0,0,1,0,0
8,1960,1960-11-20,10,23.119,LAC,,BUF,L 3-32,0,0,,0,0,0,,0,0,0,1,0,0
9,1960,1960-11-27,11,23.126,LAC,,OAK,W 52-28,0,0,,0,1,8,8.00,0,0,0,0,0,0
10,1960,1960-12-04,12,23.133,LAC,@,OAK,W 41-17,0,0,,0,0,0,,0,0,0,1,0,0
11,1960,1960-12-18,14,23.147,LAC,,NYT,W 50-43,0,0,,0,1,35,35.00,0,0,0,0,0,0
12,1961,1961-09-17,2,24.055,SDG,,OAK,W 44-0,0,0,,0,0,0,,0,1,6,1,41,1
13,1961,1961-09-30,4,24.068,SDG,@,BUF,W 19-11,0,0,,0,0,0,,0,1,6,1,56,1
14,1961,1961-10-07,5,24.075,SDG,@,BOS,W 38-27,0,0,,0,0,0,,0,0,0,1,0,0
15,1961,1961-10-15,6,24.083,SDG,@,NYT,W 25-10,0,0,,0,0,0,,0,0,0,2,5,0
16,1961,1961-11-12,10,24.111,SDG,@,DEN,W 19-16,0,0,,0,0,0,,0,1,6,1,30,1
17,1961,1961-12-17,14,24.146,SDG,,BOS,L 0-41,0,0,,0,0,0,,0,0,0,1,8,0
18,1962,1962-09-07,1,25.045,SDG,@,DEN,L 21-30,0,0,,0,1,8,8.00,0,0,0,0,0,0
19,1962,1962-09-16,2,25.054,SDG,,NYT,W 40-14,0,0,,0,0,0,,0,0,0,1,36,0
20,1962,1962-09-23,3,25.061,SDG,,HOU,L 17-42,0,0,,0,1,20,20.00,0,0,0,0,0,0
21,1962,1962-10-13,6,25.081,SDG,@,BUF,L 10-35,0,0,,0,1,11,11.00,0,0,0,0,0,0
22,1962,1962-10-19,7,25.087,SDG,@,BOS,L 20-24,0,0,,0,0,0,,0,0,0,1,0,0
23,1962,1962-10-28,8,25.096,SDG,@,NYT,L 3-23,0,0,,0,0,0,,0,0,0,1,0,0
24,1962,1962-11-04,9,25.103,SDG,,DEN,L 20-23,0,0,,0,2,42,21.00,0,0,0,0,0,0
25,1962,1962-11-11,10,25.110,SDG,,BUF,L 20-40,0,0,,0,1,0,0.00,0,0,0,1,16,0
26,1962,1962-11-25,11,25.124,SDG,@,HOU,L 27-33,0,0,,0,1,14,14.00,0,0,0,1,0,0
27,1963,1963-10-06,4,26.074,SDG,@,DEN,L 34-50,0,0,,0,1,11,11.00,0,0,0,0,0,0
28,1963,1963-10-13,5,26.081,SDG,,NYJ,W 24-20,0,0,,0,2,9,4.50,0,0,0,0,0,0
29,1963,1963-10-27,7,26.095,SDG,,OAK,L 33-34,0,0,,0,0,0,,0,1,6,2,26,1
30,1963,1963-11-02,8,26.101,SDG,@,NYJ,W 53-7,0,0,,0,0,0,,0,0,0,2,13,0
31,1963,1963-11-17,10,26.116,SDG,@,BUF,W 23-13,0,0,,0,0,0,,0,0,0,3,25,0
32,1963,1963-12-15,13,26.144,SDG,@,HOU,W 20-14,2,34,17.00,0,0,0,,0,0,0,0,0,0
33,1963,1963-12-22,14,26.151,SDG,,DEN,W 58-20,0,0,,0,1,23,23.00,0,0,0,1,19,0
34,1964,1964-11-01,8,27.100,SDG,,OAK,W 31-17,0,0,,0,0,0,,0,0,0,2,82,0
35,1964,1964-11-08,9,27.107,SDG,@,DEN,W 31-20,0,0,,0,0,0,,0,0,0,1,0,0
36,1965,1965-09-19,2,28.057,SDG,@,OAK,W 17-6,1,15,15.00,0,0,0,,0,0,0,0,0,0
37,1965,1965-10-23,7,28.091,SDG,@,NYJ,W 34-9,0,0,,0,1,7,7.00,0,0,0,0,0,0
38,1965,1965-10-31,8,28.099,SDG,,BOS,L 6-22,0,0,,0,0,0,,0,0,0,1,0,0
39,1965,1965-12-04,12,28.133,SDG,,NYJ,W 38-7,0,0,,0,1,0,0.00,0,0,0,0,0,0
40,1965,1965-12-19,14,28.148,SDG,,OAK,W 24-14,0,0,,0,1,1,1.00,0,0,0,0,0,0
